policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.1266554   0.06087576 -0.00984137 ...,  0.40801491  0.0045     -0.0985    ]","[-0.12272797  0.2415608  -0.0618762  ..., -0.46567694  0.0005     -0.1155    ]","[-0.1020178   0.13546961 -0.04349282 ...,  0.42437688 -0.012      -0.12      ]","[-0.08399488  0.19425691  0.15599169 ...,  0.39806084 -0.00149998 -0.1215    ]","[ 0.14292501 -0.18233802 -0.17145439 ..., -0.30917966  0.002      -0.143     ]"
"[ 0.1241554   0.05837576 -0.00734137 ...,  0.40951491  0.002      -0.101     ]","[-0.12022797  0.2440608  -0.0583762  ..., -0.46917694  0.005      -0.12      ]","[-0.1030178   0.13446961 -0.04249282 ...,  0.42437688 -0.013      -0.121     ]","[-0.07949488  0.19875691  0.15149169 ...,  0.39356084 -0.00499998 -0.122     ]","[ 0.14342501 -0.18283802 -0.17095439 ..., -0.30867966  0.0015     -0.1435    ]"
"[ 0.1211554   0.05537576 -0.00534137 ...,  0.41151491  0.001      -0.101     ]","[-0.11922797  0.2450608  -0.0573762  ..., -0.47017694  0.004      -0.121     ]","[-0.10501775  0.13446961 -0.04349282 ...,  0.42937688 -0.008      -0.116     ]","[-0.07849488  0.19975691  0.15049169 ...,  0.39256084 -0.00499998 -0.123     ]","[ 0.14242501 -0.18183802 -0.16995439 ..., -0.30767967  0.0025     -0.1425    ]"
"[ 0.1241554   0.05837576 -0.00834137 ...,  0.40851491  0.004      -0.104     ]","[-0.11772797  0.2465608  -0.0568762  ..., -0.46767694  0.0045     -0.1225    ]","[-0.10551775  0.13396961 -0.04299282 ...,  0.42887688 -0.0085     -0.1155    ]","[-0.07699488  0.20125691  0.14899169 ...,  0.38906084 -0.00649998 -0.1255    ]","[ 0.13892501 -0.17733802 -0.17445439 ..., -0.31217967 -0.001      -0.147     ]"
"[ 0.1266554   0.06087576 -0.01084137 ...,  0.40601491  0.0065     -0.1055    ]","[-0.11822797  0.2460608  -0.0573762  ..., -0.46817694  0.003      -0.121     ]","[-0.10801775  0.13146961 -0.03949282 ...,  0.42937688 -0.007      -0.121     ]","[-0.07899488  0.19925692  0.15099169 ...,  0.38806084 -0.00849998 -0.1265    ]","[ 0.13792501 -0.17633802 -0.17445439 ..., -0.31317967 -0.001      -0.148     ]"
"[ 0.1231554   0.05737576 -0.00734137 ...,  0.40251491  0.009      -0.109     ]","[-0.12022797  0.2430608  -0.0613762  ..., -0.47117694  0.001      -0.12      ]","[-0.10901775  0.13046961 -0.03849282 ...,  0.43037688 -0.006      -0.122     ]","[-0.08049488  0.19775692  0.15249169 ...,  0.38956084 -0.00699998 -0.128     ]","[ 0.13542501 -0.17383802 -0.17695439 ..., -0.31267967  0.0005     -0.1505    ]"
"[ 0.1221554   0.05637577 -0.00634137 ...,  0.40151491  0.01       -0.11      ]","[-0.11822797  0.2450608  -0.05937621 ..., -0.47017695  0.001      -0.118     ]","[-0.10851775  0.13096961 -0.03899282 ...,  0.43087688 -0.0065     -0.1225    ]","[-0.08149488  0.19675692  0.15349169 ...,  0.39056084 -0.00799998 -0.129     ]","[ 0.13342501 -0.17183802 -0.17795438 ..., -0.31067967 -0.0015     -0.1525    ]"
"[ 0.1201554   0.05437577 -0.00434138 ...,  0.40351491  0.011      -0.112     ]","[-0.11772797  0.2455608  -0.05887621 ..., -0.47067695  0.0005     -0.1185    ]","[-0.10501775  0.13446961 -0.04249282 ...,  0.43337688 -0.003      -0.126     ]","[-0.08299488  0.19425692  0.15599169 ...,  0.39306084 -0.00849998 -0.1315    ]","[ 0.13292501 -0.17133802 -0.17845438 ..., -0.31217967 -0.002      -0.152     ]"
"[ 0.1201554   0.05437576 -0.00434137 ...,  0.40451491  0.011      -0.111     ]","[-0.11622797  0.2470608  -0.05737621 ..., -0.46917695  0.001      -0.117     ]","[-0.10401775  0.13546961 -0.04349282 ...,  0.43237688 -0.002      -0.127     ]","[-0.08599488  0.19125692  0.15899169 ...,  0.39506084 -0.00849998 -0.1325    ]","[ 0.13242501 -0.17083802 -0.17895438 ..., -0.31267967 -0.0005     -0.1515    ]"
"[ 0.1181554   0.05237577 -0.00234138 ...,  0.40251491  0.013      -0.113     ]","[-0.12022797  0.2430608  -0.06037621 ..., -0.46617695  0.004      -0.12      ]","[-0.10351775  0.13596961 -0.04399282 ...,  0.43287688 -0.0015     -0.1285    ]","[-0.08749488  0.18975692  0.16049169 ...,  0.39356084 -0.00799998 -0.134     ]","[ 0.13392501 -0.17233802 -0.17745438 ..., -0.31317967  0.001      -0.153     ]"
"[ 0.1176554   0.05187577 -0.00184138 ...,  0.40001491  0.0135     -0.1145    ]","[-0.12172797  0.2415608  -0.06187621 ..., -0.46667695  0.0035     -0.1215    ]","[-0.10801775  0.13146961 -0.03949282 ...,  0.43537688 -0.006      -0.125     ]","[-0.08999488  0.18725692  0.16299169 ...,  0.39306084 -0.00749998 -0.1335    ]","[ 0.13792501 -0.17633802 -0.17345438 ..., -0.31417967  0.004      -0.157     ]"
"[ 0.1211554   0.05537577 -0.00534138 ...,  0.40351491  0.011      -0.118     ]","[-0.11972798  0.2425608  -0.06087621 ..., -0.46567695  0.0045     -0.1215    ]","[-0.10801775  0.13146961 -0.03949282 ...,  0.43537688 -0.007      -0.125     ]","[-0.08649488  0.19075692  0.15949169 ...,  0.38956084 -0.00399998 -0.137     ]","[ 0.13692501 -0.17533802 -0.17345438 ..., -0.31217967  0.002      -0.159     ]"
"[ 0.1231554   0.05637577 -0.00734138 ...,  0.40551491  0.01       -0.12      ]","[-0.11622798  0.2460608  -0.05737621 ..., -0.46317695  0.001      -0.12      ]","[-0.10301775  0.13646961 -0.04449282 ...,  0.43537688 -0.002      -0.13      ]","[-0.08449488  0.19275692  0.15749169 ...,  0.38856084 -0.00299998 -0.139     ]","[ 0.13442501 -0.17283802 -0.17495438 ..., -0.31167967  0.0005     -0.1605    ]"
"[ 0.1221554   0.05537577 -0.00634138 ...,  0.40251491  0.006      -0.119     ]","[-0.11572798  0.24556084 -0.05687621 ..., -0.46367695  0.0005     -0.1185    ]","[-0.10251775  0.13696961 -0.04499282 ...,  0.43487688 -0.0015     -0.1305    ]","[-0.08799488  0.18925692  0.16099169 ...,  0.39206084 -0.00149998 -0.1415    ]","[ 0.13192501 -0.17033802 -0.17645438 ..., -0.30917967 -0.002      -0.163     ]"
"[ 0.1236554   0.05687576 -0.00684138 ...,  0.40101491  0.0055     -0.1205    ]","[-0.11372798  0.24756084 -0.05487621 ..., -0.46567695  0.0005     -0.1165    ]","[-0.09801775  0.14146961 -0.04949282 ...,  0.43937688  0.002      -0.128     ]","[ -8.84948761e-02   1.88756916e-01   1.61491686e-01 ...,   3.93560843e-01
   1.81417878e-08  -1.43000000e-01]","[  1.29925009e-01  -1.68338022e-01  -1.78454383e-01 ...,  -3.11179667e-01
   2.12414761e-09  -1.64999999e-01]"
"[ 0.1221554   0.05537577 -0.00534138 ...,  0.40151491  0.006      -0.121     ]","[ -1.13227983e-01   2.48060843e-01  -5.43762089e-02 ...,  -4.67176945e-01
  -3.38326278e-10  -1.16000002e-01]","[-0.09901775  0.14046961 -0.04849282 ...,  0.43837688  0.001      -0.127     ]","[ -8.94948761e-02   1.87756916e-01   1.62491686e-01 ...,   3.94560843e-01
   1.81405731e-08  -1.43000000e-01]","[ 0.12842501 -0.16683802 -0.17995438 ..., -0.31467967  0.0035     -0.1685    ]"
"[ 0.1191554   0.05237577 -0.00234138 ...,  0.39851491  0.008      -0.123     ]","[-0.11122798  0.25006084 -0.05237621 ..., -0.46517695  0.002      -0.118     ]","[-0.09851775  0.14096961 -0.04899282 ...,  0.43887688  0.0015     -0.1275    ]","[-0.08449488  0.19275692  0.15749169 ...,  0.38956084 -0.00499998 -0.147     ]","[ 0.12692501 -0.16433802 -0.18045438 ..., -0.31617967  0.002      -0.171     ]"
"[ 0.1186554   0.05187577 -0.00184138 ...,  0.39801491  0.0075     -0.1245    ]","[-0.11322798  0.24806084 -0.05437621 ..., -0.46717695  0.004      -0.116     ]","[-0.09851775  0.14096961 -0.04899282 ...,  0.43887688 -0.0015     -0.1245    ]","[-0.08399488  0.19325692  0.15699169 ...,  0.38906084 -0.00549998 -0.1465    ]","[ 0.12492501 -0.16233802 -0.18245438 ..., -0.31717967  0.003      -0.174     ]"
"[ 0.1176554   0.05087577 -0.00084138 ...,  0.39601491  0.0065     -0.1265    ]","[-0.11672798  0.24456084 -0.05787621 ..., -0.47067695  0.0075     -0.1125    ]","[-0.10201775  0.13746961 -0.04549282 ...,  0.44037688 -0.003      -0.127     ]","[-0.08949487  0.18775692  0.16249169 ...,  0.39356084 -0.00899998 -0.152     ]","[ 0.12392501 -0.16133802 -0.18345438 ..., -0.31517967  0.002      -0.175     ]"
"[ 0.1161554   0.04937577  0.00065862 ...,  0.39751491  0.004      -0.128     ]","[-0.11422798  0.24706084 -0.05537621 ..., -0.47217695  0.005      -0.115     ]","[-0.10401775  0.13546961 -0.04349282 ...,  0.44237688 -0.005      -0.125     ]","[-0.08849487  0.18875692  0.16149169 ...,  0.39456084 -0.00799998 -0.151     ]","[  1.25925006e-01  -1.63338023e-01  -1.81454379e-01 ...,  -3.16179666e-01
   2.16605962e-09  -1.76000000e-01]"
"[ 0.1181554   0.05137577 -0.00134138 ...,  0.39851491  0.006      -0.129     ]","[-0.11422798  0.24706084 -0.05537621 ..., -0.47117695  0.005      -0.116     ]","[-0.10551775  0.13396961 -0.04199282 ...,  0.44087688 -0.0035     -0.1235    ]","[-0.08899487  0.18825692  0.16199169 ...,  0.39606084 -0.00649998 -0.1505    ]","[ 0.12942501 -0.16683802 -0.17795438 ..., -0.31467967 -0.0035     -0.1755    ]"
"[ 0.1216554   0.05487577 -0.00484138 ...,  0.40001491  0.0095     -0.1305    ]","[-0.11372798  0.24756084 -0.05487621 ..., -0.47167695  0.0055     -0.1175    ]","[-0.10751775  0.13196961 -0.03999282 ...,  0.44087687 -0.0045     -0.1245    ]","[-0.08799488  0.18925692  0.16099169 ...,  0.39406084 -0.00749998 -0.1485    ]","[ 0.12892501 -0.16633802 -0.17845438 ..., -0.31317967 -0.005      -0.175     ]"
"[ 0.1191554   0.05237577 -0.00234138 ...,  0.40251491  0.007      -0.128     ]","[-0.11022798  0.25106084 -0.05137621 ..., -0.46917695  0.003      -0.115     ]","[-0.11001775  0.12946961 -0.03749282 ...,  0.43837688 -0.002      -0.126     ]","[-0.08999488  0.18725692  0.16299169 ...,  0.39606084 -0.00849998 -0.1465    ]","[ 0.12792501 -0.16533802 -0.17945438 ..., -0.31117967 -0.006      -0.177     ]"
"[ 0.1161554   0.04937577  0.00065862 ...,  0.40551491  0.005      -0.128     ]","[-0.10922799  0.25206084 -0.05037621 ..., -0.46817695  0.003      -0.114     ]","[-0.11101775  0.12846961 -0.03649282 ...,  0.43637688 -0.001      -0.126     ]","[-0.09149488  0.18575692  0.16449169 ...,  0.39756084 -0.00799998 -0.146     ]","[ 0.12742501 -0.16483802 -0.17995438 ..., -0.31167967 -0.0065     -0.1775    ]"
"[ 0.1146554   0.04787577  0.00215862 ...,  0.40701493  0.0035     -0.1275    ]","[-0.10772799  0.25356084 -0.04887621 ..., -0.46967695  0.0035     -0.1135    ]","[-0.10701775  0.13246961 -0.04049282 ...,  0.43537687 -0.001      -0.125     ]","[-0.09299487  0.18425692  0.16599169 ...,  0.39706084 -0.00649998 -0.1445    ]","[ 0.12392501 -0.16033802 -0.18545438 ..., -0.31617967 -0.001      -0.183     ]"
"[ 0.1141554   0.04737577  0.00265862 ...,  0.40851493  0.003      -0.129     ]","[-0.10622799  0.25506084 -0.04737621 ..., -0.47117695  0.004      -0.115     ]","[-0.10551775  0.13396961 -0.04199282 ...,  0.43487687 -0.0015     -0.1245    ]","[-0.09449487  0.18275692  0.16749169 ...,  0.39656084 -0.00799998 -0.143     ]","[  1.24925005e-01  -1.61338023e-01  -1.84454378e-01 ...,  -3.15179666e-01
   2.18696986e-09  -1.84000000e-01]"
"[ 0.1151554   0.04837577  0.00165862 ...,  0.40751493  0.004      -0.13      ]","[ -1.10227985e-01   2.51060841e-01  -5.03762126e-02 ...,  -4.69176946e-01
  -8.94991694e-11  -1.19000002e-01]","[-0.11001775  0.12946961 -0.03749282 ...,  0.43037687 -0.002      -0.126     ]","[-0.09649487  0.18075692  0.16949169 ...,  0.39556084 -0.00599998 -0.14      ]","[ 0.12442501 -0.16083802 -0.18495438 ..., -0.31567967 -0.0005     -0.1845    ]"
"[ 0.1196554   0.05287577 -0.00284138 ...,  0.40501493  0.0085     -0.1315    ]","[-0.11172799  0.24956084 -0.05187621 ..., -0.46867695 -0.0015     -0.1195    ]","[-0.11101775  0.12846961 -0.03649282 ...,  0.42937687 -0.002      -0.125     ]","[-0.09799487  0.17925692  0.17099169 ...,  0.39706084 -0.00749998 -0.1385    ]","[ 0.12042501 -0.15683802 -0.1809544  ..., -0.32067967  0.0025     -0.1855    ]"
"[ 0.1181554   0.05137577 -0.00134138 ...,  0.40651493  0.007      -0.133     ]","[-0.11222799  0.24906084 -0.05237621 ..., -0.47017695  0.001      -0.117     ]","[-0.11401775  0.12546961 -0.03349282 ...,  0.42537688 -0.005      -0.129     ]","[-0.09649487  0.18075692  0.16949169 ...,  0.39556084 -0.00599998 -0.14      ]","[ 0.12192501 -0.15833802 -0.1824544  ..., -0.32217967  0.001      -0.187     ]"
"[ 0.1141554   0.04737577  0.00265862 ...,  0.41051493  0.004      -0.137     ]","[-0.11072799  0.25056084 -0.05087621 ..., -0.46867695  0.0005     -0.1175    ]","[-0.11451775  0.12496961 -0.03299282 ...,  0.42487688 -0.0055     -0.1295    ]","[-0.09249487  0.18475692  0.16549169 ...,  0.39156084 -0.00199998 -0.142     ]","[ 0.12592501 -0.16233802 -0.1864544  ..., -0.32617967 -0.003      -0.188     ]"
"[ 0.1146554   0.04787577  0.00215862 ...,  0.41201493  0.0035     -0.1365    ]","[-0.11022799  0.25106084 -0.05037622 ..., -0.47017695  0.002      -0.118     ]","[ -1.09017746e-01   1.30469609e-01  -3.84928206e-02 ...,   4.22376875e-01
   9.41735491e-11  -1.27000000e-01]","[-0.09049487  0.18675692  0.16349169 ...,  0.38956084 -0.00399998 -0.144     ]","[ 0.12792501 -0.16433802 -0.1884544  ..., -0.32817967 -0.001      -0.188     ]"
"[ 0.1131554   0.04637577  0.00365862 ...,  0.41351493  0.002      -0.138     ]","[-0.10922799  0.25206084 -0.04937622 ..., -0.46917695  0.003      -0.119     ]","[-0.11001775  0.12946961 -0.03749282 ...,  0.42137688 -0.001      -0.126     ]","[-0.08749487  0.18875692  0.16149169 ...,  0.38756084 -0.00599998 -0.147     ]","[ 0.13042501 -0.16683802 -0.1899544  ..., -0.33167967  0.0015     -0.1905    ]"
"[ 0.1126554   0.04587577  0.00415862 ...,  0.41501493  0.0015     -0.1375    ]","[-0.10772799  0.25356084 -0.04787622 ..., -0.46767695  0.0025     -0.1195    ]","[-0.11251775  0.12696961 -0.03499282 ...,  0.41887688 -0.0015     -0.1265    ]","[-0.08449487  0.18575692  0.16449169 ...,  0.39056084 -0.00299998 -0.15      ]","[  1.29925006e-01  -1.66338023e-01  -1.89454388e-01 ...,  -3.34179666e-01
   4.02578613e-09  -1.88999999e-01]"
"[ 0.1161554   0.04937577  0.00065862 ...,  0.41151493  0.005      -0.14      ]","[-0.10522799  0.25606084 -0.04637622 ..., -0.46817695  0.003      -0.121     ]","[-0.11601775  0.12346961 -0.03149282 ...,  0.42237688 -0.001      -0.13      ]","[-0.08299487  0.18425692  0.16599169 ...,  0.39306084 -0.00049998 -0.1525    ]","[  1.28925006e-01  -1.65338023e-01  -1.88454389e-01 ...,  -3.34179666e-01
   4.00966481e-09  -1.88999999e-01]"
"[ 0.1181554   0.05137577 -0.00134138 ...,  0.40951493  0.007      -0.141     ]","[-0.10622799  0.25506084 -0.04737622 ..., -0.46617694  0.005      -0.122     ]","[-0.11701775  0.12146961 -0.03049282 ...,  0.42437687 -0.001      -0.132     ]","[-0.08499487  0.18225692  0.16799169 ...,  0.39306084  0.00050002 -0.1545    ]","[ 0.127925   -0.16333803 -0.18645439 ..., -0.33317967  0.002      -0.184     ]"
"[ 0.11965539  0.05287576 -0.00084135 ...,  0.40901493  0.0085     -0.1395    ]","[-0.10672799  0.25456084 -0.04787622 ..., -0.46467694  0.0065     -0.1235    ]","[-0.11851775  0.11996961 -0.02899282 ...,  0.42087688 -0.0005     -0.1355    ]","[ -8.64948731e-02   1.80756917e-01   1.69491685e-01 ...,   3.93560843e-01
   1.82308894e-08  -1.56000000e-01]","[ 0.128425   -0.16383803 -0.18595439 ..., -0.33267967  0.0015     -0.1835    ]"
"[ 0.11615539  0.04937576  0.00265864 ...,  0.40651493  0.005      -0.143     ]","[-0.10422799  0.25606084 -0.04637622 ..., -0.46617694  0.005      -0.126     ]","[-0.11901775  0.11946961 -0.02849282 ...,  0.42237687 -0.001      -0.137     ]","[-0.08849487  0.17975692  0.17049169 ...,  0.39156084  0.00100002 -0.156     ]","[ 0.126925   -0.16233803 -0.18445439 ..., -0.33117967  0.003      -0.185     ]"
"[ 0.11415539  0.04737576  0.00465864 ...,  0.40551493  0.004      -0.145     ]","[-0.10422799  0.25606084 -0.04637622 ..., -0.46617694  0.004      -0.126     ]","[-0.11801775  0.12046961 -0.02949282 ...,  0.42137688 -0.002      -0.138     ]","[-0.08999487  0.17925692  0.17099169 ...,  0.39106084  0.00250002 -0.1565    ]","[ 0.124925   -0.16033803 -0.1824544  ..., -0.33217967  0.005      -0.183     ]"
"[ 0.11565539  0.04887576  0.00315864 ...,  0.40401493  0.0055     -0.1465    ]","[-0.10722799  0.25306084 -0.04937622 ..., -0.46617694  0.001      -0.128     ]","[-0.11651776  0.12096961 -0.03099282 ...,  0.42287687 -0.0035     -0.1385    ]","[ -9.04948586e-02   1.77756917e-01   1.71491685e-01 ...,   3.92560844e-01
   1.82465322e-08  -1.58999999e-01]","[ 0.123925   -0.15933803 -0.1814544  ..., -0.33217967  0.006      -0.182     ]"
"[ 0.11615538  0.04937576  0.00465863 ...,  0.40251493  0.004      -0.148     ]","[-0.10522799  0.25506084 -0.04737622 ..., -0.46517694 -0.001      -0.13      ]","[-0.11601776  0.12146961 -0.03149282 ...,  0.42137688 -0.005      -0.139     ]","[-0.09149486  0.17675692  0.17249169 ...,  0.39556084 -0.00299998 -0.161     ]","[ 0.122425   -0.15783803 -0.1799544  ..., -0.33467967  0.0075     -0.1825    ]"
"[ 0.11315538  0.04637576  0.00765863 ...,  0.40051493  0.007      -0.149     ]","[-0.10472799  0.25556084 -0.04687622 ..., -0.46367694 -0.0035     -0.1305    ]","[-0.11701776  0.12046961 -0.03049282 ...,  0.42037688 -0.004      -0.138     ]","[-0.09149486  0.17775692  0.17249168 ...,  0.39256084 -0.00199998 -0.162     ]","[ 0.121925   -0.15733803 -0.1794544  ..., -0.33317967  0.008      -0.182     ]"
"[ 0.11265538  0.04487576  0.00915863 ...,  0.40101493  0.0075     -0.1495    ]","[-0.10322799  0.25706084 -0.04537622 ..., -0.46317694 -0.004      -0.133     ]","[-0.11551776  0.12196961 -0.03099282 ...,  0.41687688 -0.0015     -0.1365    ]","[-0.09249486  0.17675692  0.17349168 ...,  0.39156084 -0.00299998 -0.161     ]","[ 0.120925   -0.15633803 -0.1784544  ..., -0.33117967  0.006      -0.18      ]"
"[ 0.11165538  0.04387576  0.01015863 ...,  0.39901493  0.0055     -0.1515    ]","[-0.10422799  0.25606084 -0.04637622 ..., -0.46217694 -0.005      -0.134     ]","[-0.11701775  0.12046961 -0.02949282 ...,  0.41837688 -0.003      -0.135     ]","[-0.09599485  0.17325692  0.17699168 ...,  0.3900609  -0.00349998 -0.1615    ]","[ 0.120425   -0.15583803 -0.17695442 ..., -0.32967967  0.0045     -0.1815    ]"
"[ 0.11115538  0.04337576  0.01065863 ...,  0.40051493  0.007      -0.153     ]","[-0.10322799  0.25606084 -0.04637622 ..., -0.46217694 -0.005      -0.135     ]","[-0.11751775  0.11996961 -0.02899282 ...,  0.41787688 -0.0025     -0.1355    ]","[-0.09549485  0.17375692  0.17649168 ...,  0.3895609  -0.00299998 -0.163     ]","[ 0.118925   -0.15433803 -0.17745441 ..., -0.33117967  0.003      -0.18      ]"
"[ 0.11215538  0.04437576  0.00965863 ...,  0.39951494  0.006      -0.152     ]","[-0.10272799  0.25656084 -0.04587622 ..., -0.46167694 -0.0055     -0.1355    ]","[-0.11951775  0.11796961 -0.02699282 ...,  0.41887687 -0.0025     -0.1335    ]","[-0.09249486  0.17675692  0.17349168 ...,  0.3865609  -0.00099998 -0.165     ]","[ 0.118925   -0.15433803 -0.17745441 ..., -0.33217966  0.002      -0.18      ]"
"[ 0.11265538  0.04487576  0.01015863 ...,  0.39901494  0.0055     -0.1515    ]","[-0.10422799  0.25506084 -0.04737622 ..., -0.46517694 -0.002      -0.138     ]","[-0.12101775  0.11646962 -0.02549282 ...,  0.41737687 -0.001      -0.132     ]","[-0.09399484  0.17525692  0.17499168 ...,  0.3880609  -0.00249998 -0.1645    ]","[ 0.120925   -0.15633803 -0.1774544  ..., -0.33417966  0.003      -0.181     ]"
"[ 0.11165538  0.04387576  0.01115863 ...,  0.40001493  0.0045     -0.1515    ]","[-0.10522799  0.25406084 -0.04837622 ..., -0.46517695 -0.001      -0.14      ]","[-0.11801775  0.11946961 -0.02849282 ...,  0.41537688 -0.001      -0.131     ]","[-0.09549484  0.17375692  0.17649168 ...,  0.3875609  -0.00399998 -0.166     ]","[  1.23925004e-01  -1.59338030e-01  -1.79454391e-01 ...,  -3.32179664e-01
   4.06553201e-09  -1.84000000e-01]"
"[ 0.11115538  0.04337576  0.01165863 ...,  0.40151493  0.006      -0.152     ]","[-0.10422799  0.25506084 -0.04737622 ..., -0.46317695 -0.004      -0.143     ]","[ -1.19017752e-01   1.18469615e-01  -2.74928231e-02 ...,   4.14376876e-01
  -1.39503675e-09  -1.32000000e-01]","[-0.09549484  0.17375692  0.17649168 ...,  0.3865609  -0.00499998 -0.167     ]","[ 0.126425   -0.16183803 -0.17795439 ..., -0.32967966  0.0005     -0.1865    ]"
"[ 0.11065538  0.04287576  0.01215863 ...,  0.40301493  0.0075     -0.1505    ]","[-0.10422799  0.25506084 -0.04737622 ..., -0.46517695 -0.003      -0.145     ]","[-0.11951775  0.11796961 -0.02699282 ...,  0.41387688  0.0005     -0.1325    ]","[-0.09649484  0.17275692  0.17749168 ...,  0.3865609  -0.00399998 -0.165     ]","[ 0.123425   -0.15883803 -0.17495439 ..., -0.32967966 -0.0005     -0.1855    ]"
"[ 0.11315538  0.04537576  0.00965863 ...,  0.40351493  0.005      -0.153     ]","[-0.10472799  0.25456084 -0.04787622 ..., -0.46867695  0.0005     -0.1485    ]","[-0.12101775  0.11646962 -0.02549282 ...,  0.41437688 -0.001      -0.132     ]","[ -9.24948425e-02   1.76756917e-01   1.73491684e-01 ...,   3.82560897e-01
   1.77752862e-08  -1.68999999e-01]","[  1.21925004e-01  -1.57338030e-01  -1.74454397e-01 ...,  -3.28179664e-01
   3.64526398e-09  -1.87000000e-01]"
"[ 0.11615538  0.04837576  0.00665863 ...,  0.40651493  0.002      -0.156     ]","[-0.10422799  0.25506084 -0.04737622 ..., -0.46817695  0.001      -0.149     ]","[-0.12051775  0.11696961 -0.02599282 ...,  0.41287688 -0.0025     -0.1315    ]","[-0.09099484  0.17825692  0.17199168 ...,  0.3810609   0.00150002 -0.1705    ]","[ 0.121925   -0.15733803 -0.17145443 ..., -0.32417966  0.001      -0.186     ]"
"[ 0.11515538  0.04737576  0.00765863 ...,  0.40951493  0.003      -0.159     ]","[-0.10422799  0.25506084 -0.04537622 ..., -0.47017695 -0.001      -0.147     ]","[-0.12051775  0.11696961 -0.02599282 ...,  0.41387688 -0.0035     -0.1315    ]","[-0.08949485  0.17675692  0.17349168 ...,  0.3825609   0.00200002 -0.172     ]","[  1.23925001e-01  -1.58338030e-01  -1.69454434e-01 ...,  -3.25179664e-01
   3.66386078e-09  -1.86000000e-01]"
"[ 0.11465538  0.04687576  0.00815863 ...,  0.40901493  0.0035     -0.1595    ]","[-0.10372799  0.25456084 -0.04487622 ..., -0.47067695 -0.0005     -0.1465    ]","[-0.12101775  0.11646962 -0.02549282 ...,  0.41337688 -0.004      -0.133     ]","[-0.08799486  0.17525692  0.17499168 ...,  0.3840609   0.00150002 -0.1735    ]","[ 0.127425   -0.16083803 -0.16595444 ..., -0.32567966 -0.00149999 -0.1865    ]"
"[ 0.11615538  0.04937576  0.00665863 ...,  0.40451493  0.001      -0.163     ]","[-0.10922799  0.24906084 -0.05037622 ..., -0.47017695  0.005      -0.146     ]","[-0.12251775  0.11496962 -0.02399282 ...,  0.41187688 -0.0055     -0.1325    ]","[-0.08849482  0.17275692  0.17749168 ...,  0.3825609   0.00300002 -0.174     ]","[ 0.124925   -0.15833803 -0.16345444 ..., -0.32417966 -0.00299999 -0.189     ]"
"[ 0.11615538  0.04937576  0.00665864 ...,  0.40351493 -0.001      -0.165     ]","[-0.11022799  0.24806084 -0.05137621 ..., -0.46917695  0.004      -0.145     ]","[-0.12001775  0.11746962 -0.02649282 ...,  0.41437688 -0.003      -0.135     ]","[-0.08749482  0.17075692  0.17949168 ...,  0.3815609   0.00300002 -0.173     ]","[ 0.123425   -0.15683803 -0.16195444 ..., -0.32467966 -0.00349999 -0.1905    ]"
"[ 0.11465538  0.04787576  0.00815864 ...,  0.40201493  0.0005     -0.1655    ]","[-0.11022799  0.24806084 -0.05137621 ..., -0.46917695  0.003      -0.145     ]","[ -1.17017752e-01   1.20469615e-01  -2.94928233e-02 ...,   4.17376876e-01
  -5.66250281e-10  -1.37000000e-01]","[-0.08799482  0.17225692  0.17799168 ...,  0.3790609   0.00550002 -0.1755    ]","[ 0.124925   -0.15833803 -0.16345443 ..., -0.32517966 -0.00499999 -0.188     ]"
"[ 0.11415538  0.04737576  0.00865863 ...,  0.40151495  0.002      -0.166     ]","[-0.10722799  0.25106084 -0.04837621 ..., -0.46817695 -0.001      -0.147     ]","[-0.11901775  0.11846962 -0.02749282 ...,  0.42037688 -0.002      -0.14      ]","[-0.08549482  0.17175692  0.17849168 ...,  0.3815609   0.00300002 -0.178     ]","[ 0.123425   -0.15683803 -0.16195444 ..., -0.32467966 -0.00549999 -0.1875    ]"
"[ 0.11265538  0.04587576  0.01015863 ...,  0.40201495  0.0035     -0.1645    ]","[-0.10672799  0.25056084 -0.04887621 ..., -0.46767695 -0.0015     -0.1475    ]","[-0.12151775  0.11596962 -0.02499282 ...,  0.42287688 -0.0025     -0.1425    ]","[-0.08249482  0.16975692  0.18049168 ...,  0.3845609   0.00200002 -0.181     ]","[ 0.123925   -0.15733803 -0.16245445 ..., -0.32417966 -0.00299999 -0.19      ]"
"[ 0.11115538  0.04437576  0.01165863 ...,  0.40151495  0.003      -0.165     ]","[-0.10522799  0.25206084 -0.04737621 ..., -0.46817694 -0.003      -0.149     ]","[-0.12301775  0.11446962 -0.02349282 ...,  0.42137688 -0.004      -0.144     ]","[-0.07949482  0.17175692  0.17749168 ...,  0.3825609  -0.00099998 -0.181     ]","[ 0.123925   -0.15733803 -0.16245445 ..., -0.32517966 -0.00099999 -0.193     ]"
"[ 0.11315538  0.04637576  0.00965863 ...,  0.39951495  0.005      -0.164     ]","[-0.10272799  0.25456084 -0.04487622 ..., -0.46667694 -0.0045     -0.1515    ]","[-0.12601775  0.11146962 -0.02049282 ...,  0.41837688 -0.002      -0.147     ]","[-0.08049482  0.17275692  0.17649168 ...,  0.3815609  -0.00199998 -0.18      ]","[ 0.120925   -0.15433803 -0.15945445 ..., -0.32617966 -0.00199999 -0.196     ]"
