policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[  7.01553291e-02   8.93757235e-02  -3.43414240e-02 ...,   3.77514904e-01
  -5.79294384e-09  -1.00000000e-01]","[-0.1532279   0.22906082 -0.04937623 ..., -0.48817696 -0.006      -0.015     ]","[-0.09301779  0.17846957 -0.05549283 ...,  0.37137687 -0.015      -0.031     ]","[-0.03899665  0.2262569   0.10699168 ...,  0.39606083  0.0015     -0.0405    ]","[ 0.15692469 -0.19733805 -0.18345438 ..., -0.29217967  0.001      -0.04700001]"
"[ 0.07115533  0.09037572 -0.03334143 ...,  0.3775149   0.00099999 -0.102     ]","[-0.1522279   0.23006082 -0.05037623 ..., -0.48817696 -0.007      -0.014     ]","[-0.09351779  0.17896957 -0.05499283 ...,  0.37087687 -0.0155     -0.0305    ]","[-0.04049665  0.2247569   0.10849168 ...,  0.39756083  0.003      -0.042     ]","[  1.56924693e-01  -1.97338046e-01  -1.83454379e-01 ...,  -2.94179669e-01
  -4.72562782e-09  -4.30000052e-02]"
"[ 0.07165533  0.08987572 -0.03384143 ...,  0.3770149   0.00049999 -0.1015    ]","[-0.1522279   0.23006082 -0.05037623 ..., -0.48717696 -0.006      -0.014     ]","[-0.09601778  0.17846941 -0.05249284 ...,  0.36837688 -0.01300001 -0.028     ]","[-0.04099665  0.2242569   0.10899168 ...,  0.39806083  0.0025     -0.0425    ]","[ 0.15642469 -0.19683805 -0.18295438 ..., -0.29267967 -0.0015     -0.04350001]"
"[ 0.07065533  0.08887572 -0.03284143 ...,  0.3770149   0.00249999 -0.1025    ]","[-0.1522279   0.23006082 -0.05037623 ..., -0.48817696 -0.005      -0.017     ]","[-0.09901776  0.1774693  -0.04949285 ...,  0.36537687 -0.00900001 -0.03      ]","[-0.04299665  0.2222569   0.11099168 ...,  0.39806083  0.0035     -0.0445    ]","[ 0.15692469 -0.19733805 -0.18345438 ..., -0.29417967 -0.002      -0.04500001]"
"[ 0.06915533  0.08737572 -0.03234143 ...,  0.3755149   0.00299999 -0.103     ]","[-0.1512279   0.23106082 -0.05137623 ..., -0.48917696 -0.003      -0.015     ]","[-0.10201776  0.18046924 -0.04649285 ...,  0.36537686 -0.00800001 -0.031     ]","[-0.04149665  0.2237569   0.10949168 ...,  0.39956083  0.003      -0.045     ]","[ 0.15592469 -0.19633805 -0.18245438 ..., -0.29517967 -0.002      -0.04600001]"
"[ 0.06965533  0.08787572 -0.03284143 ...,  0.3740149   0.00149999 -0.1025    ]","[-0.1542279   0.22706082 -0.04837623 ..., -0.48817696 -0.001      -0.016     ]","[-0.10501774  0.18346729 -0.04349287 ...,  0.36237687 -0.00500001 -0.028     ]","[-0.03999665  0.2252569   0.10799168 ...,  0.39906083  0.0015     -0.0465    ]","[ 0.15542469 -0.19583805 -0.18195438 ..., -0.29567967 -0.0025     -0.04550001]"
"[ 0.06765533  0.08587572 -0.03084143 ...,  0.3740149   0.00249999 -0.1035    ]","[-0.1537279   0.22656082 -0.04787623 ..., -0.48667696 -0.0005     -0.0165    ]","[-0.10751774  0.18596729 -0.04099287 ...,  0.36487686 -0.00450001 -0.0255    ]","[-0.03949665  0.2257569   0.10749168 ...,  0.39756083  0.001      -0.047     ]","[ 0.15542469 -0.19583805 -0.18195438 ..., -0.29567967 -0.0025     -0.04450001]"
"[ 0.06815533  0.08637572 -0.03134143 ...,  0.3745149   0.00199999 -0.102     ]","[-0.1517279   0.22856082 -0.04987623 ..., -0.48767696 -0.0025     -0.0175    ]","[-0.10851774  0.18696729 -0.03999287 ...,  0.36687686 -0.00250001 -0.0275    ]","[-0.04099665  0.2242569   0.10799168 ...,  0.39806083  0.0005     -0.0455    ]","[ 0.15442469 -0.19483805 -0.18095438 ..., -0.29767967  0.0005     -0.04450001]"
"[ 0.07015533  0.08737572 -0.03334143 ...,  0.3735149   0.00099999 -0.1       ]","[-0.1502279   0.23006082 -0.05137623 ..., -0.48717696 -0.003      -0.019     ]","[-0.11001774  0.18846729 -0.03849287 ...,  0.36837686 -0.00100001 -0.026     ]","[-0.04049665  0.2247569   0.10749168 ...,  0.39756083  0.002      -0.044     ]","[  1.52924693e-01  -1.93338046e-01  -1.79454379e-01 ...,  -2.97179669e-01
  -4.72438281e-09  -4.60000052e-02]"
"[ 0.06965533  0.08687572 -0.03284143 ...,  0.3730149   0.00149999 -0.1005    ]","[-0.1482279   0.23206082 -0.05337623 ..., -0.48717696 -0.004      -0.021     ]","[-0.11301774  0.19146729 -0.03549287 ...,  0.37037686  0.00299999 -0.025     ]","[-0.04149665  0.2237569   0.10849168 ...,  0.39856083  0.001      -0.045     ]","[ 0.15142469 -0.19183805 -0.17795438 ..., -0.29567967  0.0015     -0.04750001]"
"[  7.11553288e-02   8.83757235e-02  -3.43414285e-02 ...,   3.73514904e-01
  -5.79746841e-09  -1.01000000e-01]","[-0.1472279   0.23206082 -0.05337623 ..., -0.48417696 -0.007      -0.021     ]","[-0.11201774  0.18946729 -0.03649287 ...,  0.37437686  0.00599999 -0.029     ]","[-0.04199665  0.2232569   0.10899168 ...,  0.39806083  0.0015     -0.0445    ]","[ 0.15292469 -0.19333805 -0.17945438 ..., -0.29517967  0.003      -0.04800001]"
"[  7.51553288e-02   9.23757235e-02  -3.83414284e-02 ...,   3.74514904e-01
  -5.79816731e-09  -9.80000001e-02]","[-0.1462279   0.23306082 -0.05437623 ..., -0.48617696 -0.012      -0.023     ]","[-0.10901774  0.18646729 -0.04049287 ...,  0.37537686  0.00499999 -0.031     ]","[-0.04399665  0.2212569   0.11099168 ...,  0.40006083  0.0035     -0.0415    ]","[ 0.15192469 -0.19233805 -0.17845438 ..., -0.29417967  0.004      -0.04700001]"
"[ 0.07565533  0.09287572 -0.03884143 ...,  0.3760149  -0.00050001 -0.0995    ]","[-0.1472279   0.23206082 -0.05337623 ..., -0.48717696 -0.016      -0.024     ]","[-0.10701774  0.18446729 -0.04249287 ...,  0.37737686  0.00599999 -0.03      ]","[-0.04549665  0.2197569   0.11249168 ...,  0.40056083  0.002      -0.041     ]","[ 0.15142469 -0.19183805 -0.17795438 ..., -0.29367967  0.0045     -0.04750001]"
"[  7.51553288e-02   9.23757235e-02  -3.83414285e-02 ...,   3.77514904e-01
  -5.79810213e-09  -9.90000001e-02]","[-0.1462279   0.23306082 -0.05437623 ..., -0.48517696 -0.018      -0.026     ]","[-0.10501774  0.18246729 -0.04449287 ...,  0.37937686  0.00499999 -0.03      ]","[-0.04649665  0.2177569   0.11349168 ...,  0.40256083  0.001      -0.042     ]","[ 0.15242469 -0.19283805 -0.17895438 ..., -0.29467967  0.0035     -0.04850001]"
"[ 0.07615533  0.09337572 -0.03934143 ...,  0.3765149  -0.00100001 -0.1       ]","[-0.1482279   0.23106082 -0.05237623 ..., -0.48517696 -0.016      -0.028     ]","[-0.10301774  0.18046729 -0.04749287 ...,  0.37737686  0.00299999 -0.029     ]","[-0.04749665  0.2167569   0.11449168 ...,  0.40256083  0.001      -0.042     ]","[ 0.14992469 -0.19033805 -0.17645438 ..., -0.29417967  0.006      -0.05000001]"
"[  7.71553284e-02   9.43757235e-02  -4.03414285e-02 ...,   3.73514904e-01
  -5.81199075e-09  -1.00000000e-01]","[-0.1512279   0.22706082 -0.04937623 ..., -0.48517696 -0.015      -0.033     ]","[-0.10201774  0.17946729 -0.04849287 ...,  0.37637686  0.00199999 -0.028     ]","[-0.04799665  0.2162569   0.11499168 ...,  0.40206083  0.0015     -0.0415    ]","[ 0.14892469 -0.18933805 -0.17545438 ..., -0.29317967  0.007      -0.05200001]"
"[  7.71553284e-02   9.53757231e-02  -4.13414285e-02 ...,   3.73514904e-01
  -5.81182565e-09  -1.02000000e-01]","[-0.1532279   0.22306082 -0.04537623 ..., -0.48617696 -0.014      -0.037     ]","[-0.10251774  0.17996729 -0.04799287 ...,  0.37687686  0.00249999 -0.0275    ]","[-0.04899665  0.2152569   0.11599168 ...,  0.40106083  0.0025     -0.0435    ]","[ 0.14792469 -0.18833805 -0.17445438 ..., -0.29417967  0.008      -0.05100001]"
"[ 0.07665533  0.09487572 -0.04084143 ...,  0.3740149   0.00049999 -0.1015    ]","[-0.1542279   0.21806082 -0.04137623 ..., -0.48817696 -0.012      -0.04      ]","[-0.10101774  0.17746729 -0.04949287 ...,  0.37737686  0.00099999 -0.03      ]","[-0.05099665  0.2132569   0.11799168 ...,  0.40306083  0.0035     -0.0415    ]","[ 0.14842469 -0.18883805 -0.17495438 ..., -0.29367967  0.0085     -0.05150001]"
"[ 0.07615533  0.09437572 -0.04034143 ...,  0.3715149   0.00099999 -0.1       ]","[-0.1562279   0.21306082 -0.03637623 ..., -0.48617696 -0.012      -0.04      ]","[-0.10101774  0.17746729 -0.04949287 ...,  0.38037686  0.00199999 -0.032     ]","[-0.05149665  0.2127569   0.11849168 ...,  0.40356083  0.003      -0.04      ]","[ 0.15092469 -0.19133805 -0.17745438 ..., -0.29217967  0.007      -0.04700001]"
"[ 0.07615533  0.09437572 -0.04034143 ...,  0.3705149   0.00099999 -0.1       ]","[-0.1577279   0.20956082 -0.03287623 ..., -0.48767696 -0.0105     -0.0415    ]","[-0.10051774  0.17796729 -0.04999287 ...,  0.38087686  0.00049999 -0.0325    ]","[-0.05099665  0.2132569   0.11799168 ...,  0.40306083  0.0035     -0.0395    ]","[ 0.15492469 -0.19433805 -0.18145438 ..., -0.29117967  0.01       -0.04800001]"
"[ 0.07565533  0.09387572 -0.03984143 ...,  0.3720149   0.00149999 -0.1005    ]","[-0.1562279   0.21106082 -0.03437623 ..., -0.48917696 -0.011      -0.044     ]","[-0.09901774  0.17646729 -0.05149287 ...,  0.38137686  0.00199999 -0.032     ]","[-0.04849665  0.2157569   0.11549168 ...,  0.40256083  0.003      -0.041     ]","[ 0.15592469 -0.19533805 -0.18245438 ..., -0.29317967  0.009      -0.04300001]"
"[ 0.07665533  0.09487572 -0.04184143 ...,  0.3710149  -0.00050001 -0.1005    ]","[-0.1567279   0.21056082 -0.03387623 ..., -0.48967696 -0.0105     -0.0435    ]","[-0.09751774  0.17496729 -0.05299287 ...,  0.38187686  0.00349999 -0.0335    ]","[ -4.44966545e-02   2.19756899e-01   1.11491681e-01 ...,   3.98560831e-01
   4.20856768e-10  -4.39999952e-02]","[ 0.16092469 -0.20033805 -0.18745438 ..., -0.29217967  0.008      -0.04300001]"
"[ 0.07715533  0.09537572 -0.04234143 ...,  0.3735149   0.00099999 -0.103     ]","[-0.1562279   0.21106082 -0.03437623 ..., -0.49017696 -0.009      -0.043     ]","[-0.09801774  0.17646729 -0.05249287 ...,  0.38237686  0.00199999 -0.033     ]","[ -4.44966545e-02   2.19756899e-01   1.11491681e-01 ...,   3.99560831e-01
   4.20952691e-10  -4.49999952e-02]","[ 0.16592469 -0.20533805 -0.19245438 ..., -0.29317967  0.007      -0.04100001]"
"[  7.81553284e-02   9.63757230e-02  -4.33414280e-02 ...,   3.72514904e-01
  -5.81167713e-09  -1.03000000e-01]","[-0.1552279   0.21206082 -0.03537623 ..., -0.49217696 -0.00800017 -0.044     ]","[-0.09901774  0.17746729 -0.05149287 ...,  0.38137686  0.00099999 -0.034     ]","[-0.04699665  0.2172569   0.11399168 ...,  0.40006083 -0.0005     -0.0475    ]","[ 0.16492469 -0.20433805 -0.19145438 ..., -0.29217967  0.006      -0.04200001]"
"[ 0.07965533  0.09587572 -0.04484142 ...,  0.3720149   0.00049999 -0.1045    ]","[-0.1542279   0.21306082 -0.03637623 ..., -0.49217696 -0.01000017 -0.045     ]","[-0.09801774  0.17446729 -0.05249287 ...,  0.38137686  0.00199999 -0.032     ]","[-0.04549665  0.2187569   0.11249168 ...,  0.39856083 -0.002      -0.046     ]","[ 0.16542469 -0.20483805 -0.19195438 ..., -0.29167967  0.0055     -0.04250001]"
"[ 0.07865533  0.09487572 -0.04384142 ...,  0.3710149   0.00049999 -0.1055    ]","[-0.1527279   0.21456082 -0.03787623 ..., -0.49367696 -0.01050017 -0.0435    ]","[-0.10001774  0.17746729 -0.05049287 ...,  0.38237686 -0.00200001 -0.033     ]","[-0.04399665  0.2202569   0.11099168 ...,  0.39706083 -0.0035     -0.0475    ]","[ 0.16442469 -0.20383805 -0.19095438 ..., -0.29367967  0.0045     -0.04350001]"
"[ 0.07765533  0.09387572 -0.04284142 ...,  0.3730149   0.00149999 -0.1075    ]","[-0.1532279   0.21406082 -0.03737623 ..., -0.49217696 -0.01100017 -0.044     ]","[-0.09951774  0.17696729 -0.05099287 ...,  0.38287686 -0.00150001 -0.0335    ]","[-0.04349666  0.2207569   0.11049168 ...,  0.39856083 -0.005      -0.045     ]","[ 0.16292469 -0.20233805 -0.18945438 ..., -0.29217967  0.003      -0.04200001]"
"[ 0.07915533  0.09537572 -0.04434142 ...,  0.3735149   0.00199999 -0.108     ]","[-0.1537279   0.21356082 -0.03687623 ..., -0.49267696 -0.01150017 -0.0445    ]","[-0.10001774  0.17746729 -0.05249287 ...,  0.38437686 -0.00100001
 -0.03499998]","[-0.04349666  0.2207569   0.11049168 ...,  0.39956083 -0.007      -0.043     ]","[ 0.16092469 -0.20033805 -0.18745438 ..., -0.29317967  0.003      -0.04400001]"
"[ 0.07815533  0.09437572 -0.04234142 ...,  0.3725149   0.00399999 -0.109     ]","[-0.1532279   0.21406082 -0.03737623 ..., -0.49417696 -0.01200017 -0.043     ]","[ -9.90177403e-02   1.76467289e-01  -5.44928682e-02 ...,   3.84376865e-01
  -6.04622436e-09  -3.69999815e-02]","[-0.04549666  0.2187569   0.11249168 ...,  0.39856083 -0.009      -0.045     ]","[ 0.16242469 -0.20183805 -0.18895438 ..., -0.29467967  0.0015     -0.04350001]"
"[ 0.07765533  0.09387572 -0.04184142 ...,  0.3730149   0.00449999 -0.1095    ]","[-0.1537279   0.21356082 -0.03687623 ..., -0.49567696 -0.01150017 -0.0435    ]","[-0.09851774  0.17796729 -0.05499287 ...,  0.38487686  0.00049999
 -0.03749998]","[-0.04599666  0.2182569   0.11299168 ...,  0.39806083 -0.0095     -0.0455    ]","[ 0.16092469 -0.20033805 -0.18745438 ..., -0.29417967  0.003      -0.04400001]"
"[ 0.07815533  0.09437572 -0.04234142 ...,  0.3735149   0.00599999 -0.111     ]","[-0.1547279   0.21256082 -0.03587623 ..., -0.49767696 -0.01250017 -0.0435    ]","[-0.10001774  0.17646729 -0.05349287 ...,  0.38437686 -0.00200001
 -0.03999998]","[-0.04499666  0.2192569   0.11199168 ...,  0.39606083 -0.0085     -0.0455    ]","[ 0.15992469 -0.19933805 -0.18645438 ..., -0.29517967  0.001      -0.04300001]"
"[ 0.07415533  0.09037572 -0.03834142 ...,  0.3715149   0.00899999 -0.113     ]","[-0.1542279   0.21306082 -0.03637623 ..., -0.49817696 -0.01300017 -0.045     ]","[-0.10101774  0.17546729 -0.05249287 ...,  0.38437686 -0.00300001
 -0.03999998]","[-0.04249666  0.2217569   0.10949168 ...,  0.39556083 -0.006      -0.048     ]","[ 0.15842469 -0.19783805 -0.18495438 ..., -0.29567967  0.0005     -0.04250001]"
"[ 0.07715533  0.09337572 -0.04134142 ...,  0.3685149   0.00699999 -0.112     ]","[-0.1532279   0.21406082 -0.03737623 ..., -0.49617696 -0.01300017 -0.043     ]","[-0.10101774  0.17646729 -0.05249287 ...,  0.38637686 -0.00200001
 -0.04099998]","[-0.04349666  0.2207569   0.11049168 ...,  0.39456083 -0.005      -0.047     ]","[ 0.15792469 -0.19733805 -0.18445438 ..., -0.29717967  0.001      -0.04400001]"
"[ 0.07615533  0.09137572 -0.04134142 ...,  0.3675149   0.00999999 -0.113     ]","[-0.1532279   0.21406082 -0.03737623 ..., -0.49617696 -0.01300017 -0.043     ]","[-0.09901774  0.17746729 -0.05349287 ...,  0.38437686 -0.00300001
 -0.04099998]","[-0.04349666  0.2207569   0.11049168 ...,  0.39456083 -0.005      -0.046     ]","[ 0.16092469 -0.20033805 -0.18745438 ..., -0.29717967  0.002      -0.04300001]"
"[ 0.07315533  0.08837572 -0.03834142 ...,  0.3675149   0.01399999 -0.111     ]","[-0.1537279   0.21356082 -0.03687623 ..., -0.49467696 -0.01250017 -0.0435    ]","[-0.09501774  0.17946729 -0.05749287 ...,  0.38237686 -0.00200001
 -0.04299998]","[-0.04349666  0.2207569   0.11049168 ...,  0.39256083 -0.004      -0.046     ]","[ 0.15992469 -0.19933805 -0.18645438 ..., -0.29617967  0.002      -0.04100001]"
"[ 0.07215533  0.08737572 -0.03734142 ...,  0.3665149   0.01299999 -0.11      ]","[-0.1527279   0.21456082 -0.03787623 ..., -0.49367696 -0.01450017 -0.0425    ]","[-0.09001774  0.18246729 -0.06249287 ...,  0.38037686  0.00199999
 -0.04699998]","[-0.04249666  0.2217569   0.10949168 ...,  0.39156083 -0.005      -0.047     ]","[ 0.15892469 -0.19833805 -0.18545438 ..., -0.29517967  0.003      -0.03700001]"
"[ 0.07265533  0.08787572 -0.03784142 ...,  0.3670149   0.01249999 -0.1095    ]","[-0.1542279   0.21406082 -0.03737623 ..., -0.49517696 -0.01400017 -0.041     ]","[-0.08501774  0.18646729 -0.06749287 ...,  0.37937686  0.00599999
 -0.04899998]","[-0.04299666  0.2212569   0.10999168 ...,  0.39106083 -0.0055     -0.0475    ]","[ 0.15992469 -0.19933805 -0.18645438 ..., -0.29617967  0.003      -0.03700001]"
"[ 0.07265533  0.08787572 -0.03784142 ...,  0.3650149   0.01249999 -0.1095    ]","[-0.1532279   0.21506082 -0.03837623 ..., -0.49617696 -0.01300017 -0.04      ]","[-0.08001774  0.18946729 -0.07249287 ...,  0.38237686  0.01099999
 -0.05399998]","[-0.04099666  0.2232569   0.10799168 ...,  0.39206083 -0.0045     -0.0465    ]","[ 0.15942469 -0.19883805 -0.18595438 ..., -0.29667967  0.0025     -0.03850001]"
"[ 0.07115533  0.08737572 -0.03634142 ...,  0.3655149   0.01299999 -0.111     ]","[-0.1542279   0.21406082 -0.03737623 ..., -0.49517696 -0.01300017 -0.041     ]","[-0.07851774  0.18896729 -0.07399287 ...,  0.38287686  0.01249999
 -0.05549998]","[-0.04249666  0.2217569   0.10949168 ...,  0.39356083 -0.003      -0.047     ]","[ 0.16042469 -0.19983805 -0.18695438 ..., -0.29667967  0.0025     -0.03850001]"
"[ 0.07165533  0.08687572 -0.03684142 ...,  0.3670149   0.01349999 -0.1095    ]","[-0.1512279   0.21706082 -0.04037623 ..., -0.49517696 -0.01300017 -0.042     ]","[-0.08051774  0.18696729 -0.07199287 ...,  0.38487686  0.01349999
 -0.05549998]","[-0.04549666  0.2187569   0.11249168 ...,  0.39456083 -0.005      -0.048     ]","[ 0.15992469 -0.19933805 -0.18645438 ..., -0.29617967  0.002      -0.04000001]"
"[ 0.07115533  0.08637572 -0.03634142 ...,  0.3685149   0.01199999 -0.111     ]","[-0.1482279   0.22006082 -0.04337623 ..., -0.49617696 -0.01100017 -0.041     ]","[-0.08301774  0.18446729 -0.06949287 ...,  0.38537686  0.01199999
 -0.05799998]","[-0.04499666  0.2182569   0.11199168 ...,  0.39406083 -0.0055     -0.0485    ]","[ 0.15992469 -0.19933805 -0.18645438 ..., -0.29617967  0.001      -0.04100001]"
"[ 0.07215533  0.08737572 -0.03734142 ...,  0.3675149   0.01099999 -0.112     ]","[-0.1457279   0.22256082 -0.04687623 ..., -0.49567696 -0.01050017 -0.0385    ]","[-0.08351774  0.18396729 -0.06899287 ...,  0.38687686  0.01349999
 -0.05849998]","[-0.04349666  0.2197569   0.11049168 ...,  0.39256083 -0.006      -0.047     ]","[  1.58924693e-01  -1.98338046e-01  -1.85454379e-01 ...,  -2.97179669e-01
  -4.70032871e-09  -4.20000052e-02]"
"[ 0.07165533  0.08687572 -0.03684142 ...,  0.3660149   0.01249999 -0.1135    ]","[-0.1472279   0.22106082 -0.04537623 ..., -0.49417696 -0.01000017 -0.039     ]","[-0.08401774  0.18346729 -0.06849287 ...,  0.38737686  0.01399999
 -0.05999998]","[-0.04199666  0.2212569   0.11099168 ...,  0.39206083 -0.0065     -0.0485    ]","[ 0.15792469 -0.19733805 -0.18545438 ..., -0.29617967 -0.001      -0.04400001]"
"[ 0.07465533  0.08987572 -0.03984142 ...,  0.3640149   0.01249999 -0.1125    ]","[-0.1462279   0.22206082 -0.04637623 ..., -0.49517696 -0.01100017 -0.04      ]","[-0.08501774  0.18246729 -0.06749287 ...,  0.38837686  0.01299999
 -0.06099998]","[-0.04149666  0.2217569   0.11049168 ...,  0.39256083 -0.005      -0.05      ]","[ 0.15742469 -0.19683805 -0.18495438 ..., -0.29567967 -0.0005     -0.04350001]"
"[ 0.07415533  0.08937572 -0.03934142 ...,  0.3635149   0.01299999 -0.113     ]","[-0.1442279   0.22406082 -0.04837623 ..., -0.49517696 -0.01300017 -0.042     ]","[-0.08401774  0.18346729 -0.06849287 ...,  0.38837686  0.01299999
 -0.06199998]","[-0.04099666  0.2222569   0.10999168 ...,  0.39306083 -0.0045     -0.0495    ]","[ 0.15542469 -0.19483805 -0.18295438 ..., -0.29867967 -0.0015     -0.04250001]"
"[ 0.07415533  0.08837572 -0.03834142 ...,  0.3645149   0.01299999 -0.116     ]","[-0.1472279   0.22106082 -0.04537623 ..., -0.49517696 -0.01300017 -0.04      ]","[-0.08551774  0.18196729 -0.06699287 ...,  0.38887686  0.01149999
 -0.06249998]","[-0.04149666  0.2217569   0.11049168 ...,  0.39456083 -0.004      -0.051     ]","[ 0.15392469 -0.19333805 -0.18145438 ..., -0.29817967 -0.001      -0.04400001]"
"[ 0.07315533  0.08737572 -0.03734142 ...,  0.3635149   0.01399999 -0.118     ]","[-0.1477279   0.22056082 -0.04487623 ..., -0.49467696 -0.01350017 -0.0405    ]","[-0.08701774  0.18046729 -0.06549287 ...,  0.39037686  0.01199999
 -0.06299998]","[-0.03999666  0.2232569   0.10899168 ...,  0.39506083 -0.0055     -0.0515    ]","[ 0.15342469 -0.19283805 -0.18095438 ..., -0.29867967 -0.0015     -0.04450001]"
"[ 0.07365533  0.08787572 -0.03884142 ...,  0.3630149   0.01349999 -0.1195    ]","[-0.1457279   0.22256082 -0.04687623 ..., -0.49567696 -0.01450017 -0.0435    ]","[-0.08751774  0.17996729 -0.06499287 ...,  0.39087686  0.01249999
 -0.06349998]","[-0.03949666  0.2237569   0.10849168 ...,  0.39556083 -0.005      -0.051     ]","[  1.52924693e-01  -1.92338046e-01  -1.80454379e-01 ...,  -3.00179669e-01
  -4.70926017e-09  -4.60000052e-02]"
"[ 0.07415533  0.08837572 -0.03934142 ...,  0.3625149   0.01299999 -0.119     ]","[-0.1477279   0.22056082 -0.04487623 ..., -0.49767696 -0.01450017 -0.0445    ]","[-0.08901774  0.17746729 -0.06349287 ...,  0.38937686  0.01399999
 -0.05999998]","[-0.03849666  0.2247569   0.10749168 ...,  0.39556083 -0.004      -0.051     ]","[ 0.15192469 -0.19133805 -0.17945438 ..., -0.30117967  0.001      -0.04700001]"
"[ 0.07265533  0.08687572 -0.03784142 ...,  0.3620149   0.01449999 -0.1205    ]","[-0.1462279   0.22206082 -0.04637623 ..., -0.49717696 -0.01600017 -0.042     ]","[-0.08801774  0.17846729 -0.06449287 ...,  0.38837686  0.01399999
 -0.05699998]","[-0.03799666  0.2252569   0.10699168 ...,  0.39606083 -0.0035     -0.0505    ]","[ 0.15092469 -0.19033805 -0.17845438 ..., -0.30017967  0.001      -0.04600001]"
"[ 0.07315533  0.08737572 -0.03834142 ...,  0.3635149   0.01399999 -0.122     ]","[-0.1472279   0.22106082 -0.04537623 ..., -0.49817696 -0.01500017 -0.042     ]","[-0.08701774  0.17946729 -0.06549287 ...,  0.38837686  0.01299999
 -0.05899998]","[-0.03649666  0.2267569   0.10549168 ...,  0.39556083 -0.003      -0.052     ]","[ 0.15042469 -0.18983805 -0.17795438 ..., -0.29967967  0.0005     -0.04550001]"
"[ 0.07415533  0.08837572 -0.03934142 ...,  0.3645149   0.01299999 -0.123     ]","[-0.1487279   0.21956082 -0.04387623 ..., -0.49967696 -0.01650017 -0.0405    ]","[-0.08601774  0.18046729 -0.06649287 ...,  0.38737686  0.01199999
 -0.06099998]","[-0.03699666  0.2272569   0.10499168 ...,  0.39706083 -0.0045     -0.0525    ]","[ 0.14992469 -0.18933805 -0.17745438 ..., -0.29917967  0.002      -0.04700001]"
"[ 0.07365533  0.08787572 -0.03884142 ...,  0.3640149   0.01449999 -0.1235    ]","[-0.1482279   0.22006082 -0.04437623 ..., -0.50117696 -0.01900017 -0.038     ]","[-0.08601774  0.18046729 -0.06649287 ...,  0.38737686  0.01099999
 -0.05999998]","[-0.03599666  0.2282569   0.10399168 ...,  0.39706083 -0.0025     -0.0515    ]","[ 0.14692469 -0.18633805 -0.17445438 ..., -0.30017967 -0.001      -0.04900001]"
"[ 0.07315533  0.08737572 -0.03834142 ...,  0.3655149   0.01499999 -0.124     ]","[-0.1492279   0.21906082 -0.04337623 ..., -0.50117696 -0.02400017 -0.034     ]","[-0.08451774  0.18196729 -0.06799287 ...,  0.38787686  0.00949999
 -0.06049998]","[-0.03649666  0.2277569   0.10449168 ...,  0.39656083 -0.002      -0.05      ]","[  1.47924693e-01  -1.87338046e-01  -1.75454379e-01 ...,  -2.99179669e-01
  -4.70446981e-09  -4.70000052e-02]"
"[ 0.07315533  0.08737572 -0.03834142 ...,  0.3655149   0.01499999 -0.121     ]","[-0.1502279   0.21806082 -0.04237623 ..., -0.50217696 -0.02600017 -0.032     ]","[-0.08701774  0.17946729 -0.06549287 ...,  0.38537686  0.00999999
 -0.06399998]","[-0.03549666  0.2267569   0.10549167 ...,  0.39756083 -0.001      -0.049     ]","[ 0.14642469 -0.18583805 -0.17395438 ..., -0.30067967 -0.0015     -0.04850001]"
"[ 0.07215533  0.08637572 -0.03934142 ...,  0.3645149   0.01599999 -0.12      ]","[-0.1512279   0.21706082 -0.04137623 ..., -0.50017696 -0.02500017 -0.031     ]","[-0.08701774  0.17946729 -0.06549287 ...,  0.38237686  0.00999999
 -0.06699998]","[-0.03599666  0.2262569   0.10599167 ...,  0.39806083 -0.0015     -0.0495    ]","[ 0.14692469 -0.18633805 -0.17445438 ..., -0.29917967 -0.001      -0.04700001]"
"[ 0.07265533  0.08787572 -0.03984142 ...,  0.3650149   0.01549999 -0.1205    ]","[-0.1527279   0.21556082 -0.03987623 ..., -0.49867696 -0.02550017 -0.0315    ]","[-0.09201774  0.17446729 -0.06049287 ...,  0.38237686  0.01099999
 -0.07099998]","[-0.03649666  0.2257569   0.10649167 ...,  0.39856083 -0.002      -0.048     ]","[ 0.14592469 -0.18533805 -0.17345438 ..., -0.30017967 -0.002      -0.04600001]"
"[ 0.07465533  0.08987572 -0.04184142 ...,  0.3640149   0.01349999 -0.1215    ]","[-0.1512279   0.21706082 -0.04137623 ..., -0.49717696 -0.02700017 -0.031     ]","[-0.09601774  0.16946729 -0.05749287 ...,  0.37937686  0.00899999
 -0.07599998]","[-0.03499666  0.2272569   0.10499167 ...,  0.39706083 -0.0015     -0.0465    ]","[ 0.14692469 -0.18633805 -0.17445438 ..., -0.30017967 -0.002      -0.04600001]"
"[ 0.07415533  0.08937572 -0.04034142 ...,  0.3665149   0.01399999 -0.125     ]","[-0.1522279   0.21606082 -0.04037623 ..., -0.49617696 -0.02600017 -0.032     ]","[-0.09951774  0.16596729 -0.05399287 ...,  0.37487686  0.01049999
 -0.08049998]","[-0.03399666  0.2282569   0.10399167 ...,  0.39706083 -0.0015     -0.0465    ]","[ 0.14742469 -0.18683805 -0.17495438 ..., -0.29967967 -0.0015     -0.04450001]"
