policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.0831555   0.07637573  0.00065855 ...,  0.36651491 -0.01       -0.044     ]","[-0.18022795  0.20806078 -0.03337624 ..., -0.50217695  0.016      -0.026     ]","[-0.08201779  0.14846959 -0.06649283 ...,  0.40537688 -0.02       -0.076     ]","[-0.06149666  0.21975691  0.13449168 ...,  0.37056083 -0.02       -0.112     ]","[  1.51924689e-01  -1.85338032e-01  -1.38454404e-01 ...,  -2.87179670e-01
   6.09961281e-11  -4.99999999e-02]"
"[ 0.0826555   0.07587573  0.00115855 ...,  0.36601491 -0.0095     -0.0445    ]","[-0.18322795  0.20506078 -0.03037624 ..., -0.50217695  0.018      -0.029     ]","[-0.08101779  0.14446959 -0.06649283 ...,  0.40637688 -0.019      -0.08      ]","[-0.06099666  0.22025691  0.13399168 ...,  0.37106083 -0.0195     -0.1115    ]","[ 0.14992469 -0.18333803 -0.1374544  ..., -0.28817967  0.001      -0.051     ]"
"[ 0.0821555   0.07437573  0.00265855 ...,  0.36551491 -0.008      -0.046     ]","[-0.18272795  0.20556078 -0.03087624 ..., -0.50167695  0.0195     -0.0295    ]","[-0.07951779  0.14296959 -0.06799283 ...,  0.40687688 -0.0185     -0.0805    ]","[-0.06049666  0.22075691  0.13349168 ...,  0.37156083 -0.017      -0.111     ]","[ 0.15042469 -0.18383803 -0.1389544  ..., -0.28967967  0.0005     -0.0505    ]"
"[ 0.0811555   0.07537573  0.00265855 ...,  0.36451491 -0.007      -0.045     ]","[-0.18422795  0.20406078 -0.02937624 ..., -0.50217695  0.019      -0.031     ]","[-0.07901779  0.14246959 -0.06849283 ...,  0.40637688 -0.018      -0.081     ]","[-0.06149666  0.21975691  0.13449168 ...,  0.37256083 -0.016      -0.11      ]","[ 0.15192469 -0.18533803 -0.1404544  ..., -0.29117967 -0.001      -0.05      ]"
"[ 0.0781555   0.07737573  0.00065855 ...,  0.36351491 -0.004      -0.05      ]","[-0.18222795  0.20606078 -0.03137624 ..., -0.50017695  0.021      -0.034     ]","[-0.08051779  0.14396959 -0.06699283 ...,  0.40687688 -0.0195     -0.0825    ]","[-0.06349666  0.21675691  0.13649168 ...,  0.37356083 -0.016      -0.114     ]","[  1.50924689e-01  -1.84338032e-01  -1.39454404e-01 ...,  -2.92179670e-01
   5.63622561e-11  -4.99999999e-02]"
"[ 0.0761555   0.08037573 -0.00134145 ...,  0.36151491 -0.001      -0.05      ]","[-0.18122795  0.20706078 -0.03237624 ..., -0.50117695  0.022      -0.036     ]","[-0.08001779  0.14346959 -0.06749283 ...,  0.40737688 -0.019      -0.082     ]","[-0.06649666  0.21375691  0.13949168 ...,  0.37556083 -0.012      -0.114     ]","[ 0.15242469 -0.18583803 -0.1409544  ..., -0.29267967 -0.0015     -0.0495    ]"
"[ 0.0731555   0.08137573 -0.00434145 ...,  0.36051491  0.001      -0.05      ]","[-0.18222795  0.20606078 -0.03137624 ..., -0.50017695  0.021      -0.037     ]","[-0.07951779  0.14296959 -0.06799283 ...,  0.40787688 -0.0185     -0.0825    ]","[-0.06849666  0.21175691  0.14149168 ...,  0.37556083 -0.012      -0.113     ]","[ 0.15192469 -0.18533803 -0.1404544  ..., -0.29117967 -0.001      -0.048     ]"
"[ 0.0721555   0.08037573 -0.00534145 ...,  0.36151491  0.002      -0.049     ]","[-0.18322795  0.20506078 -0.03037624 ..., -0.49917695  0.021      -0.041     ]","[-0.07901779  0.14246959 -0.06849283 ...,  0.40937688 -0.018      -0.084     ]","[-0.07049666  0.20975691  0.14349168 ...,  0.37556083 -0.012      -0.113     ]","[ 0.15292469 -0.18633803 -0.1404544  ..., -0.29217967 -0.002      -0.05      ]"
"[ 0.0706555   0.07887573 -0.00684145 ...,  0.35901491  0.0025     -0.0495    ]","[-0.18422795  0.20506078 -0.03037624 ..., -0.49617695  0.023      -0.045     ]","[-0.08101779  0.14346959 -0.06649283 ...,  0.40837688 -0.02       -0.085     ]","[-0.07349666  0.20675691  0.14649168 ...,  0.37756083 -0.013      -0.11      ]","[ 0.15342469 -0.18683803 -0.1399544  ..., -0.29367967 -0.0005     -0.0515    ]"
"[ 0.0726555   0.07987573 -0.00584145 ...,  0.35901491  0.0015     -0.0505    ]","[-0.18372795  0.20556078 -0.03087624 ..., -0.49567695  0.0235     -0.0445    ]","[-0.08001779  0.14246959 -0.06749283 ...,  0.40737688 -0.022      -0.089     ]","[-0.07399666  0.20625691  0.14699168 ...,  0.37806083 -0.0135     -0.1095    ]","[  1.53924689e-01  -1.87338032e-01  -1.38454405e-01 ...,  -2.94179670e-01
   5.32953583e-11  -5.09999999e-02]"
"[ 0.0741555   0.08137573 -0.00434145 ...,  0.35851491  0.001      -0.05      ]","[-0.18022795  0.20906078 -0.03437624 ..., -0.49817695  0.027      -0.045     ]","[-0.08101779  0.14346959 -0.06649283 ...,  0.40437688 -0.022      -0.091     ]","[-0.07599666  0.20425691  0.14899168 ...,  0.37706083 -0.0155     -0.1105    ]","[ 0.15292469 -0.18633803 -0.13745441 ..., -0.29517967  0.001      -0.05      ]"
"[ 0.0731555   0.08037573 -0.00534145 ...,  0.35751491  0.002      -0.049     ]","[-0.17922795  0.21006078 -0.03537624 ..., -0.49717695  0.028      -0.046     ]","[-0.08001779  0.14246959 -0.06749283 ...,  0.40037688 -0.023      -0.094     ]","[-0.07849666  0.20175691  0.15149168 ...,  0.37856083 -0.014      -0.113     ]","[ 0.15342469 -0.18683803 -0.13795441 ..., -0.29467967  0.0005     -0.0505    ]"
"[ 0.0731555   0.08037573 -0.00534145 ...,  0.35651491  0.002      -0.049     ]","[-0.17522795  0.21306078 -0.03837624 ..., -0.50017695  0.031      -0.049     ]","[-0.08101779  0.14346959 -0.06649283 ...,  0.40137688 -0.022      -0.093     ]","[-0.07899666  0.20025691  0.15199168 ...,  0.38006083 -0.0135     -0.1135    ]","[ 0.15342469 -0.18683803 -0.13795441 ..., -0.29567967  0.0015     -0.0525    ]"
"[ 0.0716555   0.07887573 -0.00684145 ...,  0.35701491  0.0035     -0.0515    ]","[-0.17622795  0.21206078 -0.03737624 ..., -0.50117695  0.03       -0.05      ]","[-0.08351779  0.14596959 -0.06399283 ...,  0.40387688 -0.0235     -0.0915    ]","[-0.07999666  0.19925691  0.15299168 ...,  0.38106083 -0.0145     -0.1135    ]","[  1.51924689e-01  -1.85338032e-01  -1.37454405e-01 ...,  -2.94179670e-01
   4.55910750e-11  -5.19999999e-02]"
"[ 0.0731555   0.08037573 -0.00534145 ...,  0.35751491  0.002      -0.05      ]","[-0.17722795  0.21106078 -0.03637624 ..., -0.50217695  0.029      -0.053     ]","[-0.08301779  0.14546959 -0.06449283 ...,  0.40637688 -0.027      -0.091     ]","[-0.07849666  0.20075691  0.15149168 ...,  0.38256083 -0.014      -0.115     ]","[ 0.15042469 -0.18383803 -0.13895441 ..., -0.29567967  0.0005     -0.0525    ]"
"[ 0.0721555   0.07937573 -0.00434145 ...,  0.35951491  0.002      -0.045     ]","[-0.17722795  0.21106078 -0.03637624 ..., -0.50317695  0.027      -0.053     ]","[-0.08101779  0.14346959 -0.06649283 ...,  0.40737688 -0.026      -0.092     ]","[-0.07949666  0.19975691  0.15249168 ...,  0.38156083 -0.014      -0.117     ]","[  1.47924689e-01  -1.81338032e-01  -1.41454405e-01 ...,  -2.97179670e-01
   4.50311292e-11  -5.49999999e-02]"
"[ 0.0726555   0.07987573 -0.00484145 ...,  0.36001491  0.0015     -0.0455    ]","[-0.17672795  0.21156078 -0.03687624 ..., -0.50467695  0.0255     -0.0545    ]","[-0.08001779  0.14246959 -0.06749283 ...,  0.40937688 -0.026      -0.092     ]","[-0.08149666  0.19775691  0.15449168 ...,  0.38156083 -0.013      -0.119     ]","[ 0.14542469 -0.17883803 -0.14295441 ..., -0.29767967 -0.0005     -0.0545    ]"
"[ 0.07065551  0.07887573 -0.00484145 ...,  0.35901491  0.0025     -0.0445    ]","[-0.17822795  0.21006078 -0.03537624 ..., -0.50617695  0.024      -0.054     ]","[-0.08051779  0.14296959 -0.06699283 ...,  0.40987688 -0.0265     -0.0925    ]","[-0.08149666  0.19775691  0.15449168 ...,  0.38056083 -0.012      -0.119     ]","[ 0.14342469 -0.17683803 -0.14495441 ..., -0.29667967 -0.0005     -0.0555    ]"
"[ 0.07115551  0.07937573 -0.00634145 ...,  0.35751491  0.002      -0.044     ]","[-0.17822795  0.21006078 -0.03537624 ..., -0.50617695  0.022      -0.056     ]","[-0.08201779  0.14446959 -0.06549283 ...,  0.41237688 -0.028      -0.094     ]","[-0.08049666  0.19875691  0.15349168 ...,  0.37956083 -0.011      -0.12      ]","[ 0.14292469 -0.17633803 -0.1464544  ..., -0.29517967 -0.001      -0.058     ]"
"[ 0.06915551  0.07737573 -0.00834144 ...,  0.35751491  0.003      -0.046     ]","[-0.17672795  0.21156078 -0.03687624 ..., -0.50567695  0.0215     -0.0565    ]","[-0.07801779  0.14146959 -0.06949283 ...,  0.41037688 -0.024      -0.097     ]","[-0.08349666  0.19575691  0.15649168 ...,  0.37956083 -0.006      -0.12      ]","[ 0.14092469 -0.17433803 -0.1484544  ..., -0.29117967 -0.003      -0.061     ]"
"[ 0.07015551  0.07837573 -0.00934144 ...,  0.35851491  0.002      -0.045     ]","[-0.17722795  0.21106078 -0.03637624 ..., -0.50317695  0.021      -0.054     ]","[-0.07601779  0.13946959 -0.07249283 ...,  0.40837688 -0.023      -0.098     ]","[-0.08549666  0.19375691  0.15849168 ...,  0.37856083 -0.004      -0.119     ]","[ 0.13792469 -0.17133803 -0.1504544  ..., -0.29117967 -0.006      -0.061     ]"
"[ 0.07065551  0.07887573 -0.00984144 ...,  0.35801491  0.0015     -0.0445    ]","[-0.17822795  0.21006078 -0.03537624 ..., -0.50217695  0.022      -0.053     ]","[-0.07201779  0.13446959 -0.07649283 ...,  0.40737688 -0.018      -0.099     ]","[-0.08449666  0.19575691  0.15649168 ...,  0.37756083 -0.001      -0.117     ]","[ 0.13792469 -0.17133803 -0.1514544  ..., -0.29017967 -0.008      -0.062     ]"
"[ 0.0731555   0.08037573 -0.01134144 ...,  0.35651491  0.004      -0.041     ]","[-0.18322795  0.20506078 -0.03037624 ..., -0.50117695  0.02       -0.055     ]","[-0.06701779  0.12946959 -0.08149283 ...,  0.40437688 -0.014      -0.102     ]","[-0.08649666  0.19475691  0.15849168 ...,  0.37656083  0.004      -0.115     ]","[ 0.13792469 -0.17033803 -0.1524544  ..., -0.28817967 -0.012      -0.065     ]"
"[ 0.0731555   0.08037573 -0.01234144 ...,  0.35551491  0.005      -0.042     ]","[-0.18572795  0.20156078 -0.02787624 ..., -0.49967695  0.0215     -0.0565    ]","[-0.06201779  0.12446959 -0.08649283 ...,  0.40537688 -0.012      -0.106     ]","[-0.09049666  0.19175691  0.16049168 ...,  0.37556083  0.006      -0.117     ]","[ 0.13992469 -0.17233803 -0.1504544  ..., -0.28617967 -0.014      -0.066     ]"
"[ 0.0726555   0.07987573 -0.01184144 ...,  0.35601491  0.0085     -0.0425    ]","[-0.18322795  0.20406078 -0.03037624 ..., -0.49717695  0.023      -0.059     ]","[-0.06051779  0.12296959 -0.08799283 ...,  0.40487688 -0.0105     -0.1075    ]","[-0.09099666  0.19125691  0.16099168 ...,  0.37606083  0.0055     -0.1175    ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28617967 -0.014      -0.068     ]"
"[ 0.0711555   0.07837573 -0.01034144 ...,  0.35751491  0.01       -0.043     ]","[-0.18222795  0.20506078 -0.03137624 ..., -0.49717695  0.022      -0.06      ]","[-0.06201779  0.12446959 -0.08649283 ...,  0.40737688 -0.008      -0.11      ]","[-0.08749666  0.19475691  0.15749168 ...,  0.37956083  0.004      -0.115     ]","[ 0.14292469 -0.17533803 -0.1494544  ..., -0.28517967 -0.013      -0.069     ]"
"[ 0.0701555   0.07737573 -0.00934144 ...,  0.35651491  0.011      -0.042     ]","[-0.18422795  0.20306078 -0.02937624 ..., -0.49717695  0.021      -0.063     ]","[-0.06601779  0.12546959 -0.08249283 ...,  0.40637688 -0.006      -0.114     ]","[-0.08349666  0.19775691  0.15349168 ...,  0.37956083  0.003      -0.11      ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28517967 -0.014      -0.069     ]"
"[ 0.0706555   0.07687573 -0.00984144 ...,  0.35601491  0.0115     -0.0415    ]","[-0.18372795  0.20356078 -0.02887624 ..., -0.49567695  0.0205     -0.0655    ]","[-0.06551779  0.12496959 -0.08299283 ...,  0.40687688 -0.0055     -0.1155    ]","[-0.07949666  0.20175691  0.14949168 ...,  0.37956083  0.001      -0.106     ]","[ 0.14242469 -0.17483803 -0.1499544  ..., -0.28467967 -0.0135     -0.0695    ]"
"[ 0.0721555   0.07537573 -0.01234144 ...,  0.35651491  0.013      -0.041     ]","[-0.18522795  0.20206078 -0.02737624 ..., -0.49417695  0.02       -0.065     ]","[-0.06501779  0.12346959 -0.08349283 ...,  0.40637688 -0.005      -0.116     ]","[-0.08049666  0.20075691  0.15049168 ...,  0.37856083  0.002      -0.107     ]","[ 0.14392469 -0.17633803 -0.1484544  ..., -0.28517967 -0.014      -0.071     ]"
"[ 0.0736555   0.07687573 -0.01384144 ...,  0.35701491  0.0135     -0.0425    ]","[-0.18622795  0.20106078 -0.02637624 ..., -0.49117695  0.019      -0.064     ]","[-0.06601779  0.12446959 -0.08249283 ...,  0.40737688 -0.005      -0.116     ]","[-0.08049666  0.20075691  0.15049168 ...,  0.37856083  0.002      -0.109     ]","[ 0.14392469 -0.17633803 -0.1484544  ..., -0.28717967 -0.015      -0.072     ]"
"[ 0.0736555   0.07687573 -0.01384144 ...,  0.35801491  0.0145     -0.0435    ]","[-0.18722795  0.20006078 -0.02537624 ..., -0.49017695  0.018      -0.063     ]","[-0.06451779  0.12396959 -0.08399283 ...,  0.40787688 -0.0025     -0.1185    ]","[-0.08099666  0.20025691  0.15099168 ...,  0.37906083  0.0025     -0.1105    ]","[ 0.14342469 -0.17583803 -0.1489544  ..., -0.28567967 -0.0165     -0.0725    ]"
"[ 0.0746555   0.07787573 -0.01284144 ...,  0.35901491  0.0125     -0.0445    ]","[-0.18772795  0.19956078 -0.02487624 ..., -0.49067695  0.0185     -0.0625    ]","[-0.06601779  0.12246959 -0.08249283 ...,  0.40737688 -0.002      -0.12      ]","[-0.08049666  0.20075691  0.15049168 ...,  0.38056083  0.002      -0.11      ]","[ 0.14392469 -0.17633803 -0.1484544  ..., -0.28717967 -0.015      -0.072     ]"
"[ 0.0741555   0.07737573 -0.01234144 ...,  0.35851491  0.011      -0.046     ]","[-0.18922795  0.19806078 -0.02537624 ..., -0.49117695  0.019      -0.061     ]","[-0.06801779  0.12146959 -0.08049283 ...,  0.40737688 -0.002      -0.119     ]","[-0.08149666  0.19975691  0.15149168 ...,  0.37956083  0.003      -0.111     ]","[ 0.14392469 -0.17633803 -0.1484544  ..., -0.28717967 -0.015      -0.072     ]"
"[ 0.0736555   0.07687573 -0.00984144 ...,  0.36001491  0.0095     -0.0465    ]","[-0.18972795  0.19756078 -0.02487624 ..., -0.49267695  0.0185     -0.0625    ]","[-0.06801779  0.12146959 -0.08149283 ...,  0.40637688 -0.002      -0.117     ]","[-0.08099666  0.20025691  0.15099168 ...,  0.38006083  0.0025     -0.1105    ]","[ 0.14292469 -0.17533803 -0.1494544  ..., -0.28817967 -0.014      -0.073     ]"
"[ 0.0711555   0.07537573 -0.01134144 ...,  0.36151491  0.009      -0.046     ]","[-0.18822795  0.19906078 -0.02637624 ..., -0.49417695  0.018      -0.061     ]","[-0.06751779  0.12196959 -0.08199283 ...,  0.40587688 -0.0015     -0.1175    ]","[-0.08149666  0.19975691  0.15149168 ...,  0.38156083  0.003      -0.112     ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28917967 -0.013      -0.073     ]"
"[ 0.0721555   0.07637573 -0.01034144 ...,  0.36051491  0.008      -0.047     ]","[-0.18972795  0.19756078 -0.02487624 ..., -0.49367695  0.0185     -0.0615    ]","[-0.06901779  0.12046959 -0.08049283 ...,  0.40737688 -0.001      -0.117     ]","[-0.08099666  0.20025691  0.15099168 ...,  0.38406083  0.0025     -0.1135    ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28917967 -0.013      -0.074     ]"
"[ 0.0726555   0.07687573 -0.01084144 ...,  0.36001491  0.0085     -0.0465    ]","[-0.18822795  0.19906078 -0.02637624 ..., -0.49217695  0.018      -0.061     ]","[-0.06951779  0.11996959 -0.07999283 ...,  0.40887688 -0.0005     -0.1175    ]","[-0.08049666  0.20075691  0.15049168 ...,  0.38256083  0.001      -0.114     ]","[ 0.14092469 -0.17333803 -0.1514544  ..., -0.28717967 -0.014      -0.074     ]"
"[ 0.0711555   0.07537573 -0.01234144 ...,  0.35951491  0.01       -0.045     ]","[-0.18622795  0.20106078 -0.02837624 ..., -0.49217695  0.019      -0.059     ]","[-0.07151779  0.11796959 -0.07799283 ...,  0.40987688 -0.0005     -0.1175    ]","[-0.07999666  0.20025691  0.14999168 ...,  0.38406083  0.0005     -0.1125    ]","[ 0.14042469 -0.17283803 -0.1519544  ..., -0.28567967 -0.0145     -0.0745    ]"
"[ 0.0721555   0.07637573 -0.01234144 ...,  0.35851491  0.01       -0.045     ]","[-0.18522795  0.20206078 -0.02937624 ..., -0.49117695  0.02       -0.058     ]","[-0.07201779  0.11946958 -0.07749283 ...,  0.41037688  0.001      -0.118     ]","[-0.07849666  0.20175691  0.14849168 ...,  0.38356083 -0.002      -0.113     ]","[ 0.13992469 -0.17233803 -0.1524544  ..., -0.28617967 -0.015      -0.076     ]"
"[ 0.07165551  0.07587573 -0.01384144 ...,  0.35901491  0.0095     -0.0475    ]","[-0.18472795  0.20256078 -0.02987624 ..., -0.49167695  0.0205     -0.0575    ]","[-0.06901779  0.12146958 -0.08049283 ...,  0.40837688  0.002      -0.12      ]","[-0.07849666  0.20175691  0.14849168 ...,  0.38356083 -0.006      -0.112     ]","[ 0.13992469 -0.17233803 -0.1534544  ..., -0.28417967 -0.016      -0.079     ]"
"[ 0.07215551  0.07637573 -0.01334144 ...,  0.35951491  0.01       -0.049     ]","[-0.18222795  0.20506078 -0.03237624 ..., -0.48817695  0.023      -0.059     ]","[-0.06901779  0.12146958 -0.08049283 ...,  0.40837688  0.002      -0.12      ]","[-0.07949666  0.20075691  0.14949168 ...,  0.38056083 -0.006      -0.113     ]","[ 0.14092469 -0.17333803 -0.1524544  ..., -0.28517967 -0.015      -0.08      ]"
"[ 0.07215551  0.07637573 -0.01134145 ...,  0.35951491  0.01       -0.051     ]","[-0.18122795  0.20606078 -0.03337624 ..., -0.48617695  0.023      -0.06      ]","[-0.06901779  0.12146958 -0.08049283 ...,  0.40937688  0.003      -0.124     ]","[-0.07549666  0.20175691  0.14749168 ...,  0.38056083 -0.009      -0.113     ]","[ 0.14192469 -0.17433803 -0.1514544  ..., -0.28617967 -0.014      -0.082     ]"
"[ 0.07265551  0.07687573 -0.00984145 ...,  0.36101491  0.0115     -0.0505    ]","[-0.18172795  0.20556078 -0.03287624 ..., -0.48567695  0.0225     -0.0615    ]","[-0.07001779  0.12146958 -0.08049283 ...,  0.41037688  0.004      -0.127     ]","[-0.07249666  0.20175691  0.14549168 ...,  0.38056083 -0.013      -0.113     ]","[ 0.14092469 -0.17333803 -0.1524544  ..., -0.28917967 -0.012      -0.082     ]"
"[ 0.07265551  0.07687573 -0.01084145 ...,  0.36101491  0.0115     -0.0515    ]","[-0.18222795  0.20506078 -0.03237624 ..., -0.48617695  0.022      -0.061     ]","[-0.07201779  0.11946958 -0.07849283 ...,  0.41237688  0.005      -0.13      ]","[-0.07049666  0.20375691  0.14349168 ...,  0.38056083 -0.015      -0.112     ]","[ 0.14092469 -0.17333803 -0.1524544  ..., -0.29117967 -0.013      -0.084     ]"
"[ 0.07215551  0.07637573 -0.01034145 ...,  0.36251491  0.011      -0.051     ]","[-0.18222795  0.20506078 -0.03237624 ..., -0.48517695  0.022      -0.06      ]","[-0.07101779  0.12046958 -0.07949283 ...,  0.41337688  0.004      -0.129     ]","[-0.07199666  0.20225691  0.14499168 ...,  0.38206083 -0.0145     -0.1105    ]","[ 0.14192469 -0.17433803 -0.1514544  ..., -0.29317967 -0.012      -0.085     ]"
"[ 0.07165551  0.07587573 -0.00984145 ...,  0.36301491  0.0115     -0.0505    ]","[-0.18272795  0.20456078 -0.03187624 ..., -0.48367695  0.0215     -0.0605    ]","[-0.07251779  0.11896958 -0.07799283 ...,  0.41487688  0.0055     -0.1275    ]","[-0.07149666  0.20275691  0.14449168 ...,  0.38256083 -0.015      -0.109     ]","[ 0.14242469 -0.17483803 -0.1509544  ..., -0.29567967 -0.0115     -0.0865    ]"
"[ 0.07115551  0.07537573 -0.00934145 ...,  0.36551491  0.011      -0.049     ]","[-0.18122795  0.20606078 -0.03337624 ..., -0.48417695  0.021      -0.062     ]","[-0.07051779  0.12096958 -0.07999283 ...,  0.41687688  0.0035     -0.1295    ]","[-0.07049666  0.20375691  0.14349168 ...,  0.38156083 -0.019      -0.108     ]","[ 0.14092469 -0.17333803 -0.1524544  ..., -0.29717967 -0.011      -0.086     ]"
"[ 0.07115551  0.07537573 -0.00934145 ...,  0.36551491  0.011      -0.048     ]","[-0.18022795  0.20706078 -0.03437624 ..., -0.48317695  0.022      -0.061     ]","[-0.07201779  0.12346958 -0.07849283 ...,  0.41637688  0.005      -0.131     ]","[-0.07199666  0.20225691  0.14499168 ...,  0.38006083 -0.0175     -0.1095    ]","[ 0.14242469 -0.17483803 -0.1509544  ..., -0.29567967 -0.0115     -0.0855    ]"
"[ 0.07165551  0.07587573 -0.01184144 ...,  0.36401491  0.0105     -0.0455    ]","[-0.18022795  0.20706078 -0.03437624 ..., -0.48117695  0.022      -0.06      ]","[-0.07301779  0.12246958 -0.07749283 ...,  0.41737688  0.004      -0.132     ]","[-0.07049666  0.20375691  0.14349168 ...,  0.38156083 -0.017      -0.111     ]","[ 0.14292469 -0.17533803 -0.1504544  ..., -0.29517967 -0.01       -0.087     ]"
"[ 0.0721555   0.07737573 -0.01034144 ...,  0.36251491  0.009      -0.046     ]","[-0.18022795  0.20706078 -0.03437624 ..., -0.48017695  0.023      -0.06      ]","[-0.07301779  0.12146958 -0.07749283 ...,  0.41637688  0.004      -0.133     ]","[-0.06799666  0.20625691  0.14099168 ...,  0.38006083 -0.0165     -0.1105    ]","[ 0.14242469 -0.17483803 -0.1509544  ..., -0.29567967 -0.0105     -0.0875    ]"
"[ 0.0716555   0.07687573 -0.01084144 ...,  0.36301491  0.0095     -0.0455    ]","[-0.17922795  0.20806078 -0.03537624 ..., -0.48017695  0.023      -0.06      ]","[-0.07151779  0.12196957 -0.07899283 ...,  0.41787688  0.0025     -0.1345    ]","[-0.06949666  0.20475691  0.14249168 ...,  0.38056083 -0.017      -0.11      ]","[ 0.14392469 -0.17633803 -0.1514544  ..., -0.29417967 -0.009      -0.087     ]"
"[ 0.0701555   0.07537573 -0.01234144 ...,  0.36251491  0.008      -0.045     ]","[-0.17922795  0.20806078 -0.03537624 ..., -0.48117695  0.023      -0.061     ]","[-0.07251779  0.12196957 -0.07799283 ...,  0.41787688  0.0035     -0.1345    ]","[-0.06999666  0.20425691  0.14299168 ...,  0.37906083 -0.0165     -0.1085    ]","[ 0.14642469 -0.17883803 -0.1499544  ..., -0.29167967 -0.0085     -0.0895    ]"
"[ 0.0721555   0.07737573 -0.01134144 ...,  0.36251491  0.009      -0.043     ]","[-0.17922795  0.20806078 -0.03537624 ..., -0.48117695  0.024      -0.066     ]","[-0.07351779  0.12096957 -0.07699283 ...,  0.41787688  0.0045     -0.1335    ]","[-0.07149666  0.20275691  0.14449168 ...,  0.37956083 -0.015      -0.11      ]","[ 0.14492469 -0.17733803 -0.1494544  ..., -0.29117967 -0.007      -0.089     ]"
"[ 0.0721555   0.07737573 -0.01034144 ...,  0.36351491  0.01       -0.042     ]","[-0.17822795  0.20906078 -0.03637624 ..., -0.48217695  0.025      -0.067     ]","[-0.07501779  0.11946957 -0.07549283 ...,  0.41837688  0.006      -0.133     ]","[-0.07149666  0.20275691  0.14449168 ...,  0.37956083 -0.015      -0.11      ]","[ 0.14392469 -0.17633803 -0.1504544  ..., -0.29017967 -0.006      -0.09      ]"
"[ 0.0721555   0.07737573 -0.01034144 ...,  0.36451491  0.01       -0.042     ]","[-0.17822795  0.20906078 -0.03637624 ..., -0.48217695  0.025      -0.068     ]","[-0.07651779  0.11896957 -0.07399283 ...,  0.41587688  0.0075     -0.1315    ]","[-0.07049666  0.20375691  0.14349168 ...,  0.37856083 -0.017      -0.109     ]","[ 0.14342469 -0.17583803 -0.1509544  ..., -0.28967967 -0.0055     -0.0885    ]"
"[ 0.0716555   0.07487573 -0.00884144 ...,  0.36501491  0.0085     -0.0425    ]","[-0.17522795  0.21206078 -0.03937624 ..., -0.48017695  0.028      -0.067     ]","[-0.07801779  0.11746957 -0.07249283 ...,  0.41637688  0.008      -0.131     ]","[-0.07049666  0.20375691  0.14349168 ...,  0.37756083 -0.016      -0.11      ]","[ 0.14242469 -0.17483803 -0.1499544  ..., -0.28867967 -0.0075     -0.0915    ]"
"[ 0.0726555   0.07587573 -0.00984144 ...,  0.36601491  0.0065     -0.0435    ]","[-0.17572795  0.21156078 -0.03887624 ..., -0.47967695  0.0265     -0.0685    ]","[-0.07751779  0.11796957 -0.07299283 ...,  0.41687688  0.0075     -0.1305    ]","[-0.07249666  0.20175691  0.14549168 ...,  0.37756083 -0.014      -0.111     ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28817967 -0.008      -0.091     ]"
"[ 0.0711555   0.07437573 -0.00834144 ...,  0.36751491  0.008      -0.042     ]","[-0.17522795  0.21206078 -0.03937624 ..., -0.47817695  0.027      -0.07      ]","[-0.07601779  0.11946957 -0.07449283 ...,  0.41637688  0.008      -0.129     ]","[-0.07199666  0.20225691  0.14499168 ...,  0.37806083 -0.0155     -0.1125    ]","[ 0.14192469 -0.17433803 -0.1504544  ..., -0.28717967 -0.008      -0.091     ]"
"[ 0.0706555   0.07387573 -0.00784144 ...,  0.36801491  0.0085     -0.0415    ]","[-0.17322795  0.21406078 -0.04137624 ..., -0.47717695  0.03       -0.073     ]","[-0.07651779  0.11896957 -0.07399283 ...,  0.41787688  0.0085     -0.1275    ]","[-0.07249666  0.20075691  0.14649168 ...,  0.37956083 -0.014      -0.111     ]","[ 0.14142469 -0.17383803 -0.1519544  ..., -0.28667967 -0.0095     -0.0925    ]"
"[ 0.0716555   0.07387573 -0.00884144 ...,  0.36601491  0.0075     -0.0395    ]","[-0.17222795  0.21506078 -0.04237624 ..., -0.47817695  0.029      -0.076     ]","[-0.07801779  0.11746957 -0.07249283 ...,  0.42037688  0.01       -0.129     ]","[-0.07349666  0.19975691  0.14749168 ...,  0.38056083 -0.013      -0.112     ]","[ 0.13992469 -0.17233803 -0.1534544  ..., -0.28817967 -0.011      -0.092     ]"
"[ 0.0731555   0.07537573 -0.01034144 ...,  0.36551491  0.006      -0.038     ]","[-0.17022795  0.21706078 -0.04537624 ..., -0.47517695  0.032      -0.08      ]","[-0.07651779  0.11896957 -0.07399283 ...,  0.42087688  0.0095     -0.1295    ]","[-0.07399666  0.19925691  0.14799168 ...,  0.38006083 -0.0115     -0.1135    ]","[ 0.13892469 -0.17133803 -0.1544544  ..., -0.28917967 -0.012      -0.092     ]"
