policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[  1.21155288e-01   6.23757341e-02  -3.41433528e-04 ...,   4.13514406e-01
   7.00000235e-03  -1.04999999e-01]","[-0.13222793  0.2410608  -0.07037623 ..., -0.45917696  0.005      -0.136     ]","[-0.09951785  0.16896965 -0.05299283 ...,  0.40187689  0.00549995 -0.0985    ]","[-0.09599665  0.18125692  0.16799168 ...,  0.40306084 -0.0005     -0.1125    ]","[ 0.15342467 -0.18583804 -0.16995411 ..., -0.27967965  0.0045     -0.1025    ]"
"[ 0.12365529  0.06487573 -0.00284143 ...,  0.41401441  0.0075     -0.1055    ]","[-0.13172793  0.2415608  -0.07087623 ..., -0.45967696  0.0055     -0.1365    ]","[-0.10051785  0.16796965 -0.05199283 ...,  0.40087689  0.00449995 -0.0995    ]","[-0.09449665  0.18275692  0.16649168 ...,  0.40156084 -0.002      -0.114     ]","[ 0.15292467 -0.18533804 -0.17045411 ..., -0.28017965  0.005      -0.103     ]"
"[ 0.12265529  0.06387573 -0.00184143 ...,  0.41301441  0.0085     -0.1065    ]","[-0.13472793  0.2385608  -0.06787623 ..., -0.46267696  0.0085     -0.1395    ]","[-0.10101785  0.16746965 -0.05149283 ...,  0.39937689  0.00299995 -0.098     ]","[-0.09199665  0.18525692  0.16399168 ...,  0.39906084 -0.0045     -0.1145    ]","[ 0.15342467 -0.18583804 -0.16995411 ..., -0.27967965  0.0035     -0.1025    ]"
"[  1.21155282e-01   6.13757608e-02  -3.41431517e-04 ...,   4.10514406e-01
   1.10000024e-02  -1.07999999e-01]","[-0.13522793  0.23706081 -0.06637623 ..., -0.46317696  0.01       -0.141     ]","[-0.09951785  0.16896965 -0.05299283 ...,  0.40087688  0.00449995 -0.0965    ]","[-0.09049665  0.18675692  0.16249168 ...,  0.39756084 -0.006      -0.115     ]","[ 0.15092467 -0.18333804 -0.17245411 ..., -0.27717965  0.001      -0.105     ]"
"[ 0.11965528  0.05987576  0.00115857 ...,  0.41001441  0.0125     -0.1095    ]","[-0.13422793  0.23806081 -0.06737623 ..., -0.46217696  0.011      -0.142     ]","[-0.09801785  0.17046965 -0.05449283 ...,  0.40237688  0.00399995 -0.097     ]","[-0.08949665  0.18775692  0.16149168 ...,  0.39756084 -0.004      -0.114     ]","[ 0.14842467 -0.18083804 -0.17195411 ..., -0.27467965 -0.0015     -0.1075    ]"
"[ 0.11765528  0.05787576  0.00315857 ...,  0.40901441  0.0105     -0.1115    ]","[-0.13172793  0.24056081 -0.06987623 ..., -0.45967696  0.0105     -0.1415    ]","[-0.09801785  0.17046965 -0.05449283 ...,  0.40337688  0.00399995 -0.097     ]","[-0.08999665  0.18725692  0.16199168 ...,  0.39806084 -0.0035     -0.1145    ]","[ 0.14792467 -0.18033804 -0.17145411 ..., -0.27417965 -0.002      -0.108     ]"
"[ 0.11665528  0.05787576  0.00315857 ...,  0.41001441  0.0095     -0.1125    ]","[-0.13222793  0.24006081 -0.06937623 ..., -0.46017696  0.01       -0.141     ]","[-0.09851785  0.16996965 -0.05399283 ...,  0.40487688  0.00449995 -0.0965    ]","[-0.09299665  0.18425692  0.16499168 ...,  0.40106084 -0.0025     -0.1175    ]","[ 0.14942467 -0.18183804 -0.16995411 ..., -0.27267965 -0.0005     -0.1085    ]"
"[ 0.11415528  0.05537576  0.00565857 ...,  0.41251441  0.008      -0.115     ]","[-0.13172793  0.24056081 -0.07087622 ..., -0.45867696  0.0095     -0.1395    ]","[-0.09901785  0.16946965 -0.05349283 ...,  0.40537688  0.00299995 -0.097     ]","[ -9.54966472e-02   1.81756918e-01   1.67491679e-01 ...,   4.03560838e-01
  -5.67201883e-10  -1.19999999e-01]","[ 0.14792467 -0.18033804 -0.16945412 ..., -0.27117965 -0.002      -0.11      ]"
"[ 0.11365528  0.05487576  0.00615857 ...,  0.41301441  0.0085     -0.1155    ]","[-0.13322793  0.23906081 -0.06937622 ..., -0.45917696  0.008      -0.14      ]","[-0.09951785  0.16896965 -0.05299283 ...,  0.40687688  0.00349995 -0.0965    ]","[-0.09649665  0.18075692  0.16849168 ...,  0.40456084 -0.001      -0.119     ]","[ 0.14642467 -0.17883804 -0.17095412 ..., -0.27067965 -0.0015     -0.1115    ]"
"[ 0.11315528  0.05437576  0.00665857 ...,  0.41451441  0.009      -0.114     ]","[-0.13422793  0.23806081 -0.06837622 ..., -0.46017696  0.01       -0.14      ]","[-0.10051785  0.16796965 -0.05199283 ...,  0.40787688  0.00449995 -0.0975    ]","[-0.09699665  0.18025692  0.16899168 ...,  0.40406084 -0.0005     -0.1195    ]","[ 0.14592467 -0.17833804 -0.17145412 ..., -0.27217965 -0.001      -0.113     ]"
"[ 0.11165528  0.05287576  0.00815857 ...,  0.41701441  0.0095     -0.1165    ]","[-0.13372793  0.23856081 -0.06887622 ..., -0.46067696  0.0105     -0.1405    ]","[-0.10001785  0.16846965 -0.05249283 ...,  0.40837688  0.00399995 -0.097     ]","[-0.09849665  0.17875692  0.17049168 ...,  0.40556084 -0.002      -0.119     ]","[  1.46924663e-01  -1.79338008e-01  -1.72454112e-01 ...,  -2.73179653e-01
   5.68092535e-10  -1.12000002e-01]"
"[ 0.11215528  0.05337576  0.00765857 ...,  0.41751441  0.009      -0.116     ]","[-0.13222793  0.2400608  -0.07037622 ..., -0.45917696  0.011      -0.142     ]","[-0.10051785  0.16796965 -0.05199283 ...,  0.40987688  0.00249995 -0.0975    ]","[-0.09999664  0.17725692  0.17199168 ...,  0.40706084 -0.0015     -0.1185    ]","[ 0.14742466 -0.17983801 -0.17195411 ..., -0.27267965 -0.0005     -0.1125    ]"
"[ 0.11065528  0.05187576  0.00915857 ...,  0.41901441  0.0105     -0.1165    ]","[-0.12972794  0.2425608  -0.07287622 ..., -0.45967696  0.0085     -0.1415    ]","[-0.09951786  0.16896965 -0.05299283 ...,  0.40887688  0.00049995 -0.0985    ]","[-0.10049664  0.17675692  0.17249168 ...,  0.40556084 -0.002      -0.12      ]","[ 0.14442466 -0.17683801 -0.17495411 ..., -0.26967966 -0.0025     -0.1115    ]"
"[ 0.11315528  0.05437576  0.00665857 ...,  0.42151441  0.008      -0.118     ]","[-0.13022794  0.2420608  -0.07237622 ..., -0.46017696  0.008      -0.141     ]","[-0.09801786  0.16946965 -0.05349283 ...,  0.40937688  0.00199995 -0.097     ]","[-0.10099664  0.17625692  0.17299168 ...,  0.40606084 -0.0035     -0.1215    ]","[ 0.14492466 -0.17733801 -0.17445411 ..., -0.27017966 -0.002      -0.112     ]"
"[ 0.11565528  0.05687576  0.00415857 ...,  0.42301441  0.0055     -0.1195    ]","[-0.12972794  0.2425608  -0.07287622 ..., -0.45867696  0.0075     -0.1425    ]","[-0.09901786  0.16846965 -0.05249283 ...,  0.40837688  0.00299995 -0.098     ]","[-0.09999664  0.17725692  0.17199168 ...,  0.40506084 -0.0025     -0.1205    ]","[ 0.14442466 -0.17683801 -0.17495411 ..., -0.27167966 -0.0035     -0.1135    ]"
"[ 0.11615528  0.05737576  0.00365857 ...,  0.42351441  0.005      -0.119     ]","[-0.13222793  0.24006081 -0.07037622 ..., -0.45717696  0.005      -0.143     ]","[-0.09851786  0.16896965 -0.05299283 ...,  0.40887688  0.00249995 -0.0975    ]","[ -9.74966441e-02   1.79756919e-01   1.69491678e-01 ...,   4.02560837e-01
  -3.94207821e-10  -1.19999999e-01]","[ 0.14392466 -0.17633801 -0.17545411 ..., -0.27317966 -0.004      -0.114     ]"
"[ 0.11315528  0.05437576  0.00665857 ...,  0.42151441  0.003      -0.116     ]","[-0.13222793  0.2400608  -0.07037622 ..., -0.45917696  0.005      -0.144     ]","[-0.09901786  0.16846965 -0.05249283 ...,  0.40837688  0.00299995 -0.098     ]","[-0.09549664  0.18175692  0.16749168 ...,  0.40056084  0.002      -0.12      ]","[ 0.14492466 -0.17733801 -0.17345411 ..., -0.27517966 -0.005      -0.114     ]"
"[ 0.11265528  0.05387576  0.00715857 ...,  0.42101441  0.0025     -0.1155    ]","[-0.13172793  0.2405608  -0.07087622 ..., -0.46067696  0.0045     -0.1445    ]","[-0.09651786  0.17096965 -0.05499283 ...,  0.40687688  0.00049995 -0.0995    ]","[-0.09399665  0.18325692  0.16599168 ...,  0.39906084  0.0005     -0.1185    ]","[ 0.14592466 -0.17833801 -0.17245412 ..., -0.27417966 -0.004      -0.113     ]"
"[ 0.11365528  0.05487576  0.00615857 ...,  0.42101441  0.0035     -0.1135    ]","[-0.13072793  0.2415608  -0.07187622 ..., -0.45967696  0.0055     -0.1435    ]","[-0.09401786  0.17346965 -0.05749283 ...,  0.40537688 -0.00200005 -0.098     ]","[-0.09399665  0.18325692  0.16599168 ...,  0.39906084 -0.0005     -0.1175    ]","[ 0.14542466 -0.17783801 -0.17295412 ..., -0.27567966 -0.0025     -0.1115    ]"
"[ 0.11165528  0.05287576  0.00715857 ...,  0.4210144   0.0015     -0.1155    ]","[-0.13122793  0.2410608  -0.07137622 ..., -0.46017696  0.006      -0.144     ]","[-0.09351786  0.17396965 -0.05799283 ...,  0.40487688 -0.00250005 -0.0985    ]","[-0.09549663  0.18375692  0.16549168 ...,  0.39856084  0.001      -0.116     ]","[ 0.14492466 -0.17733801 -0.17345411 ..., -0.27517966 -0.002      -0.11      ]"
"[ 0.11115528  0.05237576  0.00765857 ...,  0.4215144   0.002      -0.116     ]","[-0.13122793  0.24106081 -0.07137623 ..., -0.46117696  0.007      -0.146     ]","[-0.09651786  0.17096965 -0.05499283 ...,  0.40687688 -0.00450005 -0.0965    ]","[ -9.74966243e-02   1.81756918e-01   1.67491679e-01 ...,   4.00560837e-01
  -4.27989241e-10  -1.18000000e-01]","[ 0.14442466 -0.17683801 -0.17395411 ..., -0.27667966 -0.0025     -0.1095    ]"
"[ 0.11065528  0.05187576  0.00815857 ...,  0.4210144   0.0005     -0.1175    ]","[-0.13322793  0.23906081 -0.06937623 ..., -0.46217696  0.008      -0.144     ]","[-0.09701786  0.17046965 -0.05449283 ...,  0.40737688 -0.00500005 -0.097     ]","[-0.09999662  0.17925692  0.16999168 ...,  0.40306084 -0.0025     -0.1205    ]","[ 0.14542466 -0.17783801 -0.17295411 ..., -0.27767966 -0.0015     -0.1105    ]"
"[ 0.11315528  0.05437576  0.00565857 ...,  0.4225144   0.002      -0.12      ]","[-0.13572793  0.23656081 -0.06687623 ..., -0.46267696  0.0095     -0.1425    ]","[-0.10001786  0.16746965 -0.05149283 ...,  0.40937688 -0.00600005 -0.098     ]","[-0.09999662  0.17825692  0.17099168 ...,  0.40406084 -0.0035     -0.1215    ]","[ 0.14792466 -0.18033801 -0.17045411 ..., -0.28017966  0.001      -0.112     ]"
"[ 0.11565528  0.05687576  0.00315857 ...,  0.4240144   0.0045     -0.1225    ]","[-0.13672793  0.23556081 -0.06587623 ..., -0.46367696  0.0095     -0.1425    ]","[-0.10051786  0.16596965 -0.04999283 ...,  0.41087688 -0.00850005 -0.0985    ]","[-0.10199662  0.17625692  0.17299168 ...,  0.40206084 -0.0035     -0.1205    ]","[ 0.14992466 -0.18233801 -0.16845411 ..., -0.28217966  0.003      -0.113     ]"
"[ 0.11615528  0.05737576  0.00265857 ...,  0.4245144   0.005      -0.122     ]","[-0.13422793  0.23806081 -0.06837623 ..., -0.46217696  0.008      -0.144     ]","[-0.10151786  0.16496965 -0.04899283 ...,  0.41187688 -0.00950005 -0.0995    ]","[-0.10049662  0.17775692  0.17149168 ...,  0.40356084 -0.004      -0.121     ]","[ 0.15142466 -0.18383801 -0.16695412 ..., -0.28367966  0.0015     -0.1115    ]"
"[ 0.11365528  0.05487576  0.00515857 ...,  0.4220144   0.0065     -0.1205    ]","[-0.13222793  0.24006081 -0.07037623 ..., -0.46117696  0.007      -0.145     ]","[-0.10301786  0.16246965 -0.04749283 ...,  0.41337688 -0.00700005 -0.102     ]","[-0.10099662  0.17725692  0.17199168 ...,  0.40406084 -0.0045     -0.1215    ]","[ 0.15192466 -0.18433801 -0.16645412 ..., -0.28417966  0.001      -0.112     ]"
"[ 0.11215529  0.05437576  0.00665856 ...,  0.4225144   0.005      -0.121     ]","[-0.13372793  0.23856081 -0.06887623 ..., -0.46267696  0.0075     -0.1465    ]","[-0.10201786  0.16246965 -0.04849283 ...,  0.41437688 -0.00600005 -0.104     ]","[-0.09799662  0.18025692  0.16899168 ...,  0.40106084 -0.0025     -0.1235    ]","[ 0.15242466 -0.18483801 -0.16595412 ..., -0.28467966 -0.0005     -0.1135    ]"
"[ 0.11165529  0.05387576  0.00715856 ...,  0.4200144   0.0045     -0.1205    ]","[-0.13622793  0.23606081 -0.06637623 ..., -0.46417696  0.008      -0.149     ]","[-0.10051786  0.16396965 -0.04999283 ...,  0.41587688 -0.00450005 -0.1025    ]","[-0.09549662  0.18275692  0.16649168 ...,  0.40056084 -0.003      -0.125     ]","[  1.50924663e-01  -1.83338008e-01  -1.67454119e-01 ...,  -2.84179658e-01
   5.65984473e-10  -1.12000003e-01]"
"[ 0.11065529  0.05287576  0.00815856 ...,  0.4210144   0.0045     -0.1215    ]","[-0.13772793  0.23456081 -0.06487623 ..., -0.46567696  0.0085     -0.1495    ]","[-0.09801786  0.16646965 -0.05249283 ...,  0.41837688 -0.00200005 -0.1       ]","[-0.09649662  0.18175692  0.16749168 ...,  0.40156084 -0.004      -0.126     ]","[ 0.14992466 -0.18233801 -0.16845415 ..., -0.28617966 -0.002      -0.111     ]"
"[ 0.10865529  0.05087576  0.01015856 ...,  0.4230144   0.0035     -0.1195    ]","[-0.13572794  0.23656081 -0.06687622 ..., -0.46767696  0.0095     -0.1515    ]","[-0.09651786  0.16796965 -0.05399283 ...,  0.41887688 -0.00050005 -0.0995    ]","[-0.09849662  0.17975692  0.16949168 ...,  0.40256084 -0.004      -0.128     ]","[ 0.14892466 -0.18133801 -0.16945415 ..., -0.28517966 -0.001      -0.11      ]"
"[ 0.10915529  0.05137576  0.00965856 ...,  0.4235144   0.004      -0.121     ]","[-0.13472794  0.23756081 -0.06787622 ..., -0.46867696  0.0105     -0.1505    ]","[-0.09851786  0.16596965 -0.05199283 ...,  0.41687688  0.00149995 -0.1015    ]","[-0.09999662  0.17825692  0.17099168 ...,  0.40206084 -0.0055     -0.1265    ]","[ 0.14842466 -0.18083801 -0.16995415 ..., -0.28467966 -0.0015     -0.1095    ]"
"[ 0.10815529  0.05037576  0.01065856 ...,  0.4225144   0.003      -0.122     ]","[-0.13422794  0.23806081 -0.06837622 ..., -0.46917696  0.01       -0.15      ]","[-0.10101786  0.16346965 -0.04949283 ...,  0.41537688  0.00399995 -0.104     ]","[-0.10049662  0.17775692  0.17149168 ...,  0.40156084 -0.006      -0.127     ]","[ 0.14542466 -0.17783801 -0.17195415 ..., -0.28367969  0.0005     -0.1115    ]"
"[ 0.10865529  0.05087576  0.01015856 ...,  0.4230144   0.0025     -0.1215    ]","[-0.13522794  0.2370608  -0.06737622 ..., -0.47117696  0.008      -0.153     ]","[-0.10201786  0.16246965 -0.04849283 ...,  0.41537688  0.00499995 -0.105     ]","[-0.10249662  0.17575692  0.17349168 ...,  0.39956084 -0.007      -0.129     ]","[ 0.14292466 -0.17533801 -0.17345415 ..., -0.28417969  0.002      -0.113     ]"
"[ 0.10815529  0.05037576  0.01065856 ...,  0.4215144   0.002      -0.121     ]","[-0.13572794  0.23656079 -0.06687622 ..., -0.47267696  0.0075     -0.1535    ]","[-0.10451786  0.15996965 -0.04599283 ...,  0.41287688  0.00449995 -0.1055    ]","[-0.10399662  0.17425692  0.17499168 ...,  0.39806084 -0.0055     -0.1305    ]","[ 0.14192466 -0.17433801 -0.17445415 ..., -0.28317969  0.001      -0.114     ]"
"[ 0.10965529  0.05187576  0.00915856 ...,  0.4230144   0.0035     -0.1225    ]","[-0.13422794  0.23606082 -0.06837622 ..., -0.47117696  0.009      -0.155     ]","[-0.10551786  0.15896965 -0.04499283 ...,  0.41287688  0.00349995 -0.1065    ]","[-0.10449662  0.17375692  0.17549168 ...,  0.39656084 -0.004      -0.129     ]","[ 0.14142466 -0.17383801 -0.17495415 ..., -0.28267969  0.0005     -0.1145    ]"
"[ 0.11215529  0.05437576  0.00665856 ...,  0.4245144   0.006      -0.125     ]","[-0.13272794  0.23756082 -0.06987622 ..., -0.46967696  0.0095     -0.1565    ]","[-0.10701786  0.15746965 -0.04349283 ...,  0.41037688  0.00199995 -0.105     ]","[-0.10499662  0.17325692  0.17599168 ...,  0.39606084 -0.0015     -0.1285    ]","[ 0.13992466 -0.17233801 -0.17545415 ..., -0.28317969  0.003      -0.116     ]"
"[ 0.11365529  0.05587576  0.00515856 ...,  0.4260144   0.0075     -0.1265    ]","[-0.13122794  0.23906081 -0.07137622 ..., -0.46817696  0.00899991 -0.158     ]","[-0.10801786  0.15646965 -0.04249283 ...,  0.41137688  0.00299995 -0.106     ]","[-0.10599659  0.17425692  0.17499168 ...,  0.39506084 -0.0005     -0.1295    ]","[ 0.13942466 -0.17183801 -0.17595415 ..., -0.28467969  0.0015     -0.1175    ]"
"[ 0.11215529  0.05437576  0.00665856 ...,  0.4255144   0.009      -0.125     ]","[-0.13022794  0.24006081 -0.07237622 ..., -0.46817696  0.00999991 -0.157     ]","[-0.10751786  0.15696965 -0.04299283 ...,  0.41187688  0.00349995 -0.1065    ]","[-0.10599659  0.17525692  0.17399168 ...,  0.39406084 -0.0005     -0.1295    ]","[ 0.13842466 -0.17083801 -0.17695415 ..., -0.28567969  0.0005     -0.1185    ]"
"[ 0.11065529  0.05287576  0.00815856 ...,  0.4240144   0.0085     -0.1235    ]","[-0.12922794  0.24106081 -0.07337622 ..., -0.46917696  0.00899991 -0.158     ]","[-0.10801786  0.15646965 -0.04249283 ...,  0.41037688  0.00299995 -0.107     ]","[-0.10649659  0.17375692  0.17549168 ...,  0.39556084  0.002      -0.132     ]","[  1.38924664e-01  -1.71338009e-01  -1.76454147e-01 ...,  -2.86179689e-01
   4.85767724e-10  -1.19000003e-01]"
"[ 0.10965529  0.05187576  0.00915856 ...,  0.4230144   0.0075     -0.1225    ]","[-0.12872794  0.24156081 -0.07387622 ..., -0.46967696  0.00949991 -0.1585    ]","[-0.10551786  0.15896965 -0.04499283 ...,  0.40887688  0.00449995 -0.1085    ]","[-0.10699659  0.17325692  0.17599168 ...,  0.39606084  0.0025     -0.1335    ]","[ 0.13842466 -0.17083801 -0.17695415 ..., -0.28767969  0.0005     -0.1195    ]"
"[ 0.10915529  0.05137576  0.00965856 ...,  0.4235144   0.007      -0.122     ]","[-0.13172794  0.23856081 -0.07087622 ..., -0.47267696  0.00649991 -0.1605    ]","[-0.10301786  0.16146965 -0.04749283 ...,  0.40837688  0.00699995 -0.111     ]","[-0.10749659  0.17275692  0.17649168 ...,  0.39456084  0.001      -0.135     ]","[ 0.13792466 -0.17033801 -0.17745415 ..., -0.28917969 -0.001      -0.118     ]"
"[ 0.10665529  0.04887576  0.01215856 ...,  0.4220144   0.0095     -0.1205    ]","[-0.13422794  0.23606081 -0.06837622 ..., -0.47517696  0.00399991 -0.159     ]","[-0.10401786  0.16046965 -0.04649283 ...,  0.40737688  0.00799995 -0.112     ]","[-0.10899659  0.17125692  0.17799168 ...,  0.39506084 -0.0005     -0.1365    ]","[ 0.13992466 -0.17233801 -0.17545415 ..., -0.28717969  0.001      -0.116     ]"
"[ 0.10515529  0.04737576  0.01365856 ...,  0.4235144   0.008      -0.122     ]","[-0.13522794  0.2370608  -0.06737622 ..., -0.47617696  0.00499991 -0.16      ]","[-0.10651786  0.15796965 -0.04399283 ...,  0.40587688  0.00949995 -0.1125    ]","[-0.10899659  0.17125692  0.17799168 ...,  0.39506084 -0.0005     -0.1375    ]","[ 0.14242466 -0.17483801 -0.17295415 ..., -0.28467969  0.0035     -0.1155    ]"
"[ 0.10465529  0.04687576  0.01415856 ...,  0.4230144   0.0085     -0.1225    ]","[-0.13672794  0.2385608  -0.06487622 ..., -0.47867696  0.00749991 -0.1615    ]","[-0.10701786  0.15746965 -0.04349283 ...,  0.40637688  0.00999995 -0.112     ]","[-0.10649659  0.17375692  0.17549168 ...,  0.39256084 -0.003      -0.14      ]","[ 0.14342466 -0.17583801 -0.17195415 ..., -0.28367969  0.0045     -0.1155    ]"
"[ 0.10315529  0.04537576  0.01565856 ...,  0.4225144   0.01       -0.121     ]","[-0.13572794  0.2375608  -0.06587622 ..., -0.47867696  0.00749991 -0.1625    ]","[-0.10401786  0.16046965 -0.04649283 ...,  0.40837688  0.00699995 -0.115     ]","[-0.10399659  0.17625692  0.17299168 ...,  0.39006084 -0.0045     -0.1385    ]","[ 0.14142466 -0.17383801 -0.17395415 ..., -0.28467969  0.0045     -0.1155    ]"
"[ 0.10565529  0.04787576  0.01315856 ...,  0.4240144   0.0075     -0.1235    ]","[-0.13422794  0.23606081 -0.06737622 ..., -0.47717696  0.00599991 -0.163     ]","[-0.10151786  0.16296965 -0.04899283 ...,  0.40987688  0.00449995 -0.1175    ]","[-0.10349659  0.17675692  0.17249168 ...,  0.38956084 -0.005      -0.138     ]","[ 0.13992466 -0.17233801 -0.17545414 ..., -0.28317969  0.006      -0.114     ]"
"[ 0.10815529  0.05037576  0.01065856 ...,  0.4265144   0.005      -0.126     ]","[-0.13322794  0.23506081 -0.06837621 ..., -0.47617696  0.00699991 -0.164     ]","[-0.10251786  0.16196965 -0.04799283 ...,  0.41087688  0.00549995 -0.1165    ]","[-0.10549659  0.17475692  0.17449168 ...,  0.38856084 -0.005      -0.137     ]","[ 0.13892466 -0.17133801 -0.17645414 ..., -0.28417969  0.007      -0.115     ]"
"[ 0.10865529  0.05087576  0.01015856 ...,  0.4270144   0.0045     -0.1265    ]","[-0.13222794  0.23306081 -0.07037621 ..., -0.47617696  0.00799991 -0.163     ]","[-0.10401786  0.16046965 -0.04649283 ...,  0.41137688  0.00599995 -0.116     ]","[-0.10349659  0.17575692  0.17349168 ...,  0.39056084 -0.007      -0.138     ]","[ 0.13742466 -0.16983801 -0.17795414 ..., -0.28667969  0.0065     -0.1175    ]"
"[ 0.10915529  0.05137576  0.00965856 ...,  0.4285144   0.005      -0.125     ]","[-0.13072794  0.23156081 -0.07187621 ..., -0.47767696  0.00749991 -0.1645    ]","[-0.10601786  0.15846965 -0.04449283 ...,  0.41037688  0.00499995 -0.117     ]","[-0.10449659  0.17475692  0.17449168 ...,  0.39156084 -0.007      -0.139     ]","[ 0.13742466 -0.16983801 -0.17795414 ..., -0.28767969  0.0065     -0.1185    ]"
"[ 0.10765529  0.04987576  0.01115856 ...,  0.4280144   0.0065     -0.1265    ]","[-0.12922794  0.23006081 -0.07337621 ..., -0.47717696  0.00999991 -0.167     ]","[-0.10701786  0.15746965 -0.04349283 ...,  0.40937688  0.00399995 -0.118     ]","[-0.10599659  0.17325692  0.17599168 ...,  0.39006084 -0.0065     -0.1385    ]","[ 0.13592466 -0.16833801 -0.17945414 ..., -0.28517969  0.004      -0.116     ]"
"[ 0.10565529  0.04787576  0.01315856 ...,  0.4260144   0.0075     -0.1285    ]","[-0.12772794  0.22856091 -0.07387621 ..., -0.47767696  0.00949991 -0.1665    ]","[-0.10951786  0.15496965 -0.04099283 ...,  0.40787688  0.00349995 -0.1175    ]","[-0.10799658  0.17125692  0.17799168 ...,  0.39206084 -0.0045     -0.1365    ]","[ 0.13542466 -0.16783801 -0.17995414 ..., -0.28467969  0.0045     -0.1165    ]"
"[ 0.10415529  0.04637576  0.01465856 ...,  0.4275144   0.009      -0.127     ]","[-0.12572794  0.23056091 -0.07587621 ..., -0.47667696  0.00749991 -0.1675    ]","[-0.11001786  0.15446965 -0.04049283 ...,  0.40837688  0.00399995 -0.118     ]","[-0.10749658  0.17175692  0.17749168 ...,  0.39156084 -0.005      -0.135     ]","[ 0.13842466 -0.17083801 -0.17695414 ..., -0.28367969  0.0015     -0.1195    ]"
"[ 0.10365529  0.04587576  0.01515856 ...,  0.4270144   0.0095     -0.1275    ]","[-0.12672794  0.22956092 -0.07487627 ..., -0.47567696  0.00649991 -0.1665    ]","[-0.10951786  0.15496965 -0.04099283 ...,  0.40787688  0.00449995 -0.1175    ]","[-0.10849658  0.17075692  0.17849168 ...,  0.39356084 -0.004      -0.136     ]","[ 0.14092466 -0.17333801 -0.17445414 ..., -0.28317969 -0.001      -0.122     ]"
"[ 0.10215529  0.04437576  0.01665856 ...,  0.4255144   0.008      -0.129     ]","[-0.12672794  0.22956093 -0.07487627 ..., -0.47667696  0.00549991 -0.1665    ]","[-0.11001786  0.15446965 -0.04049283 ...,  0.40637688  0.00299995 -0.118     ]","[-0.10849658  0.17075692  0.17849168 ...,  0.39456084 -0.004      -0.137     ]","[  1.39924664e-01  -1.72338010e-01  -1.75454144e-01 ...,  -2.84179688e-01
   5.67509750e-10  -1.23000003e-01]"
"[ 0.10265529  0.04487576  0.01615856 ...,  0.4240144   0.0085     -0.1305    ]","[-0.12622794  0.23006092 -0.07537627 ..., -0.47817696  0.00499991 -0.168     ]","[-0.10901786  0.15546965 -0.04149283 ...,  0.40737688  0.00099995 -0.119     ]","[-0.10599658  0.17325692  0.17599168 ...,  0.39206084 -0.0015     -0.1395    ]","[ 0.13742466 -0.16983801 -0.17795414 ..., -0.28667969  0.0005     -0.1255    ]"
"[ 0.10065529  0.04287576  0.01815856 ...,  0.4220144   0.0095     -0.1325    ]","[-0.12822794  0.22806092 -0.07337627 ..., -0.47917696  0.00699991 -0.166     ]","[-0.11001786  0.15446965 -0.04049283 ...,  0.40637688  0.00199995 -0.12      ]","[-0.10349658  0.17575692  0.17349168 ...,  0.39056084  0.001      -0.142     ]","[ 0.13542466 -0.16783801 -0.17995414 ..., -0.28867969  0.0015     -0.1275    ]"
"[ 0.09965529  0.04187576  0.01915856 ...,  0.4230144   0.0085     -0.1335    ]","[-0.13072794  0.22556092 -0.07087627 ..., -0.47867696  0.00749991 -0.1655    ]","[-0.11251786  0.15196965 -0.03799283 ...,  0.40487688  0.00449995 -0.1205    ]","[-0.10299658  0.17625692  0.17299168 ...,  0.39006084  0.0015     -0.1425    ]","[  1.33924665e-01  -1.66338010e-01  -1.81454143e-01 ...,  -2.90179688e-01
   5.50817699e-10  -1.26000003e-01]"
"[ 0.09915529  0.04137576  0.01965856 ...,  0.4235144   0.009      -0.136     ]","[-0.13172794  0.22456092 -0.06987627 ..., -0.47867696  0.00749991 -0.1655    ]","[-0.11201786  0.15246965 -0.03849283 ...,  0.40537688  0.00499995 -0.121     ]","[-0.10549658  0.17375692  0.17549168 ...,  0.39256084  0.001      -0.142     ]","[ 0.13142466 -0.16383801 -0.18395414 ..., -0.29167969 -0.0025     -0.1255    ]"
"[ 0.09915529  0.04137576  0.01965856 ...,  0.4245144   0.009      -0.137     ]","[-0.13022794  0.22606092 -0.07137627 ..., -0.47717696  0.00699991 -0.166     ]","[-0.10901786  0.15546965 -0.04149283 ...,  0.40237688  0.00199995 -0.124     ]","[-0.10499658  0.17425692  0.17499168 ...,  0.39206084  0.0005     -0.1405    ]","[ 0.13242466 -0.16483801 -0.18295414 ..., -0.29067969 -0.0015     -0.1265    ]"
"[ 0.09865529  0.04087576  0.02015856 ...,  0.4240144   0.0105     -0.1355    ]","[-0.12872794  0.22756092 -0.06987635 ..., -0.47667696  0.00549991 -0.1675    ]","[-0.10651786  0.15796965 -0.04399283 ...,  0.39987688 -0.00050005 -0.1265    ]","[-0.10549658  0.17375692  0.17549168 ...,  0.39256084  0.001      -0.141     ]","[ 0.13492466 -0.16733801 -0.18045414 ..., -0.28817969  0.001      -0.126     ]"
