policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.12315509  0.05737575 -0.0033414  ...,  0.38151492  0.001      -0.117     ]","[-0.12072772  0.22556076 -0.06087622 ..., -0.47667695 -0.00749999 -0.0985    ]","[-0.09451779  0.12596975 -0.05599283 ...,  0.41287687 -0.0185     -0.0785    ]","[-0.08999645  0.18925693  0.15999168 ...,  0.38806083 -0.0035     -0.0685    ]","[ 0.1394247  -0.17983804 -0.14495443 ..., -0.29667966 -0.0045     -0.1185    ]"
"[ 0.1211551   0.05837576 -0.0043414  ...,  0.37951492  0.002      -0.118     ]","[-0.11972772  0.22656076 -0.06187622 ..., -0.47767694 -0.00649999 -0.0985    ]","[-0.09501779  0.12546975 -0.05549283 ...,  0.41137687 -0.017      -0.08      ]","[-0.09149645  0.18775693  0.16149168 ...,  0.38756083 -0.004      -0.069     ]","[ 0.1429247  -0.18333804 -0.14845443 ..., -0.29517966 -0.001      -0.12      ]"
"[ 0.1201551   0.05937576 -0.0053414  ...,  0.37851492  0.001      -0.119     ]","[-0.12122772  0.22506076 -0.06037622 ..., -0.47917694 -0.00499999 -0.097     ]","[-0.09451779  0.12596975 -0.05599283 ...,  0.41087687 -0.0165     -0.0805    ]","[-0.09349645  0.18575693  0.16349168 ...,  0.38956083 -0.004      -0.07      ]","[ 0.1449247  -0.18533804 -0.15045443 ..., -0.29517966  0.001      -0.121     ]"
"[ 0.11765511  0.05687576 -0.0028414  ...,  0.37601492 -0.0005     -0.1185    ]","[-0.12522772  0.22106076 -0.05637622 ..., -0.48317694 -0.00099999 -0.095     ]","[-0.09601779  0.12446975 -0.05449283 ...,  0.41437687 -0.014      -0.082     ]","[-0.09399645  0.18525693  0.16399168 ...,  0.38906083 -0.0045     -0.0715    ]","[ 0.1454247  -0.18583804 -0.15095442 ..., -0.29567966  0.0015     -0.1225    ]"
"[ 0.1181551   0.05637576 -0.0023414  ...,  0.37951492  0.003      -0.122     ]","[-0.12472772  0.22056076 -0.05687622 ..., -0.48267694  0.00050001 -0.0945    ]","[-0.09801779  0.12246975 -0.05249283 ...,  0.41337687 -0.012      -0.083     ]","[-0.09449645  0.18475693  0.16449168 ...,  0.38656083 -0.004      -0.074     ]","[ 0.1429247  -0.18333804 -0.14845442 ..., -0.29717966  0.004      -0.125     ]"
"[ 0.1191551   0.05737576 -0.0033414  ...,  0.38151492  0.005      -0.124     ]","[-0.12322772  0.21906076 -0.05837622 ..., -0.48317694  0.00200001 -0.095     ]","[-0.09851779  0.12096975 -0.05199283 ...,  0.41487687 -0.0105     -0.0835    ]","[-0.09249645  0.18675693  0.16249168 ...,  0.38556083 -0.003      -0.074     ]","[ 0.1399247  -0.18033804 -0.14545442 ..., -0.30017966  0.006      -0.128     ]"
"[ 0.1161551   0.06037576 -0.0063414  ...,  0.38451492  0.002      -0.121     ]","[-0.11922772  0.21606076 -0.06137622 ..., -0.48717694  0.00600001 -0.099     ]","[-0.09501779  0.12446975 -0.05549283 ...,  0.41537687 -0.014      -0.086     ]","[-0.09299645  0.18625693  0.16299168 ...,  0.38606083 -0.0035     -0.0745    ]","[ 0.1379247  -0.17833804 -0.14445442 ..., -0.29817966  0.007      -0.126     ]"
"[ 0.1146551   0.06187576 -0.0078414  ...,  0.38601492  0.0005     -0.1205    ]","[-0.11772772  0.21756076 -0.06287622 ..., -0.48867694  0.00650001 -0.0975    ]","[-0.09301779  0.12646975 -0.05749283 ...,  0.41437687 -0.016      -0.088     ]","[-0.09349645  0.18575693  0.16349168 ...,  0.38656083 -0.005      -0.078     ]","[ 0.1379247  -0.17833804 -0.14445442 ..., -0.30017966  0.009      -0.127     ]"
"[ 0.11165511  0.06187576 -0.00984138 ...,  0.38501492 -0.0005     -0.1195    ]","[-0.11622772  0.21906076 -0.06437622 ..., -0.48917694  0.00500001 -0.099     ]","[-0.09551779  0.12396975 -0.05499283 ...,  0.41587687 -0.0145     -0.0875    ]","[-0.09449645  0.18475693  0.16449168 ...,  0.38656083 -0.005      -0.078     ]","[ 0.1379247  -0.17833804 -0.14445442 ..., -0.30117966  0.009      -0.126     ]"
"[ 0.11015511  0.06137576 -0.00934138 ...,  0.38551492 -0.002      -0.12      ]","[-0.11522772  0.22006076 -0.06537622 ..., -0.48917694  0.00300001 -0.101     ]","[-0.09601779  0.12346975 -0.05449283 ...,  0.41437687 -0.014      -0.087     ]","[-0.09599645  0.18325693  0.16599168 ...,  0.38706083 -0.0055     -0.0765    ]","[ 0.13742471 -0.17783805 -0.14595438 ..., -0.30067966  0.0095     -0.1255    ]"
"[ 0.10965511  0.05787576 -0.00584138 ...,  0.38901492 -0.0045     -0.1225    ]","[-0.11922772  0.21606076 -0.06137622 ..., -0.49017694 -0.00099999 -0.097     ]","[-0.09501779  0.12446975 -0.05549283 ...,  0.41537687 -0.013      -0.088     ]","[-0.09499645  0.18425693  0.16499168 ...,  0.38606083 -0.0065     -0.0785    ]","[ 0.13642471 -0.17683805 -0.14495438 ..., -0.29867966  0.0105     -0.1255    ]"
"[ 0.10715511  0.06037576 -0.00834138 ...,  0.38751492 -0.003      -0.124     ]","[-0.12072772  0.21456076 -0.05987622 ..., -0.49167694 -0.00249999 -0.0965    ]","[-0.09451779  0.12496975 -0.05599283 ...,  0.41487687 -0.0115     -0.0875    ]","[-0.09349645  0.18375694  0.16549168 ...,  0.38856083 -0.004      -0.08      ]","[ 0.13592471 -0.17633805 -0.14445438 ..., -0.29617966  0.009      -0.125     ]"
"[ 0.10515511  0.06237576 -0.01034138 ...,  0.38451492 -0.006      -0.126     ]","[-0.11822772  0.21506076 -0.06237622 ..., -0.48717694 -0.00499999 -0.101     ]","[-0.09701779  0.12246975 -0.05349283 ...,  0.41437687 -0.014      -0.087     ]","[-0.09049645  0.18675693  0.16249168 ...,  0.39056083 -0.002      -0.081     ]","[ 0.13692471 -0.17733805 -0.14545436 ..., -0.29617966  0.008      -0.125     ]"
"[ 0.1071551   0.06237576 -0.01034138 ...,  0.38651492 -0.008      -0.126     ]","[-0.11722772  0.21506078 -0.06337622 ..., -0.48617694 -0.00599999 -0.102     ]","[-0.09801779  0.12146975 -0.05249283 ...,  0.41337689 -0.012      -0.089     ]","[-0.09349645  0.18375693  0.16549168 ...,  0.39356083 -0.004      -0.079     ]","[ 0.13592471 -0.17633805 -0.14445436 ..., -0.29817966  0.008      -0.126     ]"
"[ 0.1056551   0.06287576 -0.01184138 ...,  0.38801492 -0.0085     -0.1245    ]","[-0.11622772  0.21506078 -0.06437622 ..., -0.48717694 -0.00799999 -0.104     ]","[-0.09901779  0.12046975 -0.05149283 ...,  0.41237689 -0.013      -0.088     ]","[-0.09299645  0.18425693  0.16499168 ...,  0.39306083 -0.0035     -0.0785    ]","[ 0.13492471 -0.17533805 -0.14345436 ..., -0.29417966  0.007      -0.127     ]"
"[ 0.1021551   0.05937576 -0.00834138 ...,  0.38751492 -0.006      -0.128     ]","[-0.11522772  0.21306078 -0.06537622 ..., -0.48917694 -0.00499999 -0.108     ]","[-0.09951779  0.11996975 -0.05099283 ...,  0.41387689 -0.0135     -0.0895    ]","[-0.09249645  0.18475694  0.16449168 ...,  0.39456083 -0.006      -0.081     ]","[ 0.13342471 -0.17383805 -0.14195436 ..., -0.29267966  0.0065     -0.1265    ]"
"[ 0.1001551   0.05737576 -0.00634138 ...,  0.38751492 -0.004      -0.13      ]","[-0.11372772  0.21256078 -0.06687622 ..., -0.49067694 -0.00449999 -0.1095    ]","[-0.10101779  0.11846975 -0.04949283 ...,  0.41737689 -0.016      -0.091     ]","[-0.09249645  0.18475694  0.16449168 ...,  0.39456083 -0.007      -0.082     ]","[ 0.13292471 -0.17333805 -0.14145437 ..., -0.29417966  0.007      -0.127     ]"
"[  9.91550964e-02   5.63757647e-02  -9.34138400e-03 ...,   3.84514917e-01
   3.86060186e-09  -1.27999999e-01]","[-0.11722772  0.21606077 -0.06337622 ..., -0.48917694 -0.00199999 -0.107     ]","[-0.10101779  0.11746975 -0.04949283 ...,  0.41737689 -0.017      -0.092     ]","[-0.08849645  0.18875694  0.16049168 ...,  0.39356083 -0.004      -0.084     ]","[ 0.13442471 -0.17483805 -0.14195437 ..., -0.29167966  0.0075     -0.1275    ]"
"[ 0.0986551   0.05587576 -0.01084138 ...,  0.38301492 -0.0005     -0.1275    ]","[-0.11722772  0.21706077 -0.06337622 ..., -0.48717694 -0.00399999
 -0.10700001]","[-0.10151779  0.11696975 -0.04899283 ...,  0.41687689 -0.0165     -0.0915    ]","[-0.08799645  0.18925694  0.15999168 ...,  0.39306083 -0.0045     -0.0855    ]","[ 0.13392471 -0.17433805 -0.14145437 ..., -0.29317966  0.006      -0.126     ]"
"[ 0.0981551   0.05537576 -0.01034138 ...,  0.38351492  0.001      -0.126     ]","[-0.11822772  0.21806077 -0.06237622 ..., -0.48517694 -0.00599999
 -0.10600001]","[-0.10201779  0.11646975 -0.04849283 ...,  0.41637689 -0.016      -0.092     ]","[-0.08699645  0.19025694  0.15899168 ...,  0.39206083 -0.0055     -0.0835    ]","[ 0.13342471 -0.17383805 -0.14095437 ..., -0.29267966  0.0065     -0.1245    ]"
"[ 0.0951551   0.05237576 -0.00934138 ...,  0.38051492  0.003      -0.126     ]","[-0.11572772  0.21856077 -0.06487622 ..., -0.48167694 -0.00649999
 -0.10750001]","[-0.10001779  0.11846975 -0.05049283 ...,  0.41737689 -0.016      -0.092     ]","[-0.08949645  0.18775694  0.16149168 ...,  0.39456083 -0.003      -0.086     ]","[ 0.13492471 -0.17533805 -0.14045438 ..., -0.29117966  0.007      -0.126     ]"
"[ 0.0946551   0.05187577 -0.00984138 ...,  0.37901492  0.0045     -0.1265    ]","[-0.11422773  0.21706077 -0.06637622 ..., -0.48317694 -0.00799999
 -0.10800001]","[-0.09851779  0.11996973 -0.05199283 ...,  0.41887689 -0.0145     -0.0935    ]","[ -9.24964519e-02   1.84756936e-01   1.64491679e-01 ...,   3.96560825e-01
  -2.83828184e-10  -8.59999982e-02]","[ 0.13592471 -0.17633805 -0.14045438 ..., -0.28917966  0.007      -0.129     ]"
"[ 0.0971551   0.05437577 -0.01234138 ...,  0.37951492  0.003      -0.127     ]","[-0.11272773  0.21656077 -0.06787622 ..., -0.48567694 -0.00549999
 -0.11050001]","[-0.10001779  0.11846973 -0.05049283 ...,  0.41737689 -0.016      -0.095     ]","[-0.09449645  0.18275694  0.16649168 ...,  0.39956083 -0.003      -0.088     ]","[ 0.13492471 -0.17533805 -0.13945439 ..., -0.28717966  0.005      -0.13      ]"
"[ 0.0941551   0.05137577 -0.00934138 ...,  0.38251492  0.004      -0.13      ]","[-0.11022773  0.21406077 -0.07037622 ..., -0.48517694 -0.00299999
 -0.11300001]","[-0.10001779  0.11846973 -0.05049283 ...,  0.41637689 -0.016      -0.095     ]","[-0.09349645  0.18375694  0.16549168 ...,  0.40056082 -0.004      -0.087     ]","[ 0.13442471 -0.17483805 -0.13995438 ..., -0.28767966  0.0055     -0.1315    ]"
"[ 0.0926551   0.05087577 -0.00784139 ...,  0.38501492  0.0025     -0.1325    ]","[-0.10922773  0.21106077 -0.07137622 ..., -0.48317696 -0.00099999
 -0.11500001]","[-0.10001779  0.11846973 -0.05049282 ...,  0.41737689 -0.018      -0.095     ]","[-0.09199645  0.18525694  0.16399168 ...,  0.40506082 -0.0055     -0.0845    ]","[ 0.13392471 -0.17433805 -0.13945438 ..., -0.28717966  0.007      -0.133     ]"
"[ 0.09065511  0.04987577 -0.00784139 ...,  0.38401492  0.0015     -0.1305    ]","[ -1.10227735e-01   2.12060784e-01  -7.03762208e-02 ...,  -4.80176958e-01
   9.01397108e-09  -1.13000010e-01]","[-0.10101779  0.11746973 -0.04949282 ...,  0.41937689 -0.016      -0.098     ]","[-0.09049645  0.18675694  0.16249168 ...,  0.40356082 -0.004      -0.083     ]","[ 0.13492471 -0.17533805 -0.14045438 ..., -0.28617966  0.006      -0.132     ]"
"[ 0.09215511  0.05137577 -0.00934138 ...,  0.38551492  0.002      -0.13      ]","[-0.11022773  0.21206079 -0.07037622 ..., -0.47917696  0.00100001
 -0.11300001]","[-0.10151779  0.11696973 -0.04899282 ...,  0.41987689 -0.0155     -0.0975    ]","[-0.08949645  0.18775694  0.16149168 ...,  0.40356082 -0.003      -0.082     ]","[ 0.13842471 -0.17883805 -0.14295438 ..., -0.28567966  0.0035     -0.1285    ]"
"[ 0.09115511  0.05037577 -0.00834139 ...,  0.38551492  0.001      -0.129     ]","[-0.10922773  0.21006079 -0.07137622 ..., -0.48217696  0.00300001
 -0.11500001]","[-0.10201779  0.11646973 -0.04849282 ...,  0.41837689 -0.015      -0.098     ]","[ -9.04964521e-02   1.86756935e-01   1.62491679e-01 ...,   4.05560824e-01
  -4.64853639e-10  -7.99999983e-02]","[ 0.13692471 -0.17733805 -0.14145438 ..., -0.28717966  0.004      -0.13      ]"
"[  9.21551043e-02   4.93757652e-02  -7.34138593e-03 ...,   3.84514917e-01
   3.83630090e-09  -1.29999999e-01]","[-0.11122773  0.21206076 -0.06937622 ..., -0.48417696  0.00100001
 -0.11700001]","[-0.10251779  0.11596973 -0.04799282 ...,  0.41987689 -0.0145     -0.0975    ]","[-0.08949645  0.18775693  0.16149168 ...,  0.40456082 -0.001      -0.079     ]","[ 0.13742471 -0.17783805 -0.14195438 ..., -0.28767966  0.0045     -0.1295    ]"
"[ 0.0926551   0.04987577 -0.00784139 ...,  0.38501492  0.0005     -0.1305    ]","[-0.11222773  0.21306076 -0.06837622 ..., -0.48617696 -0.00199999
 -0.11800001]","[-0.10001779  0.11846973 -0.05049282 ...,  0.42237689 -0.017      -0.095     ]","[-0.08849645  0.18775694  0.16049168 ...,  0.40356082 -0.005      -0.078     ]","[ 0.13792471 -0.17833805 -0.14245438 ..., -0.28917966  0.005      -0.131     ]"
"[ 0.0916551   0.04887577 -0.00684138 ...,  0.38301492  0.0015     -0.1315    ]","[-0.11422774  0.21606076 -0.06537622 ..., -0.48317696 -0.00199999
 -0.12000001]","[-0.09701779  0.12146973 -0.05349282 ...,  0.42337689 -0.02       -0.092     ]","[-0.08749645  0.18875694  0.15949168 ...,  0.40156082 -0.006      -0.08      ]","[ 0.13392471 -0.17433805 -0.13845438 ..., -0.29417966  0.002      -0.134     ]"
"[ 0.0911551   0.04837577 -0.00634139 ...,  0.38151492  0.002      -0.131     ]","[-0.11372774  0.21656076 -0.06387622 ..., -0.48167696 -0.00349999
 -0.12250001]","[-0.09651779  0.12196973 -0.05399282 ...,  0.42387689 -0.0185     -0.0905    ]","[-0.08849645  0.18775694  0.16049168 ...,  0.40256082 -0.005      -0.081     ]","[ 0.13492471 -0.17333805 -0.13945438 ..., -0.29517966  0.001      -0.133     ]"
"[ 0.0951551   0.05237577 -0.01034139 ...,  0.38551492 -0.002      -0.133     ]","[-0.11122774  0.21306076 -0.06637622 ..., -0.48517696 -0.00599999
 -0.12600001]","[-0.09801779  0.12046973 -0.05249282 ...,  0.42237689 -0.017      -0.092     ]","[-0.09049645  0.18575694  0.16249168 ...,  0.40456082 -0.005      -0.081     ]","[ 0.13492471 -0.17333805 -0.13945438 ..., -0.29517966  0.001      -0.132     ]"
"[ 0.0966551   0.05387577 -0.01184139 ...,  0.38701492 -0.0035     -0.1345    ]","[-0.10922774  0.21106076 -0.06737622 ..., -0.48617696 -0.00799999
 -0.12800001]","[-0.09901779  0.11946973 -0.05149282 ...,  0.42337689 -0.016      -0.093     ]","[-0.08849645  0.18775694  0.16049168 ...,  0.40556082 -0.007      -0.083     ]","[ 0.13442471 -0.17283805 -0.13895438 ..., -0.29667966  0.0005     -0.1325    ]"
"[ 0.09465511  0.05187577 -0.01184138 ...,  0.39001492 -0.0065     -0.1335    ]","[-0.11272774  0.21356066 -0.06387622 ..., -0.48267696 -0.00549999
 -0.12450001]","[-0.10301779  0.11646973 -0.04749282 ...,  0.42537689 -0.015      -0.096     ]","[-0.08899645  0.18725694  0.16099168 ...,  0.40606082 -0.0085     -0.0825    ]","[ 0.13392471 -0.17233805 -0.13845438 ..., -0.29817966 -0.001      -0.133     ]"
"[ 0.09315511  0.05037577 -0.01034138 ...,  0.38951492 -0.009      -0.132     ]","[-0.11122774  0.21206067 -0.06537622 ..., -0.48117696 -0.00499999
 -0.12300001]","[-0.10101779  0.11846973 -0.04949282 ...,  0.42337689 -0.017      -0.098     ]","[-0.08699645  0.18925694  0.15899168 ...,  0.40806082 -0.0075     -0.0815    ]","[ 0.13792471 -0.17633805 -0.14245438 ..., -0.29617966  0.002      -0.135     ]"
"[ 0.09365511  0.05087577 -0.01084138 ...,  0.38901492 -0.0085     -0.1315    ]","[-0.11022774  0.21206067 -0.06637622 ..., -0.47917696 -0.00299999
 -0.12400001]","[-0.09951779  0.11796973 -0.05099282 ...,  0.42087689 -0.0175     -0.0995    ]","[-0.08849645  0.18775694  0.16049168 ...,  0.40956082 -0.005      -0.08      ]","[ 0.13942471 -0.17783805 -0.14395438 ..., -0.29467966  0.0025     -0.1365    ]"
"[ 0.09365511  0.04987577 -0.00984138 ...,  0.38901492 -0.0065     -0.1305    ]","[-0.10822774  0.21006067 -0.06837622 ..., -0.47717696 -0.00199999
 -0.12300001]","[-0.10101779  0.11646973 -0.05049281 ...,  0.41937689 -0.016      -0.098     ]","[-0.08949645  0.18675694  0.15949168 ...,  0.40856082 -0.004      -0.081     ]","[ 0.13792471 -0.17633805 -0.14245438 ..., -0.29417966  0.001      -0.137     ]"
"[ 0.09815511  0.05437577 -0.01434138 ...,  0.38851492 -0.003      -0.135     ]","[-0.10722774  0.20906067 -0.06937622 ..., -0.47617696 -0.00299999
 -0.12200001]","[-0.10201779  0.11546973 -0.04949281 ...,  0.42137689 -0.016      -0.098     ]","[-0.09099645  0.18425694  0.15899168 ...,  0.40606082 -0.0015     -0.0845    ]","[  1.36924710e-01  -1.75338049e-01  -1.41454384e-01 ...,  -2.94179660e-01
   1.09368144e-09  -1.35999999e-01]"
"[ 0.09915511  0.05537577 -0.01534138 ...,  0.38951492 -0.002      -0.136     ]","[-0.10872774  0.21056067 -0.06787622 ..., -0.47767696 -0.00249999
 -0.12050001]","[-0.10501779  0.11246973 -0.04649281 ...,  0.42437688 -0.013      -0.099     ]","[-0.09249643  0.18275694  0.16049168 ...,  0.40756082 -0.003      -0.083     ]","[ 0.13592471 -0.17533802 -0.14045439 ..., -0.29317966 -0.001      -0.134     ]"
"[ 0.09615511  0.05237577 -0.01234139 ...,  0.39051492 -0.002      -0.138     ]","[-0.10672774  0.20956067 -0.06887622 ..., -0.47667696 -0.00049999
 -0.11950001]","[-0.10351779  0.11396973 -0.04799281 ...,  0.42387688 -0.0125     -0.0995    ]","[-0.09349643  0.18175694  0.16149168 ...,  0.40856082 -0.002      -0.082     ]","[ 0.13642471 -0.17583802 -0.14095439 ..., -0.29067966 -0.0015     -0.1355    ]"
"[ 0.09515511  0.05037577 -0.01234138 ...,  0.38851492 -0.002      -0.139     ]","[-0.10522774  0.20806067 -0.07037622 ..., -0.47817696 -0.00099999
 -0.12200001]","[-0.10601779  0.11146973 -0.04549281 ...,  0.42637688 -0.01       -0.101     ]","[-0.09399643  0.18125694  0.16199168 ...,  0.40906082 -0.0025     -0.0825    ]","[ 0.13392471 -0.17333802 -0.13845439 ..., -0.29017966 -0.004      -0.138     ]"
"[ 0.09415512  0.04937577 -0.01134138 ...,  0.38751492 -0.001      -0.14      ]","[-0.10572774  0.20856067 -0.06987622 ..., -0.47867696 -0.00049999
 -0.12150001]","[-0.10501779  0.11246973 -0.04649281 ...,  0.42737688 -0.011      -0.102     ]","[-0.08849643  0.18675694  0.15649168 ...,  0.40356082  0.003      -0.087     ]","[ 0.13292471 -0.17233802 -0.13645439 ..., -0.28817966 -0.006      -0.14      ]"
"[ 0.09165512  0.04687577 -0.00884138 ...,  0.38401492  0.0015     -0.1385    ]","[-0.10472774  0.20756067 -0.07087622 ..., -0.47767696 -0.00249999
 -0.12250001]","[-0.10451779  0.11296973 -0.04699281 ...,  0.42987688 -0.0125     -0.1015    ]","[-0.08949643  0.18575694  0.15749168 ...,  0.40256082  0.002      -0.086     ]","[ 0.13492471 -0.17433802 -0.13845439 ..., -0.29117966 -0.003      -0.143     ]"
"[  9.01551210e-02   4.63757676e-02  -7.34138597e-03 ...,   3.82514916e-01
   4.10353710e-09  -1.39999999e-01]","[-0.10222775  0.20906067 -0.06937622 ..., -0.47317696  0.00100001
 -0.12400001]","[-0.10301779  0.11446973 -0.04849281 ...,  0.42937689 -0.014      -0.103     ]","[-0.09049643  0.18275694  0.15949168 ...,  0.39956082 -0.001      -0.087     ]","[ 0.13542471 -0.17483802 -0.13895439 ..., -0.29267966 -0.0015     -0.1425    ]"
"[ 0.09115512  0.04837577 -0.00834139 ...,  0.37851492 -0.003      -0.143     ]","[-0.10322775  0.21006067 -0.06837622 ..., -0.47217696  0.00200001
 -0.12500001]","[-0.10251779  0.11496973 -0.04899281 ...,  0.42987689 -0.0145     -0.1025    ]","[-0.09349643  0.17975694  0.16249168 ...,  0.40256082  0.002      -0.09      ]","[  1.34924710e-01  -1.74338023e-01  -1.38454418e-01 ...,  -2.95179659e-01
   1.08123332e-09  -1.39999999e-01]"
"[ 0.09215512  0.04937577 -0.00934139 ...,  0.37751492 -0.001      -0.142     ]","[ -1.05227746e-01   2.13060669e-01  -6.63762221e-02 ...,  -4.70176960e-01
   8.53342445e-09  -1.23000010e-01]","[-0.10501779  0.11146973 -0.04649281 ...,  0.43337689 -0.012      -0.107     ]","[-0.09499643  0.17825694  0.16399168 ...,  0.40406082  0.0025     -0.0925    ]","[ 0.13492471 -0.17433802 -0.13845442 ..., -0.29617966  0.002      -0.14      ]"
"[ 0.09315512  0.05037577 -0.01034138 ...,  0.37851492 -0.002      -0.143     ]","[ -1.04227746e-01   2.11060670e-01  -6.73762219e-02 ...,  -4.67176960e-01
   8.69073963e-09  -1.25000010e-01]","[-0.10401779  0.11246973 -0.04749281 ...,  0.43437689 -0.013      -0.108     ]","[-0.09449643  0.17875694  0.16349168 ...,  0.40556082  0.004      -0.094     ]","[ 0.13392471 -0.17333802 -0.13745442 ..., -0.29217966  0.005      -0.142     ]"
"[ 0.09265512  0.04887577 -0.00984138 ...,  0.38301492 -0.0035     -0.1455    ]","[-0.10472775  0.21156067 -0.06687622 ..., -0.46667696 -0.00049999
 -0.12550001]","[-0.09951779  0.11696973 -0.05199281 ...,  0.43487689 -0.0175     -0.1095    ]","[-0.09249643  0.18075694  0.16149168 ...,  0.40356082  0.003      -0.093     ]","[ 0.13492471 -0.17433802 -0.13845442 ..., -0.29317966  0.004      -0.141     ]"
"[ 0.09115512  0.04737577 -0.00834139 ...,  0.38251492 -0.002      -0.147     ]","[ -1.04227746e-01   2.11060670e-01  -6.73762217e-02 ...,  -4.65176960e-01
   8.60823798e-09  -1.27000010e-01]","[-0.10101779  0.11546973 -0.05049281 ...,  0.43337689 -0.016      -0.111     ]","[-0.09349643  0.17975694  0.16249168 ...,  0.40256082  0.002      -0.092     ]","[ 0.13492471 -0.17433802 -0.13845442 ..., -0.29417966  0.003      -0.14      ]"
"[ 0.09015512  0.04737577 -0.00734139 ...,  0.38151492 -0.001      -0.15      ]","[-0.10122775  0.20806067 -0.07037622 ..., -0.46417696 -0.00199999
 -0.12900001]","[-0.10401779  0.11246973 -0.04749281 ...,  0.43037689 -0.012      -0.113     ]","[-0.09399643  0.17925694  0.16299168 ...,  0.40306082  0.0025     -0.0915    ]","[ 0.13442471 -0.17383802 -0.13695442 ..., -0.29167966  0.0025     -0.1425    ]"
"[ 0.08815512  0.04537577 -0.00534139 ...,  0.38251492  0.001      -0.15      ]","[ -1.01227747e-01   2.08060670e-01  -7.03762214e-02 ...,  -4.67176960e-01
   8.61391795e-09  -1.31000010e-01]","[-0.10401779  0.11246973 -0.04749281 ...,  0.43237689 -0.013      -0.113     ]","[-0.09099643  0.18225694  0.15999168 ...,  0.40506082  0.0045     -0.0895    ]","[ 0.13192471 -0.17133802 -0.13445442 ..., -0.29317966  0.005      -0.14      ]"
"[ 0.08865512  0.04587577 -0.00584139 ...,  0.38201492  0.0005     -0.1505    ]","[-0.10072775  0.20756067 -0.07087622 ..., -0.46867696 -0.00049999
 -0.13150001]","[-0.10651779  0.10996973 -0.04499281 ...,  0.43587689 -0.0155     -0.1125    ]","[-0.09149643  0.18075694  0.16149168 ...,  0.40656082  0.004      -0.088     ]","[ 0.13192471 -0.17133802 -0.13445442 ..., -0.29417966  0.005      -0.139     ]"
"[ 0.08815512  0.04537577 -0.00534139 ...,  0.38251492  0.001      -0.151     ]","[-0.10222775  0.21106067 -0.06737622 ..., -0.47217696 -0.00199999
 -0.13500001]","[-0.10601779  0.11046973 -0.04549281 ...,  0.43837689 -0.016      -0.11      ]","[-0.09249643  0.17975694  0.16249168 ...,  0.40756082  0.005      -0.087     ]","[ 0.13292471 -0.17233802 -0.13645443 ..., -0.29317957  0.003      -0.142     ]"
"[  8.71551239e-02   4.43757669e-02  -5.34138417e-03 ...,   3.82514916e-01
   4.08485610e-09  -1.49999999e-01]","[-0.10172775  0.21056067 -0.06787622 ..., -0.47167696 -0.00149999
 -0.13550001]","[-0.10601779  0.11046973 -0.04549281 ...,  0.43937689 -0.016      -0.111     ]","[-0.09249643  0.18075694  0.16149168 ...,  0.40656082  0.006      -0.086     ]","[ 0.13492471 -0.17433802 -0.13845443 ..., -0.29517957  0.005      -0.144     ]"
"[  8.81551239e-02   4.53757669e-02  -6.34138420e-03 ...,   3.84514916e-01
   4.07340750e-09  -1.47999999e-01]","[ -1.00227749e-01   2.09060672e-01  -6.93762223e-02 ...,  -4.72176960e-01
   8.60704788e-09  -1.36000010e-01]","[-0.11001779  0.10646973 -0.04149281 ...,  0.43437689 -0.019      -0.113     ]","[-0.09349643  0.17975695  0.16249168 ...,  0.40456082  0.005      -0.084     ]","[ 0.13842471 -0.17783802 -0.13995443 ..., -0.29367957  0.0075     -0.1465    ]"
"[ 0.09165512  0.04887577 -0.00984138 ...,  0.38801492 -0.0035     -0.1445    ]","[-0.09872775  0.20656068 -0.07087622 ..., -0.47067696 -0.00249999
 -0.13850001]","[-0.11051779  0.10596973 -0.04099281 ...,  0.43487689 -0.0195     -0.1135    ]","[-0.09499643  0.17825695  0.16399168 ...,  0.40706082  0.0045     -0.0825    ]","[ 0.13692471 -0.17633802 -0.13845443 ..., -0.29117957  0.006      -0.149     ]"
"[ 0.09065512  0.04787577 -0.00884138 ...,  0.38601492 -0.0015     -0.1455    ]","[-0.09822775  0.20706068 -0.07137622 ..., -0.47217696 -0.00199999
 -0.14000001]","[-0.11251779  0.10396973 -0.03899281 ...,  0.43287689 -0.0205     -0.1115    ]","[-0.09449643  0.17875695  0.16349168 ...,  0.40656082  0.004      -0.082     ]","[ 0.13542471 -0.17483802 -0.13595444 ..., -0.29067957  0.0075     -0.1495    ]"
"[  8.91551245e-02   4.63757670e-02  -7.34138979e-03 ...,   3.86514916e-01
   4.05741189e-09  -1.43999999e-01]","[-0.09922775  0.20606068 -0.07037622 ..., -0.47117696 -0.00299999
 -0.14100001]","[-0.11301779  0.10446974 -0.03849281 ...,  0.43537689 -0.019      -0.11      ]","[-0.09599643  0.17725695  0.16499168 ...,  0.40506082  0.0035     -0.0835    ]","[ 0.13192472 -0.17233802 -0.13345444 ..., -0.28717957  0.004      -0.152     ]"
"[ 0.09015512  0.04637577 -0.00834139 ...,  0.38551492  0.001      -0.143     ]","[-0.10272775  0.20156068 -0.06587622 ..., -0.46867696 -0.00349999
 -0.14250001]","[-0.11301779  0.1044697  -0.03849281 ...,  0.43237689 -0.018      -0.109     ]","[-0.09399643  0.17925695  0.16199168 ...,  0.40806082  0.0055     -0.0835    ]","[ 0.13092472 -0.17133802 -0.13445444 ..., -0.28617957  0.003      -0.153     ]"
