policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[-0.1899321  -0.1194672   0.00284568 ...,  0.00099974 -0.07399992
 -0.06099997]","[-0.17744809  0.09261686  0.13368676 ...,  0.01900004 -0.06599994
 -0.07000007]","[-0.02203976  0.04676503 -0.14422843 ..., -0.0225     -0.02549999
 -0.06750007]","[-0.09040548  0.09603249 -0.23911748 ...,  0.03500012 -0.02900002
 -0.07399998]","[-0.08462593 -0.02592197 -0.07168719 ..., -0.00800002 -0.12400004
 -0.08500001]"
"[-0.19143209 -0.1179672   0.00134569 ...,  0.00049974 -0.07449992
 -0.06049997]","[-0.17744808  0.09161687  0.13268676 ...,  0.02000004 -0.06499994
 -0.07000007]","[-0.02553963  0.04626496 -0.13972845 ..., -0.021      -0.02999999
 -0.06600007]","[-0.0889055   0.09753248 -0.24061732 ...,  0.03450012 -0.02750002
 -0.07549998]","[-0.08562585 -0.02492202 -0.0706872  ..., -0.00900002 -0.12500004
 -0.08600001]"
"[-0.19193208 -0.1174672   0.00084568 ..., -0.00100026 -0.07499992
 -0.05699997]","[-0.17695105  0.09111688  0.13218676 ...,  0.02250004 -0.06649994
 -0.07050007]","[-0.02453964  0.04726494 -0.14072845 ..., -0.02       -0.03099999
 -0.06500007]","[-0.08840554  0.09803248 -0.23911741 ...,  0.03400012 -0.02700002
 -0.07499998]","[-0.08512585 -0.02542202 -0.0711872  ..., -0.00950002 -0.12550004
 -0.08550001]"
"[ -1.92932084e-01  -1.15467252e-01   8.45682466e-04 ...,  -2.57481279e-07
  -7.69999175e-02  -5.49999676e-02]","[-0.17545107  0.09161688  0.13368676 ...,  0.02100004 -0.06599994
 -0.06900007]","[-0.02553963  0.04626494 -0.14072845 ..., -0.019      -0.03099999
 -0.06500007]","[-0.08840554  0.09803247 -0.24011738 ...,  0.03400012 -0.02700002
 -0.07499998]","[-0.08462587 -0.02692201 -0.07268715 ..., -0.00800002 -0.12500004
 -0.08400001]"
"[-0.19243209 -0.11496726  0.00134568 ..., -0.00050026 -0.07649992
 -0.05449997]","[-0.17545107  0.09161688  0.13368676 ...,  0.02200004 -0.06599994
 -0.06900007]","[-0.02403968  0.04776492 -0.14122848 ..., -0.02049998 -0.03249999
 -0.06650007]","[-0.08990553  0.09653248 -0.24161718 ...,  0.03550012 -0.02550002
 -0.07649998]","[-0.08162588 -0.02392203 -0.07268713 ..., -0.00600002 -0.12700004 -0.085     ]"
"[-0.19543207 -0.11196727 -0.00065432 ...,  0.00049974 -0.07849992
 -0.05149997]","[-0.17645102  0.09161688  0.13368677 ...,  0.02100004 -0.06499994
 -0.07100001]","[-0.0225397   0.04826492 -0.1407285  ..., -0.01999998 -0.03299999
 -0.06700007]","[-0.08840555  0.09703247 -0.24011823 ...,  0.03400012 -0.02400003
 -0.07799998]","[-0.08062593 -0.02092204 -0.06968716 ..., -0.00500003 -0.12900004 -0.084     ]"
"[-0.19793206 -0.10946729 -0.0021543  ...,  0.00299974 -0.07999992
 -0.05199994]","[-0.17645104  0.09161689  0.13368678 ...,  0.02100004 -0.06299994
 -0.06900001]","[-0.02053975  0.04926492 -0.13872852 ..., -0.01999998 -0.03499999
 -0.06700007]","[-0.08690594  0.09553249 -0.24161644 ...,  0.03250012 -0.02450003
 -0.07749998]","[-0.08162592 -0.02192204 -0.07068715 ..., -0.00400003 -0.13000003 -0.085     ]"
"[ -1.98932065e-01  -1.09467598e-01  -1.54312756e-04 ...,   3.99974541e-03
  -7.99999176e-02  -5.19999439e-02]","[-0.17595105  0.0901169   0.13418676 ...,  0.02250004 -0.06349994
 -0.06950001]","[-0.0215397   0.05026465 -0.13772853 ..., -0.01899998 -0.03599999
 -0.06800007]","[-0.0874058   0.09703246 -0.24111647 ...,  0.03300012 -0.02300003
 -0.07899998]","[-0.08112592 -0.02242204 -0.07118715 ..., -0.00450003 -0.13050003 -0.0845    ]"
"[-0.20043204 -0.10796761 -0.00165428 ...,  0.00349975 -0.07949992
 -0.05149994]","[-0.17745101  0.08961689  0.13368678 ...,  0.02300004 -0.06399994
 -0.06900001]","[-0.0220397   0.04976465 -0.13722853 ..., -0.01849998 -0.03549999
 -0.06750007]","[-0.08740581  0.09703243 -0.24211646 ...,  0.03300012 -0.02400002
 -0.07999998]","[-0.08312591 -0.02442201 -0.07118716 ..., -0.00750003 -0.13050003 -0.0855    ]"
"[-0.20043201 -0.10796758 -0.00265425 ...,  0.00149975 -0.07949992
 -0.05049994]","[-0.17645109  0.09061689  0.13468678 ...,  0.02200004 -0.06299994
 -0.07000001]","[-0.02403968  0.04876461 -0.13522854 ..., -0.01649998 -0.03549999
 -0.06850007]","[-0.08740581  0.09803241 -0.24311642 ...,  0.03300012 -0.02400002
 -0.07899998]","[-0.08112594 -0.02342202 -0.07218714 ..., -0.00750003 -0.12950003 -0.0855    ]"
"[-0.20193199 -0.10646759 -0.00115429 ...,  0.00299974 -0.07899992
 -0.04899994]","[-0.1759511   0.09011689  0.13418678 ...,  0.02250004 -0.06249994
 -0.07050001]","[-0.02253979  0.05026457 -0.13472858 ..., -0.01599998 -0.03399999
 -0.06900007]","[-0.09140569  0.09403242 -0.24511442 ...,  0.03100012 -0.02100111
 -0.07999998]","[-0.08062595 -0.02492181 -0.07068717 ..., -0.00600003 -0.12900003 -0.084     ]"
"[ -2.00932001e-01  -1.07467569e-01  -1.54302015e-04 ...,   1.99973669e-03
  -7.79999225e-02  -4.99999441e-02]","[-0.17595107  0.08911689  0.13318678 ...,  0.02550004 -0.06249994
 -0.07050002]","[-0.02253979  0.05326452 -0.13672857 ..., -0.01699998 -0.03399999
 -0.07100006]","[-0.09040572  0.09503241 -0.2451152  ...,  0.03200012 -0.02100111
 -0.08099998]","[-0.08162593 -0.02392181 -0.06968718 ..., -0.00700003 -0.12800003 -0.086     ]"
"[-0.200432   -0.10796757  0.0003457  ...,  0.00149974 -0.07749992
 -0.04949994]","[-0.17545101  0.09161688  0.13468678 ...,  0.02700004 -0.06399994
 -0.06900002]","[-0.02303979  0.05276452 -0.13622857 ..., -0.01749998 -0.03349999
 -0.07150006]","[-0.08940575  0.09603241 -0.24611515 ...,  0.03100013 -0.02000111
 -0.08199998]","[-0.08262592 -0.02292182 -0.06868718 ..., -0.00700003 -0.12900003 -0.086     ]"
"[-0.20093224 -0.10546759 -0.00215427 ..., -0.00200026 -0.08099992
 -0.05199994]","[-0.17645102  0.09361688  0.13468677 ...,  0.03200003 -0.06399994
 -0.06900001]","[-0.02503975  0.04976454 -0.13722855 ..., -0.01449998 -0.0325     -0.07250006]","[-0.08890575  0.09653241 -0.24561516 ...,  0.03150013 -0.01950111
 -0.08249998]","[-0.08362592 -0.02392181 -0.0676872  ..., -0.00800003 -0.12900003 -0.087     ]"
"[ -2.02932233e-01  -1.03467626e-01  -1.54280832e-04 ...,  -4.00026192e-03
  -8.19999238e-02  -5.19999427e-02]","[-0.17695095  0.09411688  0.13518676 ...,  0.03150003 -0.06349994
 -0.06850001]","[-0.02453976  0.0492664  -0.13872854 ..., -0.01599997 -0.033      -0.07400006]","[-0.08790588  0.09553242 -0.24361527 ...,  0.03050013 -0.02150111
 -0.08349998]","[-0.08362593 -0.02392181 -0.06868713 ..., -0.00700003 -0.13100003 -0.086     ]"
"[-0.20493223 -0.10146764  0.00084568 ..., -0.00200026 -0.07999992
 -0.05299994]","[-0.17895094  0.09311688  0.13318679 ...,  0.03350003 -0.06249994
 -0.06750001]","[-0.02403976  0.0497664  -0.13922854 ..., -0.01449997 -0.0325     -0.07450006]","[-0.08590625  0.09753241 -0.24461524 ...,  0.02850013 -0.02150111
 -0.08449998]","[-0.08312631 -0.02242183 -0.06718719 ..., -0.00850003 -0.13050003 -0.0875    ]"
"[-0.20793222 -0.09946765  0.00284565 ..., -0.00100026 -0.07799992
 -0.05599994]","[-0.17745095  0.09361689  0.13468678 ...,  0.03500003 -0.06399994
 -0.06900001]","[-0.02453975  0.05026641 -0.13872854 ..., -0.01399997 -0.032      -0.07200006]","[-0.08540625  0.09803241 -0.24511518 ...,  0.02700013 -0.02300111
 -0.08599998]","[-0.08462631 -0.02392182 -0.06868718 ..., -0.00700003 -0.13100003 -0.089     ]"
"[-0.2114322  -0.09796766  0.00434565 ...,  0.00149974 -0.07849992
 -0.05949994]","[-0.17795094  0.09511687  0.13418691 ...,  0.03650003 -0.06549994
 -0.06950001]","[-0.02553974  0.05326637 -0.13772857 ..., -0.01099998 -0.02999999
 -0.07200006]","[-0.08740632  0.09603244 -0.24811514 ...,  0.02600013 -0.02100114
 -0.08399998]","[-0.08562628 -0.02492179 -0.06968715 ..., -0.00800003 -0.13200003 -0.09      ]"
"[-0.20993221 -0.09946765  0.00384567 ...,  0.00099974 -0.07899992
 -0.05999994]","[-0.17845077  0.09361708  0.13368691 ...,  0.03900002 -0.06399994
 -0.06900001]","[-0.02553974  0.05326637 -0.13772857 ..., -0.01099998 -0.03099999
 -0.07200006]","[-0.08640641  0.09603244 -0.2501151  ...,  0.02400013 -0.02000114
 -0.08299998]","[-0.08562628 -0.02592179 -0.06968715 ..., -0.00900003 -0.13300003 -0.091     ]"
"[ -2.08932216e-01  -1.00467632e-01   4.84566381e-03 ...,  -2.62309328e-07
  -7.89999259e-02  -6.09999422e-02]","[-0.17845077  0.09361708  0.13368691 ...,  0.03900002 -0.06499994
 -0.06900001]","[-0.02803968  0.04976641 -0.13722856 ..., -0.00649998 -0.03549999
 -0.06950007]","[-0.08490644  0.09653243 -0.25161507 ...,  0.02450013 -0.01950114
 -0.08149998]","[-0.08662627 -0.02492182 -0.06768718 ..., -0.00700003 -0.13100003 -0.089     ]"
"[-0.20793222 -0.1014676   0.00584566 ..., -0.00100008 -0.07799993
 -0.06199994]","[-0.17995076  0.0921171   0.13218691 ...,  0.04050002 -0.06449994
 -0.06850001]","[-0.02953965  0.04826649 -0.13572856 ..., -0.00599998 -0.03699999
 -0.07100007]","[-0.08690642  0.09453244 -0.25261502 ...,  0.02250013 -0.02050114
 -0.08249998]","[-0.08512632 -0.02642179 -0.06918716 ..., -0.00750003 -0.13150003 -0.0905    ]"
"[-0.20743223 -0.10196758  0.00534566 ..., -0.00150008 -0.07849993
 -0.06349994]","[-0.17795095  0.09511707  0.13518688 ...,  0.04050003 -0.06749994
 -0.06750002]","[-0.02903965  0.04876635 -0.13622856 ..., -0.00449998 -0.03849999
 -0.07050007]","[-0.08640654  0.09503244 -0.25311501 ...,  0.02300013 -0.01900114
 -0.08099998]","[-0.08512631 -0.02442184 -0.06718716 ..., -0.01050003 -0.13050003 -0.0895    ]"
"[-0.20693221 -0.10046762  0.00384568 ..., -0.00200008 -0.08099993
 -0.06599994]","[-0.18045095  0.09361708  0.13268689 ...,  0.04200003 -0.06599994
 -0.06600002]","[-0.02753966  0.05026635 -0.13772856 ..., -0.00299998 -0.03999999
 -0.07100006]","[-0.08640655  0.09703243 -0.25411497 ...,  0.02400014 -0.02000114
 -0.08299998]","[-0.0856263  -0.0259218  -0.06568718 ..., -0.00900003 -0.13000003 -0.091     ]"
"[-0.20643229 -0.09996762  0.00334568 ..., -0.00250008 -0.08149993
 -0.06649994]","[-0.18145094  0.09161713  0.13168689 ...,  0.04200003 -0.06499994
 -0.06600002]","[-0.02803965  0.04976635 -0.13722856 ..., -0.00449998 -0.04149999
 -0.06950006]","[-0.08640655  0.09803242 -0.25411498 ...,  0.02500014 -0.02000114
 -0.08399998]","[-0.08762629 -0.02692179 -0.06468721 ..., -0.00700003 -0.13000003 -0.093     ]"
"[-0.20493229 -0.10146762  0.00384568 ..., -0.00200008 -0.07899993
 -0.06799994]","[-0.17995098  0.09311711  0.13318688 ...,  0.04250003 -0.06649994
 -0.06550002]","[-0.03003965  0.04776636 -0.13522857 ..., -0.00249996 -0.04149999
 -0.07150006]","[-0.08790652  0.09653242 -0.25161501 ...,  0.02150014 -0.01950114
 -0.08749998]","[-0.08812629 -0.0264218  -0.06718719 ..., -0.00850003 -0.13250003 -0.0955    ]"
"[-0.20543225 -0.09996763  0.00534567 ..., -0.00350006 -0.07849993
 -0.06949994]","[-0.18145097  0.09361711  0.13368688 ...,  0.04500002 -0.06699994
 -0.06500002]","[-0.02953965  0.04826636 -0.13672856 ..., -0.00399996 -0.04299999
 -0.07100006]","[-0.08740655  0.09703242 -0.253115   ...,  0.02000014 -0.02000114
 -0.08899998]","[-0.08962628 -0.0279218  -0.06868718 ..., -0.00700003 -0.13400003 -0.097     ]"
"[-0.20493224 -0.09946763  0.00484571 ..., -0.00600006 -0.07699993
 -0.07199994]","[-0.18145098  0.09461711  0.13468688 ...,  0.04600002 -0.06799994
 -0.06500002]","[-0.03003965  0.04876636 -0.13622856 ..., -0.00449996 -0.04249999
 -0.07050006]","[-0.0894065   0.0970324  -0.25711497 ...,  0.01900014 -0.02200114
 -0.09099998]","[-0.08912628 -0.0284218  -0.06918718 ..., -0.00750003 -0.13450003 -0.0965    ]"
"[-0.20593219 -0.10046746  0.00584571 ..., -0.00500006 -0.07599993
 -0.07299994]","[-0.18145097  0.0956171   0.13468688 ...,  0.04700002 -0.06899994
 -0.06400002]","[-0.03103965  0.04776638 -0.13522856 ..., -0.00249996 -0.04349999
 -0.07150006]","[-0.0899065   0.0975324  -0.25761496 ...,  0.01850014 -0.02250114
 -0.09249998]","[-0.08812628 -0.02542183 -0.06718721 ..., -0.00750003 -0.13550003 -0.0995    ]"
"[-0.20643221 -0.09996701  0.00534573 ..., -0.00350006 -0.07549993
 -0.07449994]","[-0.17895098  0.0931171   0.13218689 ...,  0.04850002 -0.07249994
 -0.06450003]","[-0.02953963  0.04926635 -0.1367286  ..., -0.00099996 -0.04599999
 -0.07200006]","[-0.0899065   0.0975324  -0.25561498 ...,  0.01750014 -0.02250114
 -0.09149999]","[-0.08912627 -0.02542183 -0.06818721 ..., -0.00850003 -0.13450003
 -0.10049999]"
"[-0.20493223 -0.101467    0.00684572 ..., -0.00200006 -0.07599993
 -0.07499994]","[-0.177451    0.09161713  0.13268689 ...,  0.04900002 -0.07199994
 -0.06500003]","[-0.0295397   0.0472664  -0.13372861 ...,  0.00200004 -0.04899999
 -0.07400006]","[-0.09090645  0.09753241 -0.25461493 ...,  0.01850014 -0.02450114
 -0.09449999]","[-0.08862629 -0.02692183 -0.0686872  ..., -0.00700003 -0.13300003
 -0.10199999]"
"[-0.20643223 -0.099967    0.00634574 ..., -0.00050006 -0.07649993
 -0.07549994]","[-0.17845099  0.09061715  0.13168689 ...,  0.04800002 -0.07299994
 -0.06400003]","[-0.0295397   0.04726639 -0.1337286  ...,  0.00200004 -0.04899999
 -0.07400006]","[-0.09140642  0.09703242 -0.25511477 ...,  0.01900013 -0.02600114
 -0.09599999]","[-0.08962666 -0.02692198 -0.06668734 ..., -0.00700003 -0.13200003
 -0.10099999]"
"[-0.20393226 -0.10146661  0.00484567 ...,  0.00099994 -0.07899993
 -0.07599994]","[-0.17995097  0.09011715  0.13118689 ...,  0.04850002 -0.07349996
 -0.06450003]","[-0.02803973  0.04676641 -0.1342286  ...,  0.00350004 -0.04849999
 -0.07650006]","[-0.09240641  0.09603243 -0.25611476 ...,  0.02000013 -0.02700114
 -0.09699999]","[-0.08712667 -0.02742198 -0.06918734 ..., -0.00550003 -0.13250003 -0.1005    ]"
"[-0.20643242 -0.09896663  0.00634566 ...,  0.00049994 -0.08249993
 -0.07749994]","[-0.17945097  0.09061714  0.13168689 ...,  0.05000002 -0.07499996
 -0.06600003]","[-0.0300397   0.04876633 -0.13422854 ...,  0.00550004 -0.04949999
 -0.07750006]","[-0.09340641  0.09403247 -0.25811477 ...,  0.02000013 -0.02900114
 -0.09899999]","[-0.08662689 -0.02792197 -0.07068731 ..., -0.00600003 -0.13400003
 -0.10099999]"
"[ -2.06932409e-01  -9.74666339e-02   4.84572142e-03 ...,  -5.69788249e-08
  -8.29999284e-02  -7.69999368e-02]","[-0.17745099  0.08861716  0.13068692 ...,  0.05200002 -0.07499994
 -0.06600005]","[-0.03153967  0.04926634 -0.13372855 ...,  0.00500004 -0.05099999
 -0.07800006]","[-0.09440639  0.09303247 -0.26011475 ...,  0.01900013 -0.02900114
 -0.09899999]","[-0.08862687 -0.02692198 -0.06968758 ..., -0.00700003 -0.13600003
 -0.09999999]"
"[-0.20793241 -0.09646664  0.00584567 ...,  0.00099994 -0.08199993
 -0.07799994]","[-0.17795099  0.08811716  0.13018692 ...,  0.05250002 -0.07549994
 -0.06650005]","[-0.03203967  0.04876634 -0.13322855 ...,  0.00650004 -0.05049999
 -0.07850006]","[-0.09390639  0.09353247 -0.26061475 ...,  0.01850013 -0.02850114
 -0.09949999]","[-0.08912686 -0.02642198 -0.06918758 ..., -0.00850003 -0.13550003
 -0.10149999]"
"[-0.2084324  -0.09696664  0.00734567 ...,  0.00249994 -0.08049993
 -0.07849994]","[-0.17945096  0.08761716  0.12968692 ...,  0.05400002 -0.07599994
 -0.06800005]","[-0.03203965  0.05076633 -0.13222856 ...,  0.00750004 -0.05149999
 -0.07950006]","[-0.09640632  0.09303246 -0.26311463 ...,  0.01599858 -0.02900114
 -0.10399998]","[-0.09062685 -0.02792198 -0.06968758 ..., -0.00800003 -0.13600003
 -0.10299999]"
"[-0.20993238 -0.09646665  0.00884566 ...,  0.00099994 -0.07799993
 -0.07899993]","[-0.18245094  0.08861717  0.1316869  ...,  0.05700001 -0.07399994
 -0.06800005]","[-0.03203965  0.05076634 -0.13122856 ...,  0.00850004 -0.05049999
 -0.07850005]","[-0.09540637  0.09203251 -0.26511461 ...,  0.01599857 -0.03000114
 -0.10599998]","[-0.09312683 -0.02442199 -0.06818758 ..., -0.00550003 -0.13550003
 -0.10649999]"
"[-0.20893239 -0.09846664  0.01184564 ..., -0.00100006 -0.07499995
 -0.08099993]","[-0.18545092  0.09261715  0.13468689 ...,  0.05800001 -0.07399994
 -0.06400005]","[-0.03153965  0.0512657  -0.13172856 ...,  0.00900004 -0.04899999
 -0.07900005]","[-0.09640617  0.09303251 -0.26411468 ...,  0.01699857 -0.02900115
 -0.10699998]","[-0.09362682 -0.02492199 -0.06968755 ..., -0.00400003 -0.13400003
 -0.10499999]"
"[-0.20943239 -0.09896663  0.01234564 ..., -0.00050006 -0.07449995
 -0.08049993]","[-0.18595092  0.09211721  0.13418689 ...,  0.05850001 -0.07449994
 -0.06450005]","[-0.03003967  0.05076589 -0.13322856 ...,  0.00850004 -0.04749999
 -0.07850006]","[-0.09690627  0.0945325  -0.26361467 ...,  0.01749857 -0.02750115
 -0.10749998]","[-0.09362682 -0.02492199 -0.06968755 ..., -0.00400003 -0.13300003
 -0.10499999]"
"[-0.21393236 -0.09646667  0.01584564 ...,  0.00299994 -0.07599995
 -0.08499993]","[-0.18445093  0.09161721  0.13568688 ...,  0.05600002 -0.07499994
 -0.06400005]","[-0.03153966  0.0492659  -0.13272856 ...,  0.00900004 -0.04899999
 -0.07800011]","[-0.09640628  0.09703249 -0.26511458 ...,  0.01699857 -0.03000114
 -0.10999997]","[-0.09562681 -0.02292199 -0.06768756 ..., -0.00200003 -0.13100003
 -0.10699998]"
"[-0.21543236 -0.09596665  0.01534564 ...,  0.00249994 -0.07649995
 -0.08449993]","[-0.18595092  0.09111722  0.13518689 ...,  0.05750002 -0.07549994
 -0.06550005]","[-0.03153966  0.0492659  -0.13272856 ...,  0.01000004 -0.04899999
 -0.07900011]","[-0.0954064   0.0960325  -0.26711456 ...,  0.01599857 -0.02900114
 -0.10899998]","[-0.09512681 -0.021422   -0.06618759 ..., -0.00050003 -0.13250003
 -0.10849998]"
"[-0.21593214 -0.09746661  0.01384566 ...,  0.00299994 -0.07699995
 -0.08599993]","[-0.18545098  0.0936172   0.1356869  ...,  0.05700002 -0.07399994
 -0.06600005]","[-0.03003976  0.05076577 -0.13122858 ...,  0.01050004 -0.05049999
 -0.07750011]","[-0.0964064   0.0950325  -0.26711457 ...,  0.01699857 -0.02700115
 -0.10699998]","[ -9.36268354e-02  -2.09220066e-02  -6.46876157e-02 ...,  -3.40553922e-08
  -1.34000030e-01  -1.07999982e-01]"
"[-0.21393216 -0.0994666   0.01584565 ...,  0.00099994 -0.07899995
 -0.08699993]","[-0.18545098  0.0946172   0.13668689 ...,  0.05800002 -0.07399995
 -0.06600004]","[-0.02753976  0.05026583 -0.13472857 ...,  0.01200004 -0.04799999
 -0.08100011]","[-0.09590638  0.0955325  -0.26761441 ...,  0.01949857 -0.02750115
 -0.10749998]","[-0.09512683 -0.02142199 -0.06318763 ..., -0.00050003 -0.13550003
 -0.10949998]"
"[-0.21493215 -0.0984666   0.01384566 ...,  0.00099995 -0.07999995
 -0.08899993]","[-0.18695097  0.09311721  0.1351869  ...,  0.05850002 -0.07449995
 -0.06750004]","[-0.02803976  0.04976583 -0.13322857 ...,  0.01050004 -0.04849998
 -0.08150011]","[-0.09440646  0.09503252 -0.26911439 ...,  0.01999857 -0.02600115
 -0.10799998]","[-0.09562682 -0.02292198 -0.06268764 ..., -0.00200003 -0.13700003
 -0.11099998]"
"[-0.21543214 -0.09996657  0.01534565 ...,  0.00149995 -0.08149995
 -0.08849993]","[-0.18645098  0.0936172   0.1356869  ...,  0.05700002 -0.07599995
 -0.06600004]","[-0.02853976  0.04926584 -0.13272858 ...,  0.01100004 -0.04699999
 -0.08200011]","[-0.09440642  0.09503252 -0.2691144  ...,  0.01899857 -0.02600115
 -0.10899998]","[-0.09462682 -0.02392197 -0.06368763 ..., -0.00300003 -0.13800002
 -0.11199998]"
"[-0.21393221 -0.10146656  0.0168456  ...,  0.00299995 -0.08299995
 -0.08699993]","[-0.18545102  0.0956168   0.13768688 ...,  0.05700002 -0.07699995
 -0.06900004]","[-0.02903976  0.04876584 -0.13222858 ...,  0.01150004 -0.04649999
 -0.08150011]","[-0.09390645  0.09553244 -0.27061438 ...,  0.01849857 -0.02750115
 -0.11049998]","[-0.09462682 -0.02392198 -0.06468762 ..., -0.00200003 -0.13900002
 -0.11299998]"
"[-0.21493207 -0.10046651  0.01784554 ...,  0.00399995 -0.08799995
 -0.08399993]","[-0.18745101  0.09461681  0.13568689 ...,  0.05600002 -0.07899995
 -0.07000004]","[-0.02953975  0.04826585 -0.13172858 ...,  0.01300004 -0.04499999
 -0.08200011]","[-0.09440643  0.0970325  -0.26911444 ...,  0.02099857 -0.02500115
 -0.11499998]","[-0.09212699 -0.020422   -0.06218763 ..., -0.00050003 -0.13650003
 -0.11549998]"
"[-0.21493207 -0.10246649  0.01684557 ...,  0.00299994 -0.09199995
 -0.08299993]","[-0.189451    0.0956168   0.13468689 ...,  0.05700002 -0.08199995
 -0.07100004]","[-0.03103975  0.04676585 -0.13122858 ...,  0.01450004 -0.04349999
 -0.08350011]","[-0.09390643  0.0965325  -0.26961444 ...,  0.02049857 -0.02550115
 -0.11549998]","[-0.09362699 -0.020922   -0.06368757 ...,  0.00099997 -0.13700002
 -0.11399998]"
"[-0.21593168 -0.10046651  0.01484557 ...,  0.00399994 -0.09299995
 -0.08099994]","[-0.18645101  0.09861679  0.13768689 ...,  0.05400002 -0.08299995
 -0.07200004]","[-0.02903976  0.04876583 -0.13322856 ...,  0.01250004 -0.04449999
 -0.08350011]","[-0.09440602  0.0950325  -0.26811436 ...,  0.01599857 -0.03000115
 -0.11899998]","[-0.09512697 -0.02142201 -0.06418755 ...,  0.00249997 -0.13750002
 -0.11349998]"
"[-0.21793167 -0.09746654  0.01484554 ...,  0.00699994 -0.09699995
 -0.07899994]","[-0.18595101  0.10011681  0.13918689 ...,  0.05150002 -0.08549995
 -0.07250004]","[-0.03003975  0.04776585 -0.13222857 ...,  0.01350004 -0.04349999
 -0.08450011]","[-0.09190621  0.0965325  -0.26761432 ...,  0.01449857 -0.02950115
 -0.11949998]","[-0.09462697 -0.022922   -0.06568754 ...,  0.00299997 -0.13700002
 -0.11399998]"
"[-0.22043167 -0.09596655  0.01534554 ...,  0.00749994 -0.09849995
 -0.07949994]","[-0.188451    0.09861681  0.13668689 ...,  0.05100003 -0.08699995
 -0.07300004]","[-0.03153974  0.04526586 -0.13072858 ...,  0.01300004 -0.04499999
 -0.08700011]","[-0.09140622  0.09403251 -0.26911431 ...,  0.01399857 -0.02700115
 -0.12199998]","[-0.093127   -0.02142201 -0.06418764 ...,  0.00349997 -0.13750002
 -0.11549998]"
"[-0.21693168 -0.09946655  0.01884553 ...,  0.00899994 -0.09699995
 -0.08099993]","[-0.19245099  0.09561685  0.1326869  ...,  0.05100002 -0.08699995
 -0.07300004]","[-0.03103974  0.04576586 -0.13122858 ...,  0.01250004 -0.04449999
 -0.08650011]","[-0.09190623  0.0935324  -0.26961431 ...,  0.01249857 -0.02650115
 -0.12449997]","[-0.09562699 -0.02492195 -0.06168773 ...,  0.00599996 -0.13700002
 -0.11699998]"
"[-0.21693168 -0.09946655  0.01884553 ...,  0.00899994 -0.09699995
 -0.08199993]","[-0.19345098  0.09461685  0.13168691 ...,  0.05200002 -0.08799995
 -0.07200004]","[-0.02953976  0.04726584 -0.12972859 ...,  0.01300004 -0.04399999
 -0.08900011]","[-0.09240622  0.0950324  -0.26911433 ...,  0.01299857 -0.02700115
 -0.12399998]","[-0.09562699 -0.02492195 -0.06268772 ...,  0.00599996 -0.13600002
 -0.11699998]"
"[-0.21793167 -0.09946653  0.01784554 ...,  0.01099994 -0.09999994
 -0.08099993]","[-0.19145099  0.09661685  0.1336869  ...,  0.05200002 -0.08899995
 -0.07100004]","[-0.02853976  0.04726583 -0.13072858 ...,  0.01300004 -0.04399999
 -0.09100011]","[-0.09140623  0.09203242 -0.27011433 ...,  0.01499857 -0.03000114
 -0.12699998]","[-0.09512706 -0.02342196 -0.06118773 ...,  0.00449996 -0.13550002
 -0.11749998]"
"[-0.21593168 -0.10146653  0.01984552 ...,  0.01199994 -0.10199994
 -0.07899994]","[-0.19345097  0.09561685  0.13268691 ...,  0.05400002 -0.08999995
 -0.07000004]","[-0.03053975  0.04526588 -0.12872859 ...,  0.01500004 -0.04199999
 -0.09200011]","[-0.09140625  0.09303242 -0.26811448 ...,  0.01499858 -0.03400114
 -0.12799997]","[-0.09362707 -0.02492196 -0.06268773 ...,  0.00499996 -0.13500002
 -0.11599998]"
"[-0.21093171 -0.10346652  0.01984553 ...,  0.00999995 -0.10499995
 -0.07899994]","[-0.19295096  0.09511685  0.13218692 ...,  0.05450002 -0.08849997
 -0.06950004]","[-0.03003975  0.04576588 -0.12922859 ...,  0.01450004 -0.04149999
 -0.09150011]","[-0.0924062   0.09303244 -0.2661149  ...,  0.01399859 -0.03500114
 -0.12999997]","[-0.09362702 -0.02792194 -0.06368772 ...,  0.00599996 -0.13600002
 -0.11899998]"
"[-0.20743172 -0.10296653  0.01834553 ...,  0.00949995 -0.10549995
 -0.07649994]","[-0.19245093  0.09461685  0.12968704 ...,  0.05300002 -0.08499997
 -0.07200004]","[-0.02803976  0.04476591 -0.13122848 ...,  0.01450004 -0.04249999
 -0.09250011]","[-0.0929062   0.09353244 -0.2656149  ...,  0.01349859 -0.03450114
 -0.13149997]","[-0.09262702 -0.0259218  -0.06568768 ...,  0.00499996 -0.13600002
 -0.12099998]"
"[-0.20893174 -0.10046653  0.01584553 ...,  0.00799995 -0.10599995
 -0.07699994]","[-0.19145093  0.09761684  0.13168703 ...,  0.05100002 -0.08499997
 -0.07400004]","[-0.02903975  0.04476591 -0.13022848 ...,  0.01350003 -0.04449999
 -0.09450011]","[-0.09540608  0.09803242 -0.2631149  ...,  0.01199859 -0.03400114
 -0.13499998]","[-0.09262702 -0.02392181 -0.0636877  ...,  0.00399996 -0.13800002
 -0.12099998]"
