policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.03070789 -0.32717845  0.16668046 ...,  0.02        0.009       0.014     ]","[  1.17894734e-01   7.05607979e-02  -4.83122072e-02 ...,   1.90000025e-02
   7.56013673e-10   3.90000025e-02]","[ 0.24808649  0.18553726  0.02907464 ...,  0.019      -0.022      -0.011     ]","[ 0.33997114  0.02503671 -0.35709268 ..., -0.016       0.037       0.021     ]","[-0.11501167 -0.25995644 -0.00653546 ..., -0.004      -0.027      -0.037     ]","[ 0.05550437 -0.33007945 -0.10650995 ..., -0.0065      0.0025      0.0025    ]","[-0.10696846 -0.01046429  0.31010515 ...,  0.0095      0.0045     -0.0145    ]","[ 0.10832041  0.35321613  0.25668861 ...,  0.01       -0.001      -0.026     ]","[-0.26504405  0.30231444  0.05056374 ..., -0.003      -0.009      -0.003     ]","[ 0.08416303  0.081043    0.106989   ..., -0.031      -0.014      -0.015     ]"
"[-0.03070789 -0.32817845  0.16568046 ...,  0.023       0.011       0.018     ]","[ 0.11689473  0.0685608  -0.05031221 ...,  0.019      -0.004       0.037     ]","[ 0.25008649  0.18653726  0.02907464 ...,  0.02       -0.021      -0.009     ]","[ 0.34097114  0.02503671 -0.35809268 ..., -0.014       0.039       0.02      ]","[-0.11401167 -0.25995644 -0.00753546 ..., -0.002      -0.031      -0.039     ]","[ 0.05500437 -0.32957946 -0.10800995 ..., -0.008       0.002       0.001     ]","[-0.10846846 -0.00996429  0.30860515 ...,  0.008       0.006      -0.016     ]","[ 0.10732041  0.35121613  0.25368861 ...,  0.01       -0.003      -0.029     ]","[-0.26204405  0.29931444  0.05356374 ..., -0.003      -0.012      -0.002     ]","[ 0.08116303  0.081043    0.105989   ..., -0.036      -0.015      -0.016     ]"
"[-0.02970789 -0.32717845  0.16468046 ...,  0.024       0.012       0.019     ]","[ 0.11639473  0.0680608  -0.05081221 ...,  0.0195     -0.0045      0.0375    ]","[ 0.25008649  0.18853726  0.02707464 ...,  0.021      -0.022      -0.008     ]","[ 0.34397114  0.02303672 -0.35709268 ..., -0.014       0.043       0.022     ]","[-0.11401167 -0.25895644 -0.00753546 ..., -0.001      -0.032      -0.041     ]","[ 0.05400437 -0.32857946 -0.11100994 ..., -0.01        0.001      -0.002     ]","[-0.11246846 -0.01196429  0.30760515 ...,  0.007       0.008      -0.021     ]","[ 0.10732041  0.34921613  0.25168861 ...,  0.008      -0.006      -0.032     ]","[-0.26104405  0.29831444  0.05456374 ..., -0.003      -0.012      -0.003     ]","[ 0.07816303  0.081043    0.104989   ..., -0.039      -0.015      -0.018     ]"
"[-0.03070789 -0.32617845  0.16268046 ...,  0.027       0.016       0.024     ]","[ 0.11239473  0.0630608  -0.05481221 ...,  0.0215     -0.0085      0.0415    ]","[ 0.25058649  0.19003726  0.02757464 ...,  0.0215     -0.0205     -0.0075    ]","[ 0.34297114  0.01903672 -0.35409268 ..., -0.014       0.047       0.026     ]","[-0.11101167 -0.25695644 -0.01153546 ..., -0.002      -0.036      -0.045     ]","[  5.30043692e-02  -3.28579457e-01  -1.10009943e-01 ...,  -9.00000045e-03
   3.81689111e-09  -4.99999829e-03]","[-0.11646846 -0.01196429  0.30360515 ...,  0.006       0.011      -0.024     ]","[ 0.10882041  0.34871613  0.25018861 ...,  0.0095     -0.0075     -0.0325    ]","[ -2.63044046e-01   2.96314437e-01   5.45637381e-02 ...,   7.97460802e-11
  -8.99999966e-03  -2.99999887e-03]","[ 0.07916303  0.084043    0.103989   ..., -0.039      -0.018      -0.018     ]"
"[-0.03120789 -0.32567845  0.16218046 ...,  0.0285      0.0155      0.0275    ]","[ 0.11189473  0.0625608  -0.05531221 ...,  0.023      -0.01        0.043     ]","[ 0.25008649  0.19153726  0.02707464 ...,  0.021      -0.019      -0.009     ]","[ 0.34147114  0.01853672 -0.35259268 ..., -0.0135      0.0475      0.0255    ]","[-0.11201167 -0.25395644 -0.01253546 ..., -0.005      -0.04       -0.046     ]","[ 0.05300437 -0.32857946 -0.11000994 ..., -0.007      -0.002      -0.003     ]","[-0.11646846 -0.01096429  0.30260515 ...,  0.007       0.011      -0.023     ]","[ 0.10532041  0.35121613  0.25168861 ...,  0.011      -0.005      -0.031     ]","[-0.26504405  0.29931444  0.05256374 ...,  0.001      -0.004      -0.003     ]","[ 0.07916303  0.085043    0.10098901 ..., -0.039      -0.019      -0.02      ]"
"[-0.03270789 -0.32717845  0.16068049 ...,  0.027       0.017       0.029     ]","[ 0.11089473  0.0595608  -0.05731221 ...,  0.024      -0.013       0.045     ]","[ 0.24908649  0.19553726  0.02607464 ...,  0.021      -0.02       -0.012     ]","[ 0.34097114  0.01503672 -0.34809268 ..., -0.013       0.052       0.021     ]","[-0.11151167 -0.25345644 -0.01303546 ..., -0.0045     -0.0415     -0.0455    ]","[ 0.05300437 -0.32757946 -0.11300994 ..., -0.003      -0.006       0.002     ]","[-0.11846846 -0.01296429  0.30060515 ...,  0.006       0.011      -0.021     ]","[ 0.10532041  0.35121613  0.24968861 ...,  0.013      -0.004      -0.033     ]","[-0.26554405  0.29781444  0.05206374 ...,  0.0015     -0.0025     -0.0035    ]","[ 0.07966303  0.086543    0.09948901 ..., -0.0375     -0.0195     -0.0205    ]"
"[-0.03770789 -0.33217845  0.16068049 ...,  0.024       0.018       0.032     ]","[ 0.11089473  0.0585608  -0.06031221 ...,  0.024      -0.016       0.046     ]","[ 0.24708649  0.19553726  0.02407464 ...,  0.019      -0.019      -0.012     ]","[ 0.33797114  0.01403672 -0.34509268 ..., -0.013       0.056       0.017     ]","[-0.11101167 -0.25595644 -0.01453546 ..., -0.003      -0.045      -0.047     ]","[ 0.05250437 -0.32907946 -0.11550994 ...,  0.0005     -0.0095      0.0055    ]","[-0.11996846 -0.01446429  0.29810515 ...,  0.0065      0.0115     -0.0235    ]","[ 0.10682041  0.35271613  0.24818861 ...,  0.0135     -0.0035     -0.0335    ]","[-0.26604405  0.29431444  0.05456374 ...,  0.001      -0.003      -0.006     ]","[ 0.08316303  0.084043    0.10298901 ..., -0.038      -0.017      -0.02      ]"
"[-0.04170789 -0.33617845  0.16468049 ...,  0.02        0.018       0.033     ]","[ 0.11289473  0.0595608  -0.05831221 ...,  0.022      -0.015       0.046     ]","[ 0.24708649  0.19353726  0.02607464 ...,  0.022      -0.021      -0.014     ]","[ 0.33797114  0.01503672 -0.34509268 ..., -0.013       0.057       0.016     ]","[-0.11401167 -0.25895644 -0.01653546 ..., -0.001      -0.049      -0.048     ]","[ 0.05300437 -0.32957945 -0.11700994 ..., -0.002      -0.01        0.004     ]","[-0.12146846 -0.01696429  0.30060515 ...,  0.006       0.013      -0.026     ]","[ 0.10532041  0.35121613  0.24768863 ...,  0.015      -0.005      -0.033     ]","[-0.26504405  0.29131444  0.05756374 ..., -0.002      -0.004      -0.007     ]","[ 0.08716303  0.084043    0.10498901 ..., -0.039      -0.017      -0.017     ]"
"[-0.04370789 -0.33417845  0.16668049 ...,  0.018       0.019       0.032     ]","[ 0.11689473  0.0615608  -0.05731221 ...,  0.018      -0.013       0.044     ]","[ 0.24708649  0.19353726  0.02907464 ...,  0.023      -0.022      -0.013     ]","[ 0.33597114  0.01703671 -0.34209268 ..., -0.015       0.06        0.021     ]","[ -1.15011674e-01  -2.59956436e-01  -1.65354645e-02 ...,   2.16606966e-09
  -4.99999963e-02  -4.89999952e-02]","[ 0.05600437 -0.32957945 -0.12100994 ..., -0.006      -0.008       0.003     ]","[-0.12346846 -0.01896429  0.30160515 ...,  0.003       0.018      -0.028     ]","[ 0.10232041  0.34621613  0.24768863 ...,  0.018      -0.008      -0.032     ]","[-0.26504405  0.29031444  0.05756374 ..., -0.002      -0.003      -0.007     ]","[ 0.08916303  0.084043    0.10698901 ..., -0.038      -0.015      -0.018     ]"
"[-0.04870789 -0.32917845  0.17168049 ...,  0.013       0.02        0.03      ]","[ 0.12039473  0.0640608  -0.05581221 ...,  0.0145     -0.0125      0.0425    ]","[ 0.24758649  0.19303726  0.03057464 ...,  0.0255     -0.0245     -0.0145    ]","[ 0.33397114  0.01403671 -0.33809268 ..., -0.015       0.064       0.025     ]","[ -1.15011674e-01  -2.58956436e-01  -1.65354644e-02 ...,   2.35510304e-09
  -5.49999963e-02  -4.79999952e-02]","[ 0.05600437 -0.32957945 -0.12300994 ..., -0.008      -0.008       0.002     ]","[-0.12446846 -0.02196429  0.30460515 ...,  0.003       0.02       -0.028     ]","[ 0.10132041  0.34421613  0.24668863 ...,  0.02       -0.01       -0.032     ]","[-0.26304405  0.28831444  0.06056374 ..., -0.001      -0.004      -0.007     ]","[ 0.08816303  0.081043    0.107989   ..., -0.042      -0.016      -0.019     ]"
"[-0.05020789 -0.32567845  0.17518049 ...,  0.0105      0.0205      0.0295    ]","[ 0.12089473  0.0635608  -0.05531221 ...,  0.012      -0.012       0.045     ]","[ 0.24408649  0.19053726  0.02907464 ...,  0.027      -0.027      -0.016     ]","[ 0.33347114  0.01453671 -0.33759268 ..., -0.0155      0.0645      0.0255    ]","[-0.11201167 -0.25595644 -0.02053546 ...,  0.002      -0.056      -0.047     ]","[ 0.05400437 -0.33057945 -0.12200994 ..., -0.006      -0.011       0.004     ]","[-0.12246848 -0.01996429  0.30260515 ...,  0.001       0.019      -0.028     ]","[ 0.10332041  0.34421613  0.24468863 ...,  0.022      -0.01       -0.033     ]","[-0.26004405  0.28431444  0.06056374 ..., -0.001      -0.004      -0.008     ]","[ 0.08716303  0.082043    0.106989   ..., -0.046      -0.019      -0.02      ]"
"[-0.04870789 -0.32317845  0.17668049 ...,  0.012       0.023       0.03      ]","[ 0.12189473  0.0625608  -0.05231221 ...,  0.01       -0.013       0.047     ]","[ 0.24208649  0.18853726  0.02707464 ...,  0.024      -0.027      -0.018     ]","[ 0.33197113  0.01003671 -0.33709268 ..., -0.012       0.067       0.027     ]","[-0.11251167 -0.25545644 -0.02003546 ...,  0.0025     -0.0565     -0.0465    ]","[ 0.05200437 -0.33157945 -0.12100994 ..., -0.003      -0.014       0.006     ]","[-0.12446848 -0.01696429  0.29960515 ..., -0.002       0.021      -0.03      ]","[ 0.10632041  0.34221613  0.24068863 ...,  0.026      -0.013      -0.034     ]","[-0.25954405  0.28481444  0.06106374 ..., -0.0015     -0.0035     -0.0085    ]","[ 0.08666303  0.081543    0.106489   ..., -0.0475     -0.0205     -0.0205    ]"
"[-0.04770789 -0.31917845  0.17768049 ...,  0.014       0.026       0.031     ]","[ 0.11989473  0.0605608  -0.05131221 ...,  0.009      -0.014       0.047     ]","[ 0.24208649  0.18953726  0.02907464 ...,  0.023      -0.029      -0.018     ]","[ 0.32997113  0.00803671 -0.33809268 ..., -0.012       0.067       0.027     ]","[-0.10901168 -0.25795643 -0.01953546 ...,  0.006      -0.057      -0.052     ]","[ 0.05150437 -0.33207945 -0.12050994 ..., -0.0025     -0.0155      0.0065    ]","[-0.12396848 -0.01646429  0.30010515 ..., -0.0015      0.0215     -0.0325    ]","[ 0.10882041  0.34271613  0.23718863 ...,  0.0285     -0.0145     -0.0355    ]","[-0.25704405  0.27931444  0.06256374 ...,  0.003      -0.003      -0.012     ]","[ 0.08316303  0.084043    0.108989   ..., -0.046      -0.021      -0.023     ]"
"[-0.04770789 -0.31717845  0.17868049 ...,  0.015       0.026       0.032     ]","[ 0.11789473  0.0575608  -0.05431221 ...,  0.008      -0.012       0.045     ]","[ 0.23908649  0.18853726  0.03207464 ...,  0.025      -0.029      -0.019     ]","[ 0.32897113  0.00903671 -0.33909268 ..., -0.011       0.066       0.026     ]","[-0.10901168 -0.25695643 -0.01953546 ...,  0.007      -0.06       -0.057     ]","[ 0.05300437 -0.33457945 -0.12300994 ..., -0.002      -0.018       0.005     ]","[-0.12546848 -0.01596429  0.29960515 ..., -0.004       0.022      -0.035     ]","[ 0.10732042  0.34421613  0.23668863 ...,  0.029      -0.017      -0.035     ]","[ -2.54044052e-01   2.76314438e-01   6.45637393e-02 ...,   3.00000086e-03
  -2.28592941e-09  -1.39999985e-02]","[ 0.08016303  0.086043    0.108989   ..., -0.049      -0.023      -0.024     ]"
"[-0.05070789 -0.32017845  0.17768049 ...,  0.012       0.028       0.029     ]","[ 0.11689473  0.0535608  -0.05831221 ...,  0.007      -0.008       0.044     ]","[ 0.24058649  0.19003726  0.03457464 ...,  0.0255     -0.0305     -0.0195    ]","[ 0.32697113  0.01003671 -0.33809268 ..., -0.01        0.065       0.023     ]","[-0.11001168 -0.25795643 -0.02053546 ...,  0.008      -0.061      -0.056     ]","[ 0.05600437 -0.33857945 -0.12300994 ..., -0.004      -0.021       0.002     ]","[-0.12746849 -0.01296429  0.29860515 ..., -0.004       0.022      -0.038     ]","[ 0.10832042  0.34521612  0.23668863 ...,  0.03       -0.021      -0.035     ]","[-0.25304405  0.27531444  0.06556374 ...,  0.002       0.001      -0.015     ]","[ 0.08016303  0.087043    0.108989   ..., -0.049      -0.022      -0.023     ]"
"[-0.05070789 -0.32017845  0.17968049 ...,  0.01        0.026       0.03      ]","[ 0.11539473  0.0520608  -0.05881221 ...,  0.0085     -0.0055      0.0435    ]","[ 0.24108649  0.18853726  0.03707464 ...,  0.028      -0.03       -0.02      ]","[ 0.32447113  0.01053672 -0.34059268 ..., -0.0105      0.0615      0.0225    ]","[-0.11001168 -0.25595643 -0.01953546 ...,  0.009      -0.063      -0.055     ]","[ 0.05800437 -0.34057945 -0.12500994 ..., -0.005      -0.022       0.001     ]","[-0.12846849 -0.01296429  0.29760515 ..., -0.006       0.021      -0.037     ]","[ 0.10832042  0.34521612  0.23468863 ...,  0.032      -0.024      -0.036     ]","[-0.25004405  0.27431444  0.06856374 ...,  0.001      -0.001      -0.018     ]","[ 0.08216303  0.092043    0.109989   ..., -0.047      -0.023      -0.025     ]"
"[-0.05020789 -0.31967845  0.17918049 ...,  0.0085      0.0265      0.0305    ]","[ 0.11289473  0.0485608  -0.06131221 ...,  0.00800001 -0.002       0.042     ]","[ 0.24308649  0.18853726  0.04107464 ...,  0.029      -0.031      -0.022     ]","[ 0.32597113  0.01203672 -0.34209268 ..., -0.01        0.06        0.024     ]","[-0.11051168 -0.25545643 -0.01903546 ...,  0.0075     -0.0645     -0.0555    ]","[ 0.05700436 -0.33957946 -0.12400994 ..., -0.004      -0.022       0.002     ]","[-0.12846849 -0.00896429  0.29460515 ..., -0.01        0.018      -0.04      ]","[ 0.11032042  0.34521612  0.23168863 ...,  0.035      -0.027      -0.038     ]","[-0.24954405  0.27181444  0.07206374 ..., -0.0005      0.0005     -0.0215    ]","[ 0.08016303  0.097043    0.109989   ..., -0.046      -0.021      -0.024     ]"
"[-0.05270789 -0.31917845  0.18168049 ...,  0.00700001  0.022       0.035     ]","[ 0.11289473  0.0485608  -0.06231221 ...,  0.00900001 -0.001       0.041     ]","[ 0.24608649  0.19053726  0.04407464 ...,  0.029      -0.03       -0.022     ]","[ 0.32597113  0.01603672 -0.34109268 ..., -0.013       0.058       0.027     ]","[-0.10901168 -0.25395643 -0.01853546 ...,  0.007      -0.063      -0.055     ]","[ 0.05600436 -0.33857946 -0.12300994 ..., -0.002      -0.023       0.005     ]","[-0.12846848 -0.00496429  0.29260515 ..., -0.013       0.019      -0.044     ]","[ 0.11132042  0.34521612  0.23068863 ...,  0.037      -0.032      -0.042     ]","[-0.24804405  0.27031444  0.07356374 ..., -0.001       0.001      -0.023     ]","[ 0.07966303  0.097543    0.109489   ..., -0.0455     -0.0205     -0.0235    ]"
"[-0.04870789 -0.31617845  0.18368049 ...,  0.00600001  0.019       0.038     ]","[  1.09894735e-01   4.95607991e-02  -6.33122087e-02 ...,   1.30000066e-02
   8.18293914e-10   4.40000028e-02]","[ 0.24808649  0.19253726  0.04607464 ...,  0.029      -0.032      -0.019     ]","[ 0.32497113  0.01903672 -0.33909268 ..., -0.016       0.057       0.029     ]","[-0.10601168 -0.24895643 -0.01653546 ...,  0.002      -0.064      -0.055     ]","[ 0.05550436 -0.33907946 -0.12350994 ..., -0.0005     -0.0215      0.0035    ]","[-0.12896848 -0.00546429  0.29210514 ..., -0.0125      0.0195     -0.0455    ]","[ 0.11082042  0.34671612  0.23118863 ...,  0.0375     -0.0345     -0.0445    ]","[ -2.44044052e-01   2.65314438e-01   7.85637383e-02 ...,   1.05562061e-09
  -1.00000475e-03  -2.59999985e-02]","[ 0.08416303  0.101043    0.114989   ..., -0.042      -0.023      -0.025     ]"
"[-0.04770789 -0.31517845  0.18268049 ...,  0.00600001  0.018       0.039     ]","[  1.06894735e-01   4.85607991e-02  -6.43122087e-02 ...,   1.70000066e-02
   8.20382612e-10   4.60000028e-02]","[ 0.25208649  0.19653726  0.05107464 ...,  0.028      -0.036      -0.018     ]","[ 0.32297114  0.02003672 -0.33709268 ..., -0.016       0.057       0.031     ]","[ -1.05011676e-01  -2.46956434e-01  -1.65354615e-02 ...,   2.23710821e-09
  -6.29999962e-02  -5.59999953e-02]","[ 0.05400436 -0.33857946 -0.12400994 ...,  0.001      -0.02        0.005     ]","[-0.12946848 -0.00096429  0.28960514 ..., -0.012       0.019      -0.048     ]","[ 0.10932042  0.34921612  0.22968863 ...,  0.036      -0.037      -0.047     ]","[ -2.45044052e-01   2.64314437e-01   8.05637383e-02 ...,   1.05075939e-09
  -1.00000476e-03  -2.69999985e-02]","[ 0.08566303  0.102543    0.115489   ..., -0.0435     -0.0245     -0.0255    ]"
"[-0.04970789 -0.31817845  0.17768049 ...,  0.00200001  0.013       0.04      ]","[ 0.10739473  0.0490608  -0.06481221 ...,  0.01850001  0.0005      0.0465    ]","[ 0.25358649  0.19703726  0.05357464 ...,  0.0265     -0.0375     -0.0175    ]","[ 0.31997114  0.02103672 -0.33309268 ..., -0.019       0.057       0.033     ]","[-0.10401168 -0.24595643 -0.01753546 ..., -0.001      -0.064      -0.056     ]","[ 0.05800436 -0.34257946 -0.12200994 ...,  0.004      -0.016       0.002     ]","[-0.12746848  0.00303571  0.28660515 ..., -0.012       0.017      -0.049     ]","[ 0.10932042  0.34821612  0.22768863 ...,  0.037      -0.041      -0.05      ]","[-0.24504405  0.26331444  0.07956374 ...,  0.001       0.001      -0.028     ]","[ 0.08216303  0.103043    0.112989   ..., -0.042      -0.027      -0.027     ]"
"[-0.05170789 -0.32117845  0.17468049 ...,  0.00100001  0.008       0.044     ]","[ 0.10389474  0.0475608  -0.06631221 ...,  0.02300001  0.004       0.043     ]","[ 0.25408647  0.20053726  0.05707464 ...,  0.026      -0.035      -0.016     ]","[ 0.31847114  0.02253672 -0.33159268 ..., -0.0195      0.0555      0.0355    ]","[-0.10501168 -0.24395643 -0.01653546 ..., -0.002      -0.062      -0.055     ]","[ 0.05900436 -0.34557946 -0.11900994 ...,  0.007      -0.018      -0.001     ]","[-0.12646848  0.00303571  0.28760514 ..., -0.013       0.018      -0.05      ]","[ 0.10932042  0.35021612  0.22668863 ...,  0.036      -0.043      -0.051     ]","[-0.24504405  0.26031444  0.07656374 ...,  0.003       0.00099999 -0.029     ]","[ 0.08116303  0.103043    0.113989   ..., -0.042      -0.03       -0.03      ]"
"[-0.05120789 -0.32067845  0.17418049 ...,  0.00150001  0.0075      0.0445    ]","[ 0.09889474  0.0435608  -0.06931221 ...,  0.02700001  0.006       0.043     ]","[ 0.25508647  0.20453726  0.06107464 ...,  0.024      -0.031      -0.013     ]","[ 0.31597114  0.02503672 -0.33209268 ..., -0.022       0.058       0.037     ]","[-0.10551168 -0.24245643 -0.01703546 ..., -0.0025     -0.0615     -0.0575    ]","[ 0.05850436 -0.34607946 -0.11850994 ...,  0.0085     -0.0165     -0.0025    ]","[-0.12446848  0.00703571  0.28660515 ..., -0.018       0.023      -0.055     ]","[ 0.10532042  0.35421612  0.23068863 ...,  0.034      -0.044      -0.052     ]","[-0.24554405  0.25881444  0.07406374 ...,  0.0045      0.00049999 -0.0305    ]","[ 0.08116303  0.101043    0.113989   ..., -0.043      -0.031      -0.029     ]"
"[-0.04670789 -0.31617845  0.17768049 ...,  0.00100001  0.006       0.047     ]","[ 0.09789474  0.0435608  -0.06931221 ...,  0.02800001  0.006       0.044     ]","[ 0.25558647  0.20603726  0.06257464 ...,  0.0245     -0.0315     -0.0125    ]","[ 0.31297114  0.02703672 -0.33509268 ..., -0.026       0.059       0.04      ]","[-0.10701168 -0.24495643 -0.01553546 ..., -0.004      -0.059      -0.056     ]","[ 0.05500436 -0.34257946 -0.12300994 ...,  0.013      -0.01699999 -0.006     ]","[-0.12346848  0.01003571  0.28460515 ..., -0.019       0.027      -0.059     ]","[ 0.10132042  0.35921612  0.23368863 ...,  0.031      -0.047      -0.056     ]","[-0.24504405  0.26031444  0.07556373 ...,  0.002      -0.00200001 -0.032     ]","[ 0.08116303  0.097043    0.116989   ..., -0.046      -0.035      -0.031     ]"
"[-0.04570789 -0.31617845  0.17668049 ...,  0.00100001  0.003       0.051     ]","[ 0.09989474  0.0445608  -0.07031221 ...,  0.02900001  0.004       0.046     ]","[ 0.25408647  0.20553726  0.06407464 ...,  0.021      -0.034      -0.012     ]","[ 0.31397114  0.02603672 -0.33709268 ..., -0.027       0.061       0.042     ]","[-0.10901168 -0.24795643 -0.01553546 ..., -0.006      -0.054      -0.057     ]","[ 0.05100436 -0.34157946 -0.12800994 ...,  0.015      -0.01799999 -0.009     ]","[-0.12296848  0.01053571  0.28410515 ..., -0.0185      0.0265     -0.0595    ]","[ 0.10082042  0.35971612  0.23318863 ...,  0.0295     -0.0455     -0.0565    ]","[-0.24604405  0.26231444  0.07656373 ..., -0.002      -0.00500001 -0.033     ]","[ 0.08016303  0.096043    0.118989   ..., -0.049      -0.04       -0.031     ]"
"[-0.04470789 -0.31517845  0.17568049 ...,  0.00200001  0.002       0.052     ]","[ 0.10389474  0.0475608  -0.07231221 ...,  0.02800001  0.003       0.046     ]","[ 0.25308647  0.20453726  0.06807464 ...,  0.021      -0.037      -0.014     ]","[ 0.31197114  0.02703672 -0.33909268 ..., -0.03        0.061       0.045     ]","[-0.11101168 -0.25095643 -0.01353546 ..., -0.006      -0.051      -0.059     ]","[ 0.05000436 -0.34157946 -0.12800994 ...,  0.015      -0.01799999 -0.009     ]","[-0.12046848  0.01503571  0.28360515 ..., -0.02        0.032      -0.065     ]","[ 0.10232042  0.35821612  0.23168863 ...,  0.032      -0.048      -0.061     ]","[-0.24704405  0.26231444  0.07556373 ..., -0.003      -0.00600001 -0.034     ]","[ 0.07866303  0.096543    0.119489   ..., -0.0505     -0.0415     -0.0315    ]"
"[-0.04470789 -0.31717845  0.17468049 ...,  0.00400001 -0.002       0.053     ]","[ 0.10339474  0.0470608  -0.07281221 ...,  0.02750001  0.0025      0.0465    ]","[ 0.25308647  0.20453726  0.06807464 ...,  0.021      -0.037      -0.014     ]","[ 0.31097114  0.02803672 -0.34409268 ..., -0.034       0.058       0.05      ]","[-0.11101168 -0.24995643 -0.01353546 ..., -0.008      -0.048      -0.057     ]","[ 0.04800436 -0.34257946 -0.12800994 ...,  0.012      -0.01499999 -0.007     ]","[-0.11646848  0.02003571  0.28460515 ..., -0.023       0.034      -0.068     ]","[ 0.10332042  0.35721612  0.22968863 ...,  0.034      -0.049      -0.062     ]","[ -2.50044053e-01   2.61314440e-01   7.25637345e-02 ...,   9.80638493e-10
  -7.00000539e-03  -3.69999984e-02]","[ 0.07716303  0.095043    0.119989   ..., -0.055      -0.046      -0.032     ]"
"[-0.04120789 -0.31567845  0.17018049 ...,  0.00750001 -0.0065      0.0535    ]","[ 0.10289473  0.0455608  -0.07131221 ...,  0.02300001  0.005       0.048     ]","[ 0.25708646  0.20453726  0.06807464 ...,  0.019      -0.033      -0.014     ]","[ 0.31247114  0.02753672 -0.34559268 ..., -0.0345      0.0565      0.0505    ]","[-0.10801168 -0.24995643 -0.01753546 ..., -0.01       -0.045      -0.059     ]","[ 0.04700436 -0.34657946 -0.12700994 ...,  0.007      -0.01099999 -0.009     ]","[-0.11546848  0.02103571  0.28360515 ..., -0.022       0.033      -0.069     ]","[ 0.10232042  0.35821612  0.23068863 ...,  0.034      -0.049      -0.063     ]","[-0.25304405  0.26231444  0.07056373 ...,  0.001      -0.00700001 -0.041     ]","[ 0.07516303  0.095043    0.11898901 ..., -0.058      -0.049      -0.034     ]"
"[-0.04170789 -0.31617845  0.17068049 ...,  0.00900001 -0.008       0.053     ]","[ 0.10089473  0.0425608  -0.07231221 ...,  0.01900001  0.006       0.048     ]","[ 0.25708646  0.20453726  0.07007464 ...,  0.017      -0.031      -0.015     ]","[ 0.31097114  0.02903672 -0.34409268 ..., -0.036       0.055       0.049     ]","[-0.10651168 -0.24745643 -0.01803546 ..., -0.0125     -0.0425     -0.0585    ]","[ 0.04650436 -0.34707946 -0.12750994 ...,  0.0065     -0.01149999 -0.0095    ]","[-0.11546848  0.02203571  0.28260515 ..., -0.023       0.033      -0.069     ]","[ 0.09832042  0.36121612  0.23268863 ...,  0.033      -0.051      -0.06      ]","[-0.25454405  0.26181444  0.07006373 ...,  0.0025     -0.00850001 -0.0395    ]","[ 0.07516303  0.095043    0.11898901 ..., -0.058      -0.049      -0.034     ]"
"[-0.04470789 -0.31517845  0.17468049 ...,  0.01100001 -0.011       0.052     ]","[ 0.10189473  0.0415608  -0.07131221 ...,  0.01800001  0.007       0.049     ]","[ 0.25658646  0.20503726  0.07057464 ...,  0.0165     -0.0315     -0.0145    ]","[ 0.30997114  0.02903672 -0.34609268 ..., -0.036       0.054       0.048     ]","[-0.10701168 -0.24595643 -0.01553546 ..., -0.015      -0.044      -0.06      ]","[ 0.05000436 -0.35157946 -0.12200994 ...,  0.005      -0.01699999 -0.008     ]","[-0.11546848  0.02203571  0.28460515 ..., -0.025       0.038      -0.074     ]","[ 0.09532042  0.36221612  0.23468863 ...,  0.031      -0.051      -0.059     ]","[-0.25504405  0.26431444  0.07156373 ...,  0.004      -0.00900001 -0.041     ]","[ 0.07216303  0.099043    0.11498901 ..., -0.062      -0.047      -0.032     ]"
"[-0.04570789 -0.31517845  0.17568049 ...,  0.01300001 -0.014       0.048     ]","[ 0.10489473  0.0385608  -0.06831221 ...,  0.01300001  0.007       0.048     ]","[ 0.25608646  0.20253726  0.07507464 ...,  0.02       -0.029      -0.013     ]","[ 0.30897114  0.03003672 -0.34609268 ..., -0.038       0.054       0.05      ]","[-0.10801168 -0.24395643 -0.01253546 ..., -0.019      -0.043      -0.058     ]","[ 0.05400436 -0.35457946 -0.12000994 ...,  0.00399999 -0.02099999 -0.008     ]","[-0.11346848  0.02403571  0.28660515 ..., -0.024       0.043      -0.079     ]","[ 0.09482042  0.36271612  0.23518863 ...,  0.0315     -0.0515     -0.0595    ]","[-0.25404405  0.26331444  0.06856373 ...,  0.006      -0.01200001 -0.043     ]","[ 0.07116303  0.103043    0.11098901 ..., -0.063      -0.049      -0.032     ]"
"[-0.04370789 -0.31317845  0.17768049 ...,  0.01500001 -0.014       0.046     ]","[ 0.10739473  0.0390608  -0.06581221 ...,  0.00850001  0.0075      0.0485    ]","[ 0.25808646  0.20653726  0.08007464 ...,  0.022      -0.025      -0.011     ]","[ 0.30597114  0.02803672 -0.34609268 ..., -0.042       0.053       0.049     ]","[-0.10801168 -0.24195643 -0.01153546 ..., -0.02       -0.043      -0.057     ]","[ 0.05300436 -0.35357946 -0.12100994 ...,  0.00299999 -0.01999999 -0.007     ]","[-0.11296848  0.02353571  0.28610515 ..., -0.0245      0.0435     -0.0795    ]","[ 0.09432041  0.36321612  0.23368863 ...,  0.028      -0.05       -0.061     ]","[-0.25404405  0.26231444  0.06956373 ...,  0.005      -0.01200001 -0.044     ]","[ 0.07166303  0.103543    0.11048901 ..., -0.0625     -0.0495     -0.0325    ]"
