policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[-0.26197071 -0.19080718 -0.1842526  ..., -0.058      -0.042      -0.03599999]","[ 0.01336296 -0.12592424  0.24852376 ..., -0.137       0.009      -0.029     ]","[ 0.06438261 -0.02225222  0.08623897 ..., -0.028      -0.00200001 -0.006     ]","[-0.2303346   0.06065965  0.10722587 ..., -0.078      -0.01399996 -0.096     ]","[-0.1998824   0.14558492 -0.11313802 ..., -0.014      -0.096      -0.016     ]"
"[-0.25897071 -0.18780719 -0.1812526  ..., -0.063      -0.047      -0.03299999]","[ 0.00836297 -0.13092424  0.24352377 ..., -0.13        0.002      -0.032     ]","[ 0.06338261 -0.02125222  0.08523897 ..., -0.029      -0.00300001 -0.007     ]","[-0.2293346   0.05965966  0.10822587 ..., -0.077      -0.01499996 -0.097     ]","[-0.1978824   0.14958492 -0.11513803 ..., -0.018      -0.098      -0.02      ]"
"[-0.25897071 -0.18980718 -0.1832526  ..., -0.067      -0.049      -0.02899999]","[ 0.00636297 -0.13292424  0.24152377 ..., -0.13        0.002      -0.032     ]","[ 0.06038261 -0.01825222  0.08423898 ..., -0.032      -0.00600001 -0.006     ]","[-0.2263346   0.05665967  0.11122586 ..., -0.074      -0.01399996 -0.098     ]","[-0.19588242  0.14558492 -0.11113804 ..., -0.026      -0.098      -0.016     ]"
"[-0.25997071 -0.19280718 -0.1822526  ..., -0.07       -0.052      -0.02799999]","[ 0.00236297 -0.12892424  0.24352376 ..., -0.136       0.006      -0.028     ]","[ 0.05738262 -0.01725223  0.08323898 ..., -0.035      -0.00700001 -0.003     ]","[-0.22433458  0.05865963  0.10522587 ..., -0.07       -0.01199996 -0.104     ]","[-0.19488242  0.14458492 -0.11413804 ..., -0.029      -0.099      -0.017     ]"
"[-0.25797072 -0.19480718 -0.18425259 ..., -0.07       -0.056      -0.02999999]","[ 0.00636297 -0.12692424  0.24352379 ..., -0.136       0.006      -0.026     ]","[ 0.05238262 -0.02025217  0.078239   ..., -0.04       -0.01000001 -0.006     ]","[-0.22633458  0.05865963  0.10322587 ..., -0.072      -0.01199996 -0.106     ]","[-0.19188243  0.14958492 -0.10913804 ..., -0.026      -0.092      -0.016     ]"
"[-0.25597073 -0.19880717 -0.18225261 ..., -0.072      -0.058      -0.02799999]","[ 0.00536297 -0.12592424  0.24452379 ..., -0.135       0.005      -0.025     ]","[ 0.05538261 -0.02325217  0.081239   ..., -0.041      -0.01100001 -0.005     ]","[-0.22433463  0.06265962  0.0992259  ..., -0.066      -0.00799996 -0.098     ]","[-0.18988243  0.14958491 -0.10713805 ..., -0.024      -0.092      -0.018     ]"
"[-0.25197074 -0.19280718 -0.1902526  ..., -0.078      -0.062      -0.02599999]","[ 0.00036297 -0.12092424  0.24752379 ..., -0.138      -0.004      -0.03      ]","[ 0.05238262 -0.02425217  0.08423899 ..., -0.038      -0.01400001 -0.008     ]","[-0.22533463  0.06365961  0.0982259  ..., -0.065      -0.00699996 -0.097     ]","[-0.18788243  0.14358491 -0.10713807 ..., -0.024      -0.098      -0.024     ]"
"[-0.25097073 -0.19380718 -0.1932526  ..., -0.077      -0.065      -0.02899999]","[-0.00163703 -0.11892424  0.24552379 ..., -0.14       -0.006      -0.032     ]","[ 0.04838262 -0.02625217  0.09023899 ..., -0.042      -0.01200001
 -0.00800001]","[-0.22833463  0.05465962  0.0932259  ..., -0.064      -0.00999996 -0.096     ]","[-0.18688243  0.14458491 -0.10613807 ..., -0.023      -0.099      -0.025     ]"
"[-0.25397072 -0.19480719 -0.19825259 ..., -0.086      -0.06       -0.03199999]","[-0.00663701 -0.11592425  0.2405238  ..., -0.147      -0.007      -0.035     ]","[ 0.0503826  -0.02225218  0.09423899 ..., -0.046      -0.00800001
 -0.00600001]","[-0.23033463  0.05665962  0.0912259  ..., -0.062      -0.00799997 -0.098     ]","[-0.18988244  0.14158492 -0.10113807 ..., -0.02       -0.1        -0.028     ]"
"[-0.25397072 -0.19680718 -0.19825259 ..., -0.088      -0.058      -0.03399999]","[-0.00363704 -0.11692425  0.24352379 ..., -0.15       -0.01       -0.038     ]","[ 0.0493826  -0.01725218  0.09323899 ..., -0.049      -0.00300001
 -0.00500001]","[-0.23733463  0.06365961  0.09022591 ..., -0.055      -0.00299997 -0.099     ]","[-0.18388245  0.13558492 -0.09713808 ..., -0.022      -0.106      -0.032     ]"
"[-0.25997071 -0.19880718 -0.20025245 ..., -0.096      -0.062      -0.03599999]","[-0.00563701 -0.11492425  0.24952346 ..., -0.152      -0.012      -0.042     ]","[ 0.0483826  -0.01625218  0.09023899 ..., -0.048      -0.00400001
 -0.00200001]","[-0.24033462  0.06265962  0.09122591 ..., -0.054      -0.00399997 -0.102     ]","[-0.18488245  0.13858491 -0.09413808 ..., -0.021      -0.109      -0.033     ]"
"[-0.25897071 -0.19780718 -0.19925245 ..., -0.095      -0.063      -0.03699999]","[-0.00763699 -0.11092425  0.25152345 ..., -0.156      -0.012      -0.044     ]","[ 0.04438261 -0.01625221  0.08823899 ..., -0.052      -0.00200003
 -0.00400001]","[-0.24433462  0.06865946  0.08922593 ..., -0.052      -0.00599997 -0.108     ]","[-0.18988244  0.13158492 -0.08713812 ..., -0.026      -0.114      -0.028     ]"
"[-0.25197072 -0.2008072  -0.20425245 ..., -0.088      -0.074      -0.03399999]","[-0.00763698 -0.11092425  0.25352345 ..., -0.156      -0.008      -0.042     ]","[ 0.04238261 -0.01425221  0.08823899 ..., -0.054      -0.00200003
 -0.00400001]","[-0.24633461  0.07265943  0.09122589 ..., -0.054      -0.00399997 -0.112     ]","[-0.19188244  0.13158492 -0.08713812 ..., -0.024      -0.114      -0.026     ]"
"[-0.25397072 -0.20280719 -0.20225245 ..., -0.086      -0.072      -0.03599999]","[-0.00463698 -0.10792425  0.25652345 ..., -0.159      -0.011      -0.039     ]","[ 0.03738261 -0.00925221  0.09123896 ..., -0.053      -0.00100003
 -0.00300001]","[-0.24533461  0.07365943  0.09222589 ..., -0.055      -0.00499997 -0.111     ]","[-0.19388245  0.14158492 -0.09713811 ..., -0.02       -0.108      -0.02      ]"
"[-0.26297066 -0.2078072  -0.19525245 ..., -0.085      -0.067      -0.04299999]","[-0.00763696 -0.10692425  0.25952344 ..., -0.16       -0.012      -0.036     ]","[ 0.03438265 -0.01025221  0.09423896 ..., -0.052      -0.00200003
 -0.00600001]","[-0.24633459  0.07665937  0.0892259  ..., -0.054      -0.00599997 -0.11      ]","[-0.19488245  0.14258492 -0.09813811 ..., -0.019      -0.107      -0.019     ]"
"[-0.26397066 -0.20880719 -0.19425245 ..., -0.082      -0.07       -0.04599999]","[-0.01363695 -0.10492425  0.26152344 ..., -0.158      -0.018      -0.042     ]","[ 0.03438265 -0.01025221  0.09223897 ..., -0.052      -0.00400003
 -0.00800001]","[-0.25433458  0.08265935  0.09122586 ..., -0.062       0.00200003 -0.114     ]","[-0.19688245  0.14258492 -0.10213811 ..., -0.015      -0.109      -0.025     ]"
"[-0.26497066 -0.2098072  -0.19525246 ..., -0.079      -0.069      -0.04299999]","[-0.01463697 -0.10792425  0.26252344 ..., -0.159      -0.017      -0.041     ]","[ 0.04138263 -0.01525221  0.09923896 ..., -0.045      -0.00500003
 -0.01100001]","[-0.25533458  0.08365935  0.09222586 ..., -0.063       0.00300003 -0.115     ]","[-0.19388245  0.13958492 -0.10313811 ..., -0.018      -0.108      -0.022     ]"
"[-0.25797066 -0.20680722 -0.20225245 ..., -0.082      -0.064      -0.03999999]","[-0.02163697 -0.11492425  0.26552343 ..., -0.158      -0.022      -0.038     ]","[ 0.04238263 -0.01625221  0.09623897 ..., -0.042      -0.00200003
 -0.01400001]","[-0.25833457  0.08465935  0.09322585 ..., -0.064       0.00600003 -0.116     ]","[-0.19188245  0.14358492 -0.10513812 ..., -0.02       -0.112      -0.024     ]"
"[-0.25597067 -0.20280722 -0.20625245 ..., -0.084      -0.068      -0.03799999]","[-0.02363697 -0.11692425  0.26552343 ..., -0.158      -0.02200003 -0.036     ]","[ 0.04638262 -0.02225221  0.09823897 ..., -0.044       0.00199997
 -0.01400001]","[-0.25233457  0.08265931  0.08922585 ..., -0.068      -0.00199997 -0.122     ]","[-0.19088245  0.14458493 -0.11013811 ..., -0.021      -0.113      -0.029     ]"
"[-0.25197067 -0.19880737 -0.20825245 ..., -0.08       -0.072      -0.03999999]","[-0.02163697 -0.12292425  0.26352346 ..., -0.15       -0.02000003 -0.036     ]","[ 0.04438268 -0.02425211  0.09623897 ..., -0.046       0.00599997
 -0.01400001]","[-0.24933458  0.08365931  0.08622585 ..., -0.071      -0.00299997 -0.125     ]","[-0.18788245  0.14158494 -0.10513812 ..., -0.026      -0.11       -0.034     ]"
"[-0.24997067 -0.20080737 -0.20625248 ..., -0.086      -0.078      -0.03799999]","[-0.02063697 -0.12192425  0.26452346 ..., -0.151      -0.02100003 -0.035     ]","[ 0.04538268 -0.02925211  0.09723897 ..., -0.045       0.00699997
 -0.01500001]","[-0.24833463  0.08065932  0.07922585 ..., -0.074      -0.00399997 -0.126     ]","[-0.18788245  0.14158494 -0.10313809 ..., -0.032      -0.104      -0.038     ]"
"[-0.25197067 -0.20280737 -0.20825247 ..., -0.088      -0.076      -0.03599999]","[-0.01963695 -0.11092425  0.26352346 ..., -0.144      -0.02400003 -0.03      ]","[ 0.04738268 -0.03325211  0.09923897 ..., -0.047       0.00899997
 -0.01900001]","[-0.24833463  0.08265932  0.07922585 ..., -0.074      -0.00399997 -0.124     ]","[-0.19088245  0.14458494 -0.10613808 ..., -0.035      -0.107      -0.039     ]"
"[-0.25297067 -0.20380737 -0.20725247 ..., -0.089      -0.075      -0.03499999]","[-0.01763695 -0.10892425  0.26552346 ..., -0.142      -0.02600003 -0.032     ]","[ 0.04438268 -0.03025211  0.09623898 ..., -0.044       0.00599997
 -0.02200001]","[-0.24533464  0.08365931  0.07822586 ..., -0.071      -0.00299997 -0.125     ]","[-0.19588244  0.14758494 -0.10113808 ..., -0.038      -0.106      -0.042     ]"
"[-0.2549707  -0.20780736 -0.20325248 ..., -0.091      -0.077      -0.03299998]","[-0.01063697 -0.09992425  0.27052346 ..., -0.135      -0.03300003 -0.039     ]","[ 0.04438268 -0.03025211  0.09623898 ..., -0.042       0.00399997
 -0.02400001]","[-0.24933463  0.08565931  0.08022585 ..., -0.073      -0.00499997 -0.123     ]","[-0.19688244  0.14858493 -0.10013808 ..., -0.039      -0.107      -0.041     ]"
"[-0.2529707  -0.20980731 -0.20525248 ..., -0.093      -0.073      -0.03299998]","[-0.01363696 -0.09892425  0.26952347 ..., -0.138      -0.03200003 -0.042     ]","[  4.03826847e-02  -2.42521410e-02   9.22389873e-02 ...,  -4.20000017e-02
  -3.26628817e-08  -2.40000062e-02]","[-0.24433463  0.08065931  0.07722585 ..., -0.078      -0.00999997 -0.126     ]","[-0.19588245  0.15158493 -0.09713808 ..., -0.04       -0.108      -0.038     ]"
"[-0.24597071 -0.2088073  -0.21225248 ..., -0.096      -0.074      -0.03199998]","[-0.01463696 -0.09992425  0.26852347 ..., -0.139      -0.03100003 -0.041     ]","[ 0.04338268 -0.0232523   0.08923899 ..., -0.039       0.00099997
 -0.02700001]","[-0.23833464  0.07665931  0.07322585 ..., -0.082      -0.00799997 -0.132     ]","[-0.19388244  0.15158499 -0.09513811 ..., -0.04       -0.108      -0.04      ]"
"[-0.24597071 -0.2048073  -0.21625247 ..., -0.098      -0.078      -0.03199998]","[-0.01363698 -0.10292418  0.27352345 ..., -0.146      -0.03600003 -0.042     ]","[ 0.04638263 -0.0222523   0.08623899 ..., -0.036      -0.00200003
 -0.03000001]","[-0.23633463  0.07465935  0.06722585 ..., -0.078      -0.00199997 -0.134     ]","[-0.18988244  0.15558499 -0.09713811 ..., -0.042      -0.114      -0.038     ]"
"[-0.24997071 -0.2088073  -0.22025247 ..., -0.094      -0.074      -0.03199998]","[-0.01763695 -0.10092418  0.26952346 ..., -0.146      -0.03400003 -0.046     ]","[ 0.04538263 -0.0232523   0.08723899 ..., -0.035      -0.00100003
 -0.03100001]","[-0.23533464  0.07565935  0.06422585 ..., -0.077      -0.00099997 -0.135     ]","[-0.18588244  0.15358499 -0.09913811 ..., -0.044      -0.116      -0.034     ]"
"[-0.24597068 -0.2108073  -0.22625247 ..., -0.094      -0.076      -0.03199998]","[-0.02063695 -0.09992418  0.26652346 ..., -0.147      -0.03300003 -0.049     ]","[ 0.04438263 -0.0262523   0.09023899 ..., -0.034      -0.00400003
 -0.03200001]","[-0.23033465  0.07265938  0.06122584 ..., -0.08        0.00200003 -0.13      ]","[-0.18088244  0.15058498 -0.10213812 ..., -0.047      -0.121      -0.031     ]"
"[-0.24497068 -0.20980729 -0.22925247 ..., -0.095      -0.075      -0.03099998]","[-0.02263695 -0.09592418  0.26852346 ..., -0.143      -0.02900003 -0.051     ]","[ 0.04638263 -0.0282523   0.09023899 ..., -0.032      -0.00600003
 -0.03200001]","[-0.22833465  0.07265937  0.05722585 ..., -0.078       0.00400003 -0.126     ]","[-0.17988242  0.14958498 -0.09913812 ..., -0.05       -0.122      -0.034     ]"
"[-0.23997069 -0.21280729 -0.22625248 ..., -0.096      -0.072      -0.02999998]","[-0.02363694 -0.09692415  0.26552346 ..., -0.146      -0.02800003 -0.048     ]","[ 0.04938262 -0.0272523   0.08923899 ..., -0.035      -0.00900003
 -0.02900001]","[-0.22033468  0.07265939  0.05722583 ..., -0.078       0.01000003 -0.134     ]","[-0.18188242  0.15158498 -0.09513812 ..., -0.05       -0.124      -0.036     ]"
"[-0.2389707  -0.21580729 -0.22725243 ..., -0.097      -0.071      -0.03099998]","[-0.02463694 -0.09792415  0.26452346 ..., -0.145      -0.02700003 -0.047     ]","[ 0.04838262 -0.0262523   0.08823899 ..., -0.038      -0.01000003
 -0.02600001]","[-0.22233468  0.07065939  0.05922583 ..., -0.08        0.00800003 -0.132     ]","[-0.17788243  0.15758498 -0.0991381  ..., -0.054      -0.122      -0.038     ]"
"[-0.23597071 -0.21280728 -0.23225242 ..., -0.098      -0.066      -0.02399998]","[-0.03263693 -0.09392418  0.26452348 ..., -0.139      -0.02100003 -0.039     ]","[ 0.04938261 -0.0232523   0.08723899 ..., -0.037      -0.01300003
 -0.02500001]","[-0.22233468  0.06665939  0.05922583 ..., -0.084       0.00600003 -0.134     ]","[-0.17888243  0.16258498 -0.10013809 ..., -0.053      -0.121      -0.043     ]"
"[-0.23597071 -0.21480726 -0.23425242 ..., -0.098      -0.066      -0.02399998]","[-0.03763692 -0.09092417  0.26752347 ..., -0.136      -0.02000003 -0.042     ]","[ 0.05338261 -0.0272523   0.08923898 ..., -0.033      -0.01500004
 -0.02700001]","[-0.23033465  0.0686594   0.06322582 ..., -0.092       0.01400003 -0.142     ]","[-0.17788243  0.15958498 -0.0991381  ..., -0.05200002 -0.12       -0.046     ]"
"[-0.23397072 -0.21280727 -0.23025242 ..., -0.094      -0.064      -0.02599998]","[-0.03763692 -0.09092418  0.27152347 ..., -0.132      -0.02000003 -0.04      ]","[ 0.05038262 -0.0242523   0.08823898 ..., -0.036      -0.01400004
 -0.02800001]","[-0.22933466  0.0656594   0.06222582 ..., -0.089       0.01700003 -0.145     ]","[-0.17588246  0.15958498 -0.1031381  ..., -0.05400002 -0.12       -0.05      ]"
"[-0.23797073 -0.21480728 -0.22825243 ..., -0.098      -0.068      -0.02599998]","[-0.03363693 -0.08692418  0.27152349 ..., -0.136      -0.02000003 -0.042     ]","[ 0.04938262 -0.02125231  0.08723898 ..., -0.039      -0.01500004
 -0.03100001]","[-0.22833463  0.05665941  0.05322583 ..., -0.084       0.02200003 -0.142     ]","[-0.17988246  0.15558498 -0.1071381  ..., -0.05600002 -0.118      -0.054     ]"
"[-0.23997073 -0.21280732 -0.22625243 ..., -0.1        -0.07       -0.02799998]","[-0.03063697 -0.08192418  0.2685235  ..., -0.141      -0.02100003 -0.041     ]","[ 0.05038263 -0.0242523   0.08623898 ..., -0.038      -0.01800004
 -0.02800001]","[-0.23033463  0.05465941  0.05122583 ..., -0.082       0.02200003 -0.144     ]","[-0.18188245  0.15558498 -0.10913809 ..., -0.05800002 -0.116      -0.056     ]"
"[-0.24197073 -0.21280732 -0.22225243 ..., -0.104      -0.07       -0.02799998]","[-0.02963698 -0.08292418  0.26952349 ..., -0.14       -0.02400003 -0.044     ]","[ 0.04638264 -0.0262523   0.08823876 ..., -0.034      -0.02200004
 -0.02600001]","[-0.23433463  0.0646594   0.06122583 ..., -0.082       0.01800003 -0.144     ]","[-0.17388234  0.15558498 -0.11313809 ..., -0.06800002 -0.114      -0.054     ]"
"[-0.24997073 -0.20480733 -0.22825243 ..., -0.112      -0.066      -0.03199998]","[-0.03063698 -0.07992419  0.27252348 ..., -0.143      -0.02300003 -0.047     ]","[ 0.04638264 -0.0242523   0.09223876 ..., -0.038      -0.02000004
 -0.03000001]","[-0.23533462  0.0656594   0.06222583 ..., -0.083       0.01700003 -0.143     ]","[-0.17488234  0.15458498 -0.11413809 ..., -0.06900002 -0.113      -0.053     ]"
"[-0.25197073 -0.20480733 -0.22625243 ..., -0.112      -0.066      -0.03199998]","[-0.02763698 -0.07892419  0.27552348 ..., -0.14       -0.02400003 -0.042     ]","[ 0.04638264 -0.0222523   0.09623875 ..., -0.038      -0.01800004
 -0.03000001]","[-0.23033463  0.05865942  0.06122582 ..., -0.09        0.01600003 -0.144     ]","[-0.17588234  0.15958497 -0.11113809 ..., -0.07400002 -0.108      -0.058     ]"
"[-0.25097073 -0.20380734 -0.22925243 ..., -0.113      -0.069      -0.03099998]","[-0.02163698 -0.07892419  0.27552339 ..., -0.136      -0.02400003 -0.036     ]","[ 0.04638264 -0.02025231  0.10023874 ..., -0.04       -0.01200004
 -0.03800001]","[-0.22833464  0.05665942  0.05922582 ..., -0.092       0.01800003 -0.146     ]","[-0.18188228  0.16358497 -0.1051381  ..., -0.08000002 -0.11       -0.058     ]"
"[-0.24797073 -0.20480733 -0.22625244 ..., -0.116      -0.072      -0.03399998]","[-0.02363695 -0.08292419  0.2715234  ..., -0.14       -0.02800003 -0.04      ]","[ 0.04738264 -0.02325231  0.10123874 ..., -0.041      -0.01100004
 -0.03700001]","[-0.22133466  0.05365942  0.05622583 ..., -0.095       0.02100003 -0.151     ]","[-0.18488228  0.16458497 -0.1021381  ..., -0.08100002 -0.113      -0.059     ]"
"[-0.24497074 -0.20180734 -0.22525246 ..., -0.117      -0.073      -0.03299998]","[-0.02763695 -0.0809242   0.26752341 ..., -0.138      -0.03200003 -0.042     ]","[ 0.04838264 -0.02625231  0.10023874 ..., -0.038      -0.01000004
 -0.03400001]","[-0.21833466  0.05465942  0.05922582 ..., -0.098       0.02400003 -0.154     ]","[-0.18988227  0.16358497 -0.1071381  ..., -0.08200002 -0.11       -0.066     ]"
"[-0.23997075 -0.20080733 -0.22825246 ..., -0.124      -0.078      -0.03599998]","[-0.03063694 -0.0799242   0.26452341 ..., -0.141      -0.03500003 -0.043     ]","[ 0.05138263 -0.02925231  0.10323874 ..., -0.043      -0.01100004
 -0.03300001]","[-0.21933466  0.05365942  0.05822582 ..., -0.097       0.02300003 -0.155     ]","[-0.19188227  0.16358497 -0.1071381  ..., -0.08200002 -0.11       -0.066     ]"
"[-0.24197074 -0.19880733 -0.22825246 ..., -0.124      -0.08       -0.03599998]","[-0.03263694 -0.0799242   0.26252341 ..., -0.143      -0.03300003 -0.043     ]","[ 0.05238263 -0.0302523   0.10023874 ..., -0.044      -0.01200004
 -0.03000001]","[-0.22433467  0.05665941  0.05522583 ..., -0.094       0.01800003 -0.156     ]","[-0.19388227  0.17158497 -0.1011381  ..., -0.07400002 -0.104      -0.072     ]"
"[-0.23797075 -0.19480733 -0.23625246 ..., -0.132      -0.08       -0.03999998]","[-0.03563693 -0.0769242   0.26552333 ..., -0.146      -0.03000003 -0.046     ]","[ 0.05038263 -0.0322523   0.10423873 ..., -0.046      -0.01400004
 -0.03200001]","[-0.21933467  0.05565942  0.05822581 ..., -0.095       0.01900003 -0.153     ]","[-0.19288227  0.17258497 -0.1001381  ..., -0.07500002 -0.103      -0.073     ]"
"[-0.23497075 -0.19580732 -0.23925246 ..., -0.135      -0.083      -0.04299998]","[-0.03763692 -0.07492425  0.26352521 ..., -0.148      -0.03200003 -0.044     ]","[ 0.05038263 -0.03625229  0.10623874 ..., -0.052      -0.01600004
 -0.02800001]","[-0.21633469  0.05465942  0.05522582 ..., -0.096       0.02000003 -0.156     ]","[-0.18888227  0.17058497 -0.1041381  ..., -0.07300002 -0.099      -0.071     ]"
"[-0.23797074 -0.20280732 -0.23825242 ..., -0.138      -0.09       -0.05199998]","[-0.03863692 -0.07392425  0.26252521 ..., -0.149      -0.03300003 -0.045     ]","[ 0.04638263 -0.03825229  0.10423874 ..., -0.05       -0.01600004
 -0.02400001]","[-0.21833468  0.05265942  0.05322582 ..., -0.098       0.02200003 -0.162     ]","[-0.19488227  0.17658497 -0.10013811 ..., -0.07500002 -0.099      -0.077     ]"
"[-0.23797072 -0.20080732 -0.24025242 ..., -0.14       -0.09       -0.05399998]","[-0.0416369  -0.07092425  0.26352514 ..., -0.152      -0.03600003 -0.048     ]","[ 0.04838263 -0.04025229  0.10423873 ..., -0.048      -0.02000004
 -0.02800001]","[-0.21433468  0.05465939  0.04922583 ..., -0.102       0.02600003 -0.162     ]","[-0.19588226  0.17758497 -0.1011381  ..., -0.07600002 -0.1        -0.076     ]"
"[-0.23497089 -0.20180732 -0.23925241 ..., -0.145      -0.095      -0.05499998]","[-0.0436369  -0.07692425  0.26952514 ..., -0.154      -0.03600003 -0.054     ]","[ 0.04938263 -0.03925229  0.10523873 ..., -0.049      -0.02100004
 -0.02700001]","[-0.21333468  0.05765939  0.05222582 ..., -0.107       0.02700003 -0.163     ]","[-0.19688226  0.17858497 -0.10013811 ..., -0.07500002 -0.099      -0.077     ]"
"[-0.23797089 -0.19880732 -0.24225241 ..., -0.142      -0.092      -0.05599998]","[-0.0446369  -0.07792425  0.27052514 ..., -0.153      -0.03700003 -0.053     ]","[ 0.05838262 -0.04625229  0.09823873 ..., -0.052      -0.02000004
 -0.03600001]","[-0.21733466  0.06165938  0.05022583 ..., -0.109       0.02900003 -0.165     ]","[-0.20088226  0.17658497 -0.10013811 ..., -0.07900002 -0.095      -0.075     ]"
"[-0.23797087 -0.20080731 -0.2482524  ..., -0.148      -0.088      -0.05399998]","[-0.0496369  -0.08092539  0.26952515 ..., -0.16       -0.03600003 -0.054     ]","[ 0.06038262 -0.04825229  0.09623874 ..., -0.054      -0.02200004
 -0.03800001]","[-0.21433468  0.06465935  0.05322582 ..., -0.112       0.03400003 -0.17      ]","[-0.20588226  0.18358497 -0.10113812 ..., -0.08800002 -0.1        -0.076     ]"
"[-0.23897087 -0.19980732 -0.2492524  ..., -0.149      -0.087      -0.05499998]","[-0.0456369  -0.08492538  0.26552515 ..., -0.16       -0.04000003 -0.058     ]","[ 0.06738261 -0.04925229  0.09723873 ..., -0.059      -0.02300004
 -0.04100001]","[-0.21233469  0.07065934  0.05522582 ..., -0.118       0.03600003 -0.174     ]","[-0.20788226  0.18558497 -0.10313811 ..., -0.09000002 -0.098      -0.074     ]"
"[-0.23397087 -0.20080731 -0.24425241 ..., -0.146      -0.086      -0.05799998]","[-0.04263691 -0.08592533  0.26252517 ..., -0.165      -0.04300003 -0.061     ]","[ 0.06438262 -0.04625229  0.09423873 ..., -0.062      -0.02200004
 -0.03800001]","[-0.20833469  0.07065933  0.05322582 ..., -0.118       0.03200003 -0.174     ]","[-0.20788226  0.18558497 -0.10113811 ..., -0.09200002 -0.096      -0.07      ]"
"[-0.23397087 -0.2048073  -0.24025241 ..., -0.148      -0.088      -0.05999998]","[-0.0436369  -0.08492542  0.26352515 ..., -0.172      -0.04800003 -0.064     ]","[ 0.06038262 -0.04425229  0.09423873 ..., -0.06       -0.02200004
 -0.03600001]","[-0.21033466  0.06865933  0.05522581 ..., -0.12        0.03400003 -0.174     ]","[-0.21188225  0.19158496 -0.09313812 ..., -0.09600002 -0.1        -0.07      ]"
"[-0.2269709  -0.20580731 -0.23325241 ..., -0.149      -0.095      -0.05699998]","[-0.0456369  -0.08692541  0.26552512 ..., -0.176      -0.05000003 -0.068     ]","[ 0.06138262 -0.04125229  0.09323873 ..., -0.061      -0.02100004
 -0.03900001]","[-0.21233464  0.07065933  0.0572258  ..., -0.122       0.03200003 -0.172     ]","[-0.21288225  0.19258496 -0.09013812 ..., -0.09900002 -0.101      -0.071     ]"
"[-0.23197083 -0.20280731 -0.23025242 ..., -0.152      -0.1        -0.05799998]","[-0.0456369  -0.08692541  0.26952502 ..., -0.176      -0.05200003 -0.07      ]","[ 0.06438262 -0.04425228  0.09023874 ..., -0.064      -0.01800004
 -0.04200001]","[-0.21533455  0.07165933  0.05222582 ..., -0.129       0.02500003 -0.169     ]","[-0.21188225  0.19358496 -0.08913813 ..., -0.10400002 -0.1        -0.078     ]"
"[-0.22997083 -0.20080731 -0.23025242 ..., -0.154      -0.104      -0.05999998]","[-0.04763689 -0.08492541  0.27352492 ..., -0.182      -0.05400003 -0.074     ]","[ 0.06638262 -0.0442523   0.09023875 ..., -0.064      -0.02000004
 -0.04400001]","[-0.21233456  0.06865936  0.05522582 ..., -0.128       0.02800003 -0.168     ]","[-0.20888225  0.19058496 -0.08813814 ..., -0.10100002 -0.097      -0.079     ]"
"[-0.23197084 -0.20880725 -0.22625242 ..., -0.154      -0.11       -0.06199998]","[-0.04963689 -0.08292541  0.27152493 ..., -0.184      -0.05400003 -0.076     ]","[ 0.06538264 -0.0452523   0.09323874 ..., -0.063      -0.02300004
 -0.04100001]","[-0.21433455  0.06665937  0.05922582 ..., -0.126       0.02600003 -0.166     ]","[-0.21188225  0.19358496 -0.09113814 ..., -0.10400002 -0.098      -0.082     ]"
"[-0.23097084 -0.21180725 -0.22325242 ..., -0.157      -0.111      -0.06099998]","[-0.0486369  -0.07792542  0.26852494 ..., -0.185      -0.04900003 -0.075     ]","[ 0.06238264 -0.04225235  0.09623874 ..., -0.066      -0.02400004
 -0.04200001]","[-0.21233456  0.06465938  0.05722583 ..., -0.13        0.02600003 -0.164     ]","[-0.21188225  0.19358496 -0.09113814 ..., -0.10200002 -0.098      -0.084     ]"
"[-0.22997084 -0.21280725 -0.22625242 ..., -0.154      -0.108      -0.05799998]","[-0.04963691 -0.08492541  0.26952482 ..., -0.188      -0.05200003 -0.078     ]","[ 0.05838265 -0.04025234  0.09623874 ..., -0.068      -0.02000004
 -0.04200001]","[-0.20733456  0.05765939  0.06222582 ..., -0.135       0.02900003 -0.161     ]","[-0.20888225  0.19458495 -0.09213814 ..., -0.10500002 -0.101      -0.087     ]"
"[-0.22697084 -0.21380724 -0.22725242 ..., -0.157      -0.105      -0.05499998]","[-0.05163691 -0.08892541  0.26752492 ..., -0.188      -0.05600003 -0.08      ]","[ 0.06238264 -0.04225235  0.09823873 ..., -0.064      -0.02000004
 -0.04000001]","[-0.20633465  0.05865938  0.06522581 ..., -0.136       0.03000003 -0.16      ]","[-0.21288223  0.19258495 -0.09013815 ..., -0.10500002 -0.101      -0.091     ]"
"[-0.22397084 -0.21480723 -0.22425242 ..., -0.154      -0.108      -0.05799998]","[-0.05463692 -0.08392541  0.26852491 ..., -0.193      -0.06100003 -0.085     ]","[ 0.06138265 -0.03925235  0.09723884 ..., -0.065      -0.02500004
 -0.03700001]","[-0.2063346   0.06065921  0.06322582 ..., -0.14        0.03200003 -0.16      ]","[-0.20988224  0.19158495 -0.09113813 ..., -0.10200002 -0.106      -0.086     ]"
