policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.11515535  0.07937571 -0.02834143 ...,  0.36751491 -0.013      -0.06      ]","[-0.16422795  0.22206092 -0.04537624 ..., -0.45517694 -0.002      -0.054     ]","[-0.07701779  0.16446962 -0.07049281 ...,  0.43537688  0.004      -0.064     ]","[-0.07899666  0.20225691  0.15299168 ...,  0.39606083  0.0045     -0.0545    ]","[  1.44924689e-01  -1.89338038e-01  -1.78454373e-01 ...,  -2.77179666e-01
  -9.77272088e-11  -8.39999992e-02]"
"[ 0.11415535  0.07837571 -0.02934143 ...,  0.36851491 -0.014      -0.059     ]","[-0.16272795  0.22356092 -0.04687624 ..., -0.45667694 -0.0025     -0.0545    ]","[-0.07601779  0.16346962 -0.07149281 ...,  0.43637688  0.003      -0.065     ]","[-0.07849666  0.20275691  0.15249168 ...,  0.39456083  0.006      -0.055     ]","[ 0.14342469 -0.18783804 -0.17995437 ..., -0.27567967  0.0005     -0.0835    ]"
"[ 0.11515535  0.07937571 -0.02834143 ...,  0.37251491 -0.014      -0.057     ]","[-0.16322795  0.22306092 -0.04637624 ..., -0.45817694 -0.003      -0.056     ]","[-0.07701779  0.16446962 -0.07049281 ...,  0.43737688  0.004      -0.067     ]","[-0.07849666  0.20275691  0.15249168 ...,  0.39356083  0.007      -0.054     ]","[ 0.14192469 -0.18633804 -0.18145437 ..., -0.27417967  0.002      -0.083     ]"
"[ 0.11315535  0.07737571 -0.03034143 ...,  0.37451491 -0.016      -0.058     ]","[-0.16272795  0.22356092 -0.04687624 ..., -0.45667694 -0.0025     -0.0545    ]","[-0.08101779  0.16846962 -0.06649281 ...,  0.43737688  0.006      -0.071     ]","[-0.07799666  0.20325691  0.15199168 ...,  0.39406083  0.0065     -0.0535    ]","[ 0.14342469 -0.18783804 -0.17995437 ..., -0.27267967  0.0005     -0.0835    ]"
"[ 0.11365535  0.07787571 -0.02984143 ...,  0.37601491 -0.0145     -0.0585    ]","[-0.16022795  0.22606092 -0.04937624 ..., -0.45717694 -0.001      -0.055     ]","[-0.08301779  0.17046962 -0.06449281 ...,  0.43637688  0.009      -0.075     ]","[-0.07649666  0.20475691  0.15049168 ...,  0.39556083  0.006      -0.052     ]","[ 0.14392469 -0.18833804 -0.17945437 ..., -0.27317967 -0.001      -0.085     ]"
"[ 0.11515535  0.07737571 -0.03034143 ...,  0.37551491 -0.015      -0.056     ]","[-0.15822795  0.22706092 -0.05037624 ..., -0.45717694  0.001      -0.053     ]","[-0.08451779  0.17196962 -0.06299281 ...,  0.43687688  0.0105     -0.0765    ]","[-0.07699666  0.20425691  0.15099168 ...,  0.39406083  0.0055     -0.0535    ]","[ 0.14542469 -0.18983804 -0.17795437 ..., -0.27467967 -0.0015     -0.0855    ]"
"[ 0.11615535  0.07837571 -0.02934143 ...,  0.37651491 -0.014      -0.057     ]","[-0.15822795  0.22706092 -0.05037624 ..., -0.45717694  0.001      -0.054     ]","[-0.08451779  0.17196962 -0.06299281 ...,  0.43787688  0.0105     -0.0785    ]","[-0.07749666  0.20375691  0.15149168 ...,  0.39556083  0.007      -0.054     ]","[ 0.14492469 -0.18933804 -0.17845437 ..., -0.27617967 -0.002      -0.084     ]"
"[ 0.11565535  0.07787571 -0.02984143 ...,  0.37601491 -0.0145     -0.0575    ]","[-0.15872795  0.22656092 -0.04987624 ..., -0.45767694  0.0005     -0.0555    ]","[-0.08501779  0.17246962 -0.06249281 ...,  0.43837688  0.011      -0.078     ]","[-0.07849666  0.20275691  0.15249168 ...,  0.39656083  0.006      -0.053     ]","[ 0.14592469 -0.19033804 -0.17745437 ..., -0.27717967 -0.002      -0.084     ]"
"[ 0.11515535  0.07737571 -0.03034143 ...,  0.37551491 -0.013      -0.056     ]","[ -1.59227946e-01   2.25060916e-01  -4.83762401e-02 ...,  -4.58176945e-01
   2.08853425e-10  -5.49999999e-02]","[-0.08451779  0.17196962 -0.06299281 ...,  0.43787688  0.0115     -0.0755    ]","[-0.07749666  0.20375691  0.15149168 ...,  0.39556083  0.005      -0.052     ]","[ 0.14492469 -0.18933804 -0.17845437 ..., -0.27617967 -0.004      -0.084     ]"
"[ 0.11415535  0.07637571 -0.03134143 ...,  0.37651491 -0.013      -0.057     ]","[-0.16122795  0.22306092 -0.04637624 ..., -0.45917694 -0.001      -0.056     ]","[-0.08601779  0.17346962 -0.06149281 ...,  0.43737688  0.013      -0.077     ]","[-0.07349666  0.20675691  0.14749168 ...,  0.39456083  0.005      -0.052     ]","[ 0.14492469 -0.18933804 -0.17845437 ..., -0.27817967 -0.005      -0.085     ]"
"[ 0.11615535  0.07837571 -0.02934143 ...,  0.37551491 -0.011      -0.06      ]","[-0.16072795  0.22356092 -0.04687624 ..., -0.45867694 -0.0005     -0.0565    ]","[-0.08601779  0.17346962 -0.06149281 ...,  0.43737688  0.014      -0.077     ]","[-0.07149666  0.20775691  0.14649168 ...,  0.39256083  0.004      -0.051     ]","[ 0.14442469 -0.18883804 -0.17895437 ..., -0.27767967 -0.0055     -0.0855    ]"
"[ 0.11565535  0.07787571 -0.02984143 ...,  0.37501491 -0.0105     -0.0605    ]","[-0.16222795  0.22206092 -0.04537624 ..., -0.45717694 -0.002      -0.058     ]","[-0.08301779  0.17146962 -0.06449281 ...,  0.43737688  0.012      -0.079     ]","[-0.07299666  0.20625691  0.14799168 ...,  0.39406083  0.0045     -0.0495    ]","[ 0.14592469 -0.19033804 -0.17645437 ..., -0.27917967 -0.005      -0.083     ]"
"[ 0.11415535  0.07637571 -0.03134143 ...,  0.37351491 -0.01       -0.062     ]","[-0.16022795  0.22406092 -0.04737624 ..., -0.45617694 -0.001      -0.057     ]","[-0.08301779  0.17146962 -0.06449281 ...,  0.43837688  0.012      -0.079     ]","[-0.07349666  0.20575691  0.14849168 ...,  0.39256083  0.005      -0.048     ]","[ 0.14592469 -0.19033804 -0.17645437 ..., -0.27717967 -0.005      -0.081     ]"
"[ 0.11515535  0.07837571 -0.02934143 ...,  0.37151491 -0.008      -0.058     ]","[-0.16222795  0.22106092 -0.04437624 ..., -0.45717694 -0.002      -0.058     ]","[-0.08451779  0.17296961 -0.06299281 ...,  0.43987688  0.0105     -0.0825    ]","[-0.07349666  0.20575691  0.14849168 ...,  0.39256083  0.006      -0.048     ]","[ 0.14692469 -0.19133804 -0.17545437 ..., -0.27817967 -0.004      -0.082     ]"
"[ 0.11515535  0.07837571 -0.02934143 ...,  0.37051491 -0.008      -0.058     ]","[-0.16172795  0.22056092 -0.04387624 ..., -0.45767694 -0.0015     -0.0575    ]","[-0.08401779  0.17246961 -0.06349281 ...,  0.44137688  0.01       -0.083     ]","[-0.07249666  0.20675691  0.14749168 ...,  0.39056083  0.004      -0.047     ]","[ 0.14592469 -0.19033804 -0.17645437 ..., -0.27817967 -0.005      -0.083     ]"
"[ 0.11965535  0.08287571 -0.02484143 ...,  0.37301491 -0.0045     -0.0605    ]","[-0.16172795  0.22056092 -0.04387624 ..., -0.45767694 -0.0005     -0.0565    ]","[-0.08351779  0.17196961 -0.06399281 ...,  0.44187688  0.0095     -0.0835    ]","[-0.07449666  0.20475691  0.14949168 ...,  0.38956083  0.002      -0.046     ]","[ 0.14542469 -0.18983804 -0.17695437 ..., -0.27667967 -0.0035     -0.0825    ]"
"[ 0.11915535  0.08237571 -0.02534143 ...,  0.37451491 -0.006      -0.059     ]","[-0.16022795  0.22206092 -0.04537624 ..., -0.45717694 -0.001      -0.056     ]","[-0.08201779  0.16946961 -0.06549281 ...,  0.44437688  0.011      -0.082     ]","[-0.07399666  0.20525691  0.14899168 ...,  0.38906083  0.0025     -0.0455    ]","[ 0.14592469 -0.19033804 -0.17645437 ..., -0.27717967 -0.003      -0.081     ]"
"[ 0.12015535  0.08337571 -0.02434143 ...,  0.37551491 -0.005      -0.06      ]","[-0.15922795  0.22306092 -0.04637624 ..., -0.45517694 -0.001      -0.054     ]","[-0.08351779  0.17096961 -0.06399281 ...,  0.44487688  0.0115     -0.0815    ]","[-0.07549666  0.20375691  0.15049168 ...,  0.38956083  0.002      -0.045     ]","[ 0.14642469 -0.19183804 -0.17495437 ..., -0.27767967 -0.0045     -0.0805    ]"
"[ 0.12065535  0.08387571 -0.02484143 ...,  0.37501491 -0.0055     -0.0595    ]","[-0.15872795  0.22356092 -0.04687624 ..., -0.45567694 -0.0005     -0.0535    ]","[-0.08401779  0.17146961 -0.06349281 ...,  0.44637688  0.011      -0.082     ]","[-0.07699665  0.20225691  0.15199168 ...,  0.39106083  0.0035     -0.0455    ]","[ 0.14542469 -0.19083804 -0.17595437 ..., -0.27767967 -0.0025     -0.0825    ]"
"[ 0.12115535  0.08337571 -0.02534143 ...,  0.37351491 -0.007      -0.057     ]","[-0.16072795  0.22156092 -0.04487624 ..., -0.45367694 -0.0005     -0.0535    ]","[-0.08501779  0.17246961 -0.06249281 ...,  0.44537688  0.01       -0.082     ]","[-0.07749665  0.20175691  0.15249168 ...,  0.39156083  0.005      -0.046     ]","[ 0.14642469 -0.19183804 -0.17495437 ..., -0.27667967 -0.0015     -0.0825    ]"
"[ 0.12215535  0.08237571 -0.02634143 ...,  0.37451491 -0.006      -0.056     ]","[-0.15972795  0.22256092 -0.04687624 ..., -0.45267694  0.0005     -0.0545    ]","[-0.08451779  0.17196961 -0.06299281 ...,  0.44487688  0.0105     -0.0825    ]","[-0.07899665  0.20025691  0.15399168 ...,  0.39206083  0.0035     -0.0475    ]","[ 0.14692469 -0.19233804 -0.17445437 ..., -0.27617967 -0.001      -0.081     ]"
"[ 0.12265535  0.08187571 -0.02684143 ...,  0.37401491 -0.0065     -0.0555    ]","[ -1.58227946e-01   2.24060916e-01  -4.83762401e-02 ...,  -4.51176945e-01
   2.78107626e-10  -5.79999999e-02]","[-0.08601779  0.17346961 -0.06149281 ...,  0.44337688  0.01       -0.084     ]","[-0.08049665  0.19875691  0.15549168 ...,  0.39356083  0.004      -0.046     ]","[ 0.14642469 -0.19183804 -0.17495437 ..., -0.27567967 -0.0015     -0.0805    ]"
"[ 0.12115535  0.08337571 -0.02534143 ...,  0.37351491 -0.007      -0.054     ]","[-0.15672795  0.22556092 -0.04987624 ..., -0.45067694 -0.0025     -0.0595    ]","[-0.08301779  0.17046961 -0.06449281 ...,  0.44337688  0.01       -0.081     ]","[-0.07949665  0.19975691  0.15449168 ...,  0.39356083  0.001      -0.044     ]","[ 0.14692469 -0.19233804 -0.17445437 ..., -0.27617967  0.001      -0.079     ]"
"[ 0.12165535  0.08387571 -0.02484143 ...,  0.37201491 -0.0075     -0.0515    ]","[-0.15722795  0.22506092 -0.04937624 ..., -0.45217694 -0.004      -0.059     ]","[-0.08201779  0.16846961 -0.06549281 ...,  0.44537688  0.012      -0.079     ]","[-0.07649665  0.20275691  0.15149168 ...,  0.39256083 -0.002      -0.041     ]","[ 0.14492469 -0.19033804 -0.17745437 ..., -0.27917967 -0.001      -0.078     ]"
"[ 0.12015535  0.08237571 -0.02634143 ...,  0.37351491 -0.009      -0.051     ]","[-0.15672795  0.22556092 -0.04987624 ..., -0.45167694 -0.0045     -0.0595    ]","[-0.08251779  0.16896961 -0.06499281 ...,  0.44487688  0.0115     -0.0795    ]","[-0.07499665  0.20325691  0.14999168 ...,  0.39306083 -0.0015     -0.0415    ]","[ 0.14492469 -0.19033804 -0.17745437 ..., -0.28117967  0.001      -0.077     ]"
"[ 0.11965535  0.08087571 -0.02784143 ...,  0.37501491 -0.0075     -0.0525    ]","[-0.15622795  0.22606092 -0.05037624 ..., -0.45317694 -0.006      -0.059     ]","[-0.08051779  0.16696961 -0.06699281 ...,  0.44587688  0.0125     -0.0785    ]","[-0.07449665  0.20375691  0.14949168 ...,  0.39256083 -0.003      -0.043     ]","[ 0.14542469 -0.19083804 -0.17695437 ..., -0.28067967  0.0005     -0.0765    ]"
"[ 0.11915535  0.08137571 -0.02734143 ...,  0.37351491 -0.007      -0.052     ]","[-0.15522795  0.22706092 -0.05137624 ..., -0.45417694 -0.007      -0.062     ]","[-0.08201779  0.16846961 -0.06549281 ...,  0.44637688  0.01       -0.075     ]","[-0.07349665  0.20475691  0.14849168 ...,  0.39256083 -0.004      -0.041     ]","[ 0.14442469 -0.18883804 -0.17895437 ..., -0.27967967  0.0005     -0.0735    ]"
"[ 0.12015535  0.08037571 -0.02834143 ...,  0.37251491 -0.008      -0.051     ]","[-0.15422795  0.22806092 -0.05237624 ..., -0.45317694 -0.008      -0.066     ]","[-0.08201779  0.16846961 -0.06549281 ...,  0.44637688  0.01       -0.075     ]","[-0.07349665  0.20475691  0.14849168 ...,  0.39256083 -0.004      -0.041     ]","[ 0.14492469 -0.18933804 -0.17845437 ..., -0.28117967  0.001      -0.074     ]"
"[ 0.11965535  0.08087571 -0.02784143 ...,  0.37301491 -0.0075     -0.0505    ]","[-0.15372795  0.22856092 -0.05287624 ..., -0.45367694 -0.0075     -0.0665    ]","[-0.08301779  0.16946961 -0.06449281 ...,  0.44437688  0.009      -0.072     ]","[-0.07349665  0.20475691  0.14849168 ...,  0.39356083 -0.005      -0.041     ]","[ 0.14592469 -0.19033804 -0.17745437 ..., -0.28117967  0.001      -0.074     ]"
"[ 0.12065535  0.08087571 -0.02784143 ...,  0.37201491 -0.0095     -0.0475    ]","[-0.15322795  0.22906092 -0.05337624 ..., -0.45417694 -0.009      -0.07      ]","[-0.08251779  0.16896961 -0.06499281 ...,  0.44287688  0.0075     -0.0715    ]","[-0.07399665  0.20425691  0.14899168 ...,  0.39306083 -0.0025     -0.0415    ]","[ 0.14692469 -0.19133804 -0.17645437 ..., -0.28017967  0.002      -0.073     ]"
"[ 0.12115535  0.08037571 -0.02834143 ...,  0.37451491 -0.008      -0.046     ]","[-0.15422795  0.22806092 -0.05237624 ..., -0.45517694 -0.007      -0.072     ]","[-0.08201779  0.16846961 -0.06549281 ...,  0.44237688  0.008      -0.073     ]","[-0.07249665  0.20575691  0.14749168 ...,  0.39156083 -0.003      -0.044     ]","[ 0.14742469 -0.19183804 -0.17595437 ..., -0.28067967  0.0015     -0.0745    ]"
"[ 0.12215535  0.07937571 -0.02934143 ...,  0.37551491 -0.009      -0.045     ]","[-0.15322795  0.22906092 -0.05337624 ..., -0.45617694 -0.006      -0.073     ]","[-0.08101779  0.16746961 -0.06649281 ...,  0.44337688  0.009      -0.072     ]","[-0.07199665  0.20625691  0.14699168 ...,  0.39306083 -0.0035     -0.0455    ]","[ 0.14492469 -0.18933804 -0.17845437 ..., -0.28317967  0.003      -0.075     ]"
"[ 0.12165535  0.07987571 -0.02884143 ...,  0.37601491 -0.0085     -0.0445    ]","[-0.15372795  0.22856092 -0.05287624 ..., -0.45567694 -0.0065     -0.0735    ]","[-0.08251779  0.16896961 -0.06499281 ...,  0.44287688  0.0105     -0.0725    ]","[-0.07249665  0.20575691  0.14749168 ...,  0.39456083 -0.005      -0.047     ]","[ 0.14592469 -0.19033804 -0.17745437 ..., -0.28317967  0.004      -0.077     ]"
"[ 0.12365535  0.07787571 -0.03084143 ...,  0.37601491 -0.0095     -0.0445    ]","[-0.15322795  0.22906092 -0.05337624 ..., -0.45417694 -0.006      -0.075     ]","[-0.08251779  0.16896961 -0.06499281 ...,  0.44387688  0.0115     -0.0735    ]","[-0.07149665  0.20675691  0.14649168 ...,  0.39356083 -0.006      -0.047     ]","[ 0.14542469 -0.18983804 -0.17895437 ..., -0.28267967  0.0035     -0.0785    ]"
"[ 0.12215535  0.07937571 -0.02934143 ...,  0.37751491 -0.008      -0.046     ]","[-0.15322795  0.22906092 -0.05337624 ..., -0.45417694 -0.006      -0.077     ]","[-0.08051779  0.16696961 -0.06699281 ...,  0.44187688  0.0115     -0.0725    ]","[-0.07149665  0.20675691  0.14649168 ...,  0.39356083 -0.006      -0.049     ]","[ 0.14542469 -0.18983804 -0.17895437 ..., -0.28167967  0.0045     -0.0805    ]"
"[ 0.12315535  0.07837571 -0.03034143 ...,  0.37651491 -0.009      -0.047     ]","[-0.15572795  0.22656092 -0.05087624 ..., -0.45567694 -0.0075     -0.0795    ]","[-0.08201779  0.16846961 -0.06549281 ...,  0.44337688  0.012      -0.073     ]","[-0.06999665  0.20825691  0.14499168 ...,  0.39206083 -0.0045     -0.0495    ]","[ 0.14692469 -0.19133804 -0.17745437 ..., -0.28017967  0.004      -0.079     ]"
"[ 0.12315535  0.07837571 -0.03034143 ...,  0.37651491 -0.009      -0.048     ]","[-0.15422795  0.22806092 -0.05237624 ..., -0.45517694 -0.008      -0.08      ]","[-0.08101779  0.16746961 -0.06649281 ...,  0.44437688  0.011      -0.074     ]","[-0.06949665  0.20875691  0.14449168 ...,  0.39156083 -0.004      -0.051     ]","[ 0.14642469 -0.19083804 -0.17795437 ..., -0.28167967  0.0055     -0.0775    ]"
"[ 0.12265535  0.07887571 -0.02984143 ...,  0.37601491 -0.0085     -0.0475    ]","[-0.15522795  0.22706092 -0.05137624 ..., -0.45617694 -0.009      -0.081     ]","[-0.08051779  0.16696961 -0.06699281 ...,  0.44387688  0.0105     -0.0745    ]","[-0.06999665  0.20925691  0.14499168 ...,  0.39106083 -0.0025     -0.0525    ]","[ 0.14792469 -0.19233804 -0.17645437 ..., -0.28217967  0.005      -0.079     ]"
"[ 0.12415535  0.07737571 -0.03134143 ...,  0.37751491 -0.01       -0.047     ]","[-0.15522795  0.22706092 -0.05137624 ..., -0.45617694 -0.007      -0.085     ]","[-0.08001779  0.16646961 -0.06749281 ...,  0.44237688  0.01       -0.076     ]","[-0.06949665  0.20975691  0.14449168 ...,  0.39056083 -0.002      -0.053     ]","[ 0.15192469 -0.19633804 -0.17245437 ..., -0.28417967  0.002      -0.082     ]"
"[ 0.12515535  0.07637571 -0.03234143 ...,  0.37651491 -0.011      -0.049     ]","[-0.15522795  0.22706092 -0.05137624 ..., -0.45817694 -0.007      -0.087     ]","[-0.07601779  0.16246961 -0.07149281 ...,  0.44337688  0.006      -0.075     ]","[-0.07049665  0.20875691  0.14549168 ...,  0.39156083 -0.003      -0.054     ]","[ 0.15192469 -0.19633804 -0.17145437 ..., -0.28317967  0.001      -0.083     ]"
"[ 0.12615535  0.07637571 -0.03334143 ...,  0.37451491 -0.012      -0.052     ]","[-0.15672795  0.22556092 -0.04987624 ..., -0.45867694 -0.0085     -0.0855    ]","[-0.07201779  0.15746961 -0.07549281 ...,  0.44537688  0.005      -0.076     ]","[-0.06999665  0.20925691  0.14499168 ...,  0.39106083 -0.0025     -0.0545    ]","[ 0.14942469 -0.19383804 -0.17295437 ..., -0.28367967  0.0025     -0.0845    ]"
"[ 0.12565535  0.07587571 -0.03284143 ...,  0.37501491 -0.0125     -0.0525    ]","[-0.15722795  0.22506092 -0.04937624 ..., -0.45917694 -0.009      -0.084     ]","[-0.07151779  0.15696961 -0.07599281 ...,  0.44587688  0.0055     -0.0765    ]","[ -7.04966549e-02   2.08756909e-01   1.45491683e-01 ...,   3.88560831e-01
  -6.03657152e-10  -5.29999999e-02]","[ 0.14892469 -0.19333804 -0.17345437 ..., -0.28317967  0.002      -0.083     ]"
"[ 0.12365535  0.07787571 -0.03084143 ...,  0.37401491 -0.0105     -0.0545    ]","[-0.15672795  0.22556092 -0.04987624 ..., -0.45967694 -0.0095     -0.0835    ]","[-0.07301779  0.15846961 -0.07449281 ...,  0.44437688  0.007      -0.075     ]","[-0.07099665  0.20825691  0.14599168 ...,  0.38906083 -0.0005     -0.0535    ]","[ 0.14792469 -0.19233804 -0.17445437 ..., -0.28317967  0.002      -0.083     ]"
"[ 0.12515535  0.07637571 -0.03234143 ...,  0.37351491 -0.01       -0.056     ]","[-0.15572795  0.22656092 -0.05087624 ..., -0.45667694 -0.0075     -0.0855    ]","[-0.07251779  0.15796961 -0.07499281 ...,  0.44387688  0.0065     -0.0755    ]","[ -6.94966549e-02   2.09756909e-01   1.44491683e-01 ...,   3.88560831e-01
  -6.03264772e-10  -5.29999999e-02]","[ 0.14642469 -0.19183804 -0.17495437 ..., -0.28367967  0.0005     -0.0835    ]"
"[ 0.12615535  0.07737571 -0.03134143 ...,  0.37351491 -0.011      -0.058     ]","[-0.15422795  0.22806092 -0.05237624 ..., -0.45617694 -0.009      -0.084     ]","[-0.07001779  0.15546961 -0.07749281 ...,  0.44137688  0.004      -0.078     ]","[-0.06999665  0.20925691  0.14499168 ...,  0.38806083  0.0005     -0.0535    ]","[ 0.14692469 -0.19233804 -0.17445437 ..., -0.28317967  0.002      -0.085     ]"
"[ 0.12515535  0.07837571 -0.03034143 ...,  0.37451491 -0.012      -0.059     ]","[-0.15522795  0.22706092 -0.05137624 ..., -0.45717694 -0.011      -0.086     ]","[-0.06601779  0.15146961 -0.08149281 ...,  0.44037688  0.001      -0.081     ]","[ -7.24966549e-02   2.06756909e-01   1.47491683e-01 ...,   3.90560831e-01
  -6.03275343e-10  -5.49999999e-02]","[ 0.14692469 -0.19233804 -0.17445437 ..., -0.28117967  0.003      -0.087     ]"
"[ 0.12565535  0.07787571 -0.03084143 ...,  0.37501491 -0.0125     -0.0595    ]","[-0.15822795  0.22406092 -0.04837624 ..., -0.45817694 -0.014      -0.086     ]","[ -6.70177902e-02   1.52469614e-01  -8.04928112e-02 ...,   4.41376876e-01
  -4.78830230e-10  -8.20000000e-02]","[-0.07499665  0.20425691  0.14999168 ...,  0.39106083  0.0005     -0.0555    ]","[ 0.14792469 -0.19333804 -0.17345437 ..., -0.28017967  0.002      -0.088     ]"
"[ 0.12815535  0.07537571 -0.03334143 ...,  0.37351491 -0.015      -0.058     ]","[-0.16072795  0.22156092 -0.04587624 ..., -0.45767694 -0.0125     -0.0875    ]","[-0.06751779  0.15296961 -0.07999281 ...,  0.44087688 -0.0005     -0.0825    ]","[-0.07449665  0.20475691  0.14949168 ...,  0.39056083  0.001      -0.056     ]","[ 0.14992469 -0.19533804 -0.17145437 ..., -0.28017967  0.003      -0.087     ]"
"[ 0.12765535  0.07387571 -0.03484143 ...,  0.37401491 -0.0145     -0.0565    ]","[-0.16022795  0.22206092 -0.04637624 ..., -0.45717694 -0.012      -0.086     ]","[ -6.60177902e-02   1.51469614e-01  -8.14928112e-02 ...,   4.42376876e-01
  -4.78930257e-10  -8.10000000e-02]","[-0.07449665  0.20475691  0.14949168 ...,  0.39056083  0.001      -0.055     ]","[ 0.14892469 -0.19433804 -0.17245437 ..., -0.27917967  0.002      -0.088     ]"
"[ 0.12915535  0.07237571 -0.03634143 ...,  0.37451491 -0.014      -0.057     ]","[-0.16122795  0.22106092 -0.04537624 ..., -0.45617694 -0.013      -0.085     ]","[-0.06651779  0.15196961 -0.08099281 ...,  0.44287688  0.0015     -0.0795    ]","[ -7.54966549e-02   2.03756909e-01   1.50491683e-01 ...,   3.91560831e-01
  -6.05975462e-10  -5.59999999e-02]","[ 0.14942469 -0.19483804 -0.17195437 ..., -0.27967967  0.0015     -0.0885    ]"
"[ 0.12865535  0.07287571 -0.03584143 ...,  0.37301491 -0.0135     -0.0585    ]","[-0.16222795  0.22006092 -0.04437624 ..., -0.45617694 -0.012      -0.084     ]","[-0.06601779  0.15146961 -0.08149281 ...,  0.44437688  0.002      -0.079     ]","[-0.07499665  0.20425691  0.14899168 ...,  0.39106083  0.0015     -0.0555    ]","[ 0.14742469 -0.19283804 -0.17395437 ..., -0.28067967 -0.0015     -0.0915    ]"
"[ 0.12915535  0.07337571 -0.03634143 ...,  0.37151491 -0.014      -0.06      ]","[-0.16322795  0.21906092 -0.04337624 ..., -0.45517694 -0.012      -0.085     ]","[-0.06701779  0.15246961 -0.08049281 ...,  0.44337688  0.001      -0.078     ]","[-0.07649665  0.20475691  0.14849168 ...,  0.38956083  0.002      -0.056     ]","[ 0.14592469 -0.19133804 -0.17545437 ..., -0.28017967 -0.001      -0.092     ]"
"[ 0.12915535  0.07337571 -0.03634143 ...,  0.37151491 -0.014      -0.059     ]","[-0.16072795  0.22156092 -0.04587624 ..., -0.45767694 -0.0135     -0.0865    ]","[-0.06751779  0.15296961 -0.07999281 ...,  0.44387688  0.0015     -0.0785    ]","[-0.07749665  0.20375691  0.15049168 ...,  0.38956083  0.003      -0.057     ]","[ 0.14492469 -0.19033804 -0.17645437 ..., -0.28017967 -0.002      -0.094     ]"
"[ 0.12765535  0.07487571 -0.03484143 ...,  0.37301491 -0.0125     -0.0595    ]","[-0.16022795  0.22206092 -0.04637624 ..., -0.45617694 -0.014      -0.087     ]","[-0.06851779  0.15396961 -0.07899281 ...,  0.44587688 -0.0005     -0.0805    ]","[-0.07949665  0.20175691  0.15249168 ...,  0.38856083  0.007      -0.059     ]","[ 0.14592469 -0.19133804 -0.17545437 ..., -0.27917967 -0.002      -0.095     ]"
"[ 0.13215535  0.07137571 -0.03934143 ...,  0.37051491 -0.017      -0.063     ]","[-0.16122795  0.22106092 -0.04537624 ..., -0.45817694 -0.013      -0.086     ]","[-0.06651779  0.15196961 -0.08099281 ...,  0.44687688 -0.0005     -0.0815    ]","[-0.08099665  0.20025691  0.15399168 ...,  0.38906083  0.0105     -0.0625    ]","[ 0.14542469 -0.19083804 -0.17595437 ..., -0.27767967 -0.0015     -0.0935    ]"
"[ 0.13715535  0.06637571 -0.04434143 ...,  0.36651491 -0.022      -0.067     ]","[-0.16122795  0.22106092 -0.04537624 ..., -0.45717694 -0.009      -0.086     ]","[-0.06501779  0.15046961 -0.08249281 ...,  0.44837688 -0.002      -0.084     ]","[-0.08149665  0.19975691  0.15449168 ...,  0.38956083  0.009      -0.064     ]","[ 0.14392469 -0.18933804 -0.17745437 ..., -0.27717967 -0.001      -0.094     ]"
"[ 0.13815535  0.06537571 -0.04534143 ...,  0.36651491 -0.023      -0.068     ]","[-0.16172795  0.22056092 -0.04487624 ..., -0.46067694 -0.0065     -0.0865    ]","[-0.06501779  0.14946961 -0.08249281 ...,  0.44837688 -0.002      -0.084     ]","[-0.08149665  0.19975691  0.15449168 ...,  0.39056083  0.009      -0.066     ]","[  1.44924689e-01  -1.90338040e-01  -1.76454371e-01 ...,  -2.76179666e-01
  -1.56963559e-11  -9.29999992e-02]"
"[ 0.13865535  0.06487571 -0.04584143 ...,  0.36701491 -0.0235     -0.0655    ]","[-0.16322795  0.21906092 -0.04337624 ..., -0.46117694 -0.006      -0.085     ]","[-0.06601779  0.15046961 -0.08149281 ...,  0.44737688 -0.002      -0.082     ]","[-0.08099665  0.20025691  0.15399168 ...,  0.39106083  0.0085     -0.0665    ]","[ 0.14842469 -0.19383804 -0.17295437 ..., -0.27667967 -0.0005     -0.0905    ]"
"[ 0.13915535  0.06737571 -0.04434143 ...,  0.36951491 -0.022      -0.065     ]","[-0.16422795  0.21706092 -0.04137624 ..., -0.46217694 -0.004      -0.082     ]","[-0.06901779  0.15246961 -0.07849281 ...,  0.44837688 -0.002      -0.079     ]","[-0.08049665  0.20075691  0.15349168 ...,  0.39056083  0.008      -0.068     ]","[ 0.14792469 -0.19333804 -0.17345437 ..., -0.27717967  0.001      -0.092     ]"
"[ 0.13815535  0.06837571 -0.04334143 ...,  0.36851491 -0.021      -0.064     ]","[-0.16522795  0.21606092 -0.04037624 ..., -0.46217694 -0.005      -0.08      ]","[-0.07051779  0.15396961 -0.07699281 ...,  0.44687688 -0.0005     -0.0775    ]","[-0.08099665  0.20025691  0.15399168 ...,  0.39106083  0.0085     -0.0695    ]","[ 0.14892469 -0.19433804 -0.17245437 ..., -0.27817967  0.002      -0.091     ]"
