policyParams0,policyParams1,policyParams2,policyParams3,policyParams4
"[ 0.11715528  0.06337571 -0.00734145 ...,  0.3865149  -0.003      -0.141     ]","[-0.11872797  0.26756047 -0.0818762  ..., -0.47667696  0.0025     -0.11549997]","[-0.0865178   0.15996961 -0.06099288 ...,  0.40887688 -0.0085     -0.1005    ]","[-0.09849665  0.14275694  0.17049167 ...,  0.39156083 -0.00900001 -0.075     ]","[ 0.15192472 -0.19133804 -0.16345451 ..., -0.30217967  0.012      -0.10700001]"
"[ 0.11815528  0.06437571 -0.00834145 ...,  0.3875149  -0.004      -0.14      ]","[-0.11822797  0.26806047 -0.0823762  ..., -0.47417696  0.001      -0.11699997]","[-0.0880178   0.15846961 -0.05949288 ...,  0.40837688 -0.01       -0.102     ]","[-0.09949665  0.14175694  0.17149167 ...,  0.39056083 -0.00800001 -0.074     ]","[ 0.15242472 -0.19183804 -0.16395451 ..., -0.30267967  0.0125     -0.10750001]"
"[ 0.12165526  0.06687571 -0.00784145 ...,  0.3850149  -0.0085     -0.1415    ]","[-0.11722797  0.26906047 -0.0833762  ..., -0.47517696  0.002      -0.11799997]","[-0.0900178   0.15646961 -0.05749288 ...,  0.40437688 -0.012      -0.104     ]","[-0.09899665  0.14225694  0.17099167 ...,  0.39106083 -0.00850001 -0.0745    ]","[ 0.15192472 -0.19133804 -0.16345451 ..., -0.30217967  0.01       -0.11300001]"
"[ 0.12015526  0.06537571 -0.00634145 ...,  0.3865149  -0.007      -0.143     ]","[-0.11672797  0.27056046 -0.0848762  ..., -0.47767696  0.0045     -0.11949997]","[-0.0890178   0.15746961 -0.05849288 ...,  0.40537688 -0.011      -0.106     ]","[-0.09999665  0.14125694  0.17199167 ...,  0.39006083 -0.00950001 -0.0735    ]","[ 0.15092472 -0.19033804 -0.16245451 ..., -0.30117967  0.009      -0.11400001]"
"[ 0.11615526  0.06137571 -0.00234145 ...,  0.3885149  -0.005      -0.141     ]","[-0.11722797  0.27006046 -0.0843762  ..., -0.47817696  0.004      -0.11899997]","[-0.0855178   0.16096961 -0.06199288 ...,  0.40587688 -0.0085     -0.1055    ]","[-0.10049665  0.14075694  0.17249167 ...,  0.39056083 -0.00800001 -0.073     ]","[ 0.14842472 -0.18783804 -0.15995451 ..., -0.29867967  0.0045     -0.11850001]"
"[ 0.11815526  0.06337571 -0.00434145 ...,  0.3905149  -0.007      -0.143     ]","[-0.12122797  0.26606046 -0.0803762  ..., -0.48117696  0.001      -0.11599997]","[-0.0830178   0.16346961 -0.06449288 ...,  0.40337688 -0.011      -0.103     ]","[-0.09899665  0.14225694  0.17099167 ...,  0.39106083 -0.00750001 -0.0755    ]","[ 0.14792472 -0.18733804 -0.15945451 ..., -0.29817967  0.006      -0.12000001]"
"[ 0.12165526  0.06687571 -0.00784145 ...,  0.3930149  -0.0095     -0.1435    ]","[-0.11922797  0.26806046 -0.0823762  ..., -0.48317696  0.003      -0.11799997]","[-0.0810178   0.16546961 -0.06649288 ...,  0.40237688 -0.014      -0.1       ]","[-0.09749666  0.14375694  0.16949167 ...,  0.38856083 -0.00700001 -0.074     ]","[ 0.14642472 -0.18583804 -0.1579545  ..., -0.29467967  0.0085     -0.12250001]"
"[ 0.12315526  0.06837571 -0.01034145 ...,  0.3955149  -0.011      -0.143     ]","[-0.11672797  0.27156046 -0.0858762  ..., -0.48667696  0.0025     -0.12049997]","[-0.0800178   0.16646961 -0.06749288 ...,  0.40037688 -0.016      -0.1       ]","[-0.09849666  0.14275694  0.17049167 ...,  0.38756083 -0.00800001 -0.073     ]","[ 0.14542472 -0.18483804 -0.1569545  ..., -0.29367967  0.0065     -0.12350001]"
"[ 0.12365526  0.06887571 -0.01084145 ...,  0.3950149  -0.0105     -0.1425    ]","[-0.11522797  0.27306046 -0.0873762  ..., -0.48617696  0.002      -0.12199997]","[-0.0800178   0.16646961 -0.06749288 ...,  0.39937688 -0.016      -0.1       ]","[-0.09849666  0.14275694  0.17049167 ...,  0.38656083 -0.00900001 -0.073     ]","[ 0.14492472 -0.18433804 -0.1564545  ..., -0.29217967  0.006      -0.12400001]"
"[ 0.11815526  0.06337571 -0.00634145 ...,  0.3925149  -0.011      -0.144     ]","[-0.11722797  0.27106046 -0.0853762  ..., -0.48417696  0.004      -0.12399997]","[-0.08201781  0.16346961 -0.06549288 ...,  0.40137688 -0.012      -0.104     ]","[-0.09549666  0.14575694  0.16749167 ...,  0.38556083 -0.00800001 -0.071     ]","[ 0.14592472 -0.18533804 -0.1574545  ..., -0.29117967  0.007      -0.12500001]"
"[ 0.11915526  0.06437571 -0.00534147 ...,  0.3935149  -0.01       -0.143     ]","[-0.11822797  0.27006046 -0.0843762  ..., -0.48317696  0.006      -0.12499997]","[-0.08251781  0.16296961 -0.06499288 ...,  0.40187688 -0.0115     -0.1045    ]","[-0.09399666  0.14725694  0.16599167 ...,  0.38306083 -0.00850001 -0.0705    ]","[ 0.14692472 -0.18633804 -0.1574545  ..., -0.29117967  0.01       -0.12900001]"
"[ 0.11715526  0.06237571 -0.00534147 ...,  0.3925149  -0.01       -0.141     ]","[-0.12222797  0.26606046 -0.0803762  ..., -0.48717696  0.002      -0.12899997]","[-0.08201781  0.16346961 -0.06549288 ...,  0.40237688 -0.012      -0.106     ]","[-0.09599666  0.14525694  0.16799167 ...,  0.38106083 -0.00950001 -0.0695    ]","[ 0.14542472 -0.18483804 -0.1559545  ..., -0.29267967  0.0095     -0.12750001]"
"[ 0.11415526  0.05937571 -0.00834147 ...,  0.3955149  -0.013      -0.144     ]","[-0.12272797  0.26556046 -0.0798762  ..., -0.48867696  0.0005     -0.13049997]","[-0.08301781  0.16146961 -0.06449288 ...,  0.39937688 -0.01       -0.11      ]","[-0.09599666  0.14525694  0.16799167 ...,  0.38106083 -0.00750001 -0.0715    ]","[ 0.14392472 -0.18333804 -0.1544545  ..., -0.29417967  0.01       -0.12900001]"
"[ 0.11365526  0.05887571 -0.00884147 ...,  0.3980149  -0.0155     -0.1465    ]","[ -1.18227967e-01   2.70060465e-01  -8.43762040e-02 ...,  -4.90176946e-01
   2.70965043e-09  -1.33999970e-01]","[-0.08401781  0.16046961 -0.06349288 ...,  0.40037688 -0.009      -0.111     ]","[-0.09449666  0.14675694  0.16649167 ...,  0.38156083 -0.00600001 -0.07      ]","[ 0.14092472 -0.18033804 -0.1514545  ..., -0.29817967  0.012      -0.13100001]"
"[ 0.11615526  0.06137571 -0.00534147 ...,  0.3955149  -0.013      -0.148     ]","[-0.11722797  0.27106046 -0.0853762  ..., -0.48917695  0.001      -0.13499997]","[-0.08651781  0.15696961 -0.06099283 ...,  0.40187688 -0.0055     -0.1145    ]","[-0.09549666  0.14575694  0.16749167 ...,  0.38056083 -0.00500001 -0.069     ]","[ 0.14092472 -0.18033805 -0.1514545  ..., -0.30017967  0.013      -0.13300001]"
"[ 0.11815526  0.06337571 -0.00334147 ...,  0.3975149  -0.011      -0.148     ]","[-0.11622797  0.27106047 -0.0853762  ..., -0.48817695  0.002      -0.13499997]","[-0.08801781  0.15546961 -0.05949283 ...,  0.40137688 -0.007      -0.115     ]","[-0.09549666  0.14575694  0.16749167 ...,  0.38056083 -0.00400001 -0.069     ]","[ 0.14192472 -0.18133805 -0.1514545  ..., -0.30117967  0.016      -0.13500001]"
"[ 0.11515526  0.06037571 -0.00634147 ...,  0.3945149  -0.014      -0.149     ]","[ -1.16227968e-01   2.71060465e-01  -8.53762041e-02 ...,  -4.87176946e-01
   2.81051661e-09  -1.35999970e-01]","[-0.09001781  0.15346961 -0.05749283 ...,  0.39937688 -0.009      -0.115     ]","[-0.09899666  0.14225694  0.17099167 ...,  0.38306083 -0.00350001 -0.0735    ]","[ 0.14292472 -0.18233805 -0.15145451 ..., -0.30117967  0.019      -0.13200001]"
"[ 0.11565526  0.06087571 -0.00584147 ...,  0.3940149  -0.0135     -0.1485    ]","[-0.11522797  0.27206046 -0.0863762  ..., -0.48717694  0.001      -0.13699997]","[-0.09051781  0.15296961 -0.05699283 ...,  0.39987688 -0.0095     -0.1145    ]","[-0.09849666  0.14275694  0.17049167 ...,  0.38256083 -0.00500001 -0.075     ]","[ 0.14142472 -0.18083805 -0.14995451 ..., -0.30067967  0.0195     -0.13150001]"
"[ 0.11415526  0.05937571 -0.00734147 ...,  0.3915149  -0.013      -0.151     ]","[ -1.15227971e-01   2.72060464e-01  -8.63762033e-02 ...,  -4.87176944e-01
   2.76516490e-09  -1.35999970e-01]","[-0.09151781  0.15196961 -0.05599283 ...,  0.39887688 -0.0105     -0.1155    ]","[-0.09549666  0.14575694  0.16749167 ...,  0.38156083 -0.00900001 -0.078     ]","[ 0.13942472 -0.17883805 -0.14795451 ..., -0.30367967  0.0185     -0.12750002]"
"[ 0.11115526  0.05537571 -0.00534147 ...,  0.3935149  -0.011      -0.155     ]","[-0.11572797  0.27156046 -0.0858762  ..., -0.49067694  0.0015     -0.13649997]","[-0.09301781  0.15046961 -0.05449284 ...,  0.39737688 -0.012      -0.117     ]","[-0.09649666  0.14475694  0.16849167 ...,  0.38356083 -0.00700001 -0.077     ]","[ 0.14092472 -0.18033805 -0.14945451 ..., -0.30517967  0.017      -0.12900002]"
"[ 0.11165526  0.05587571 -0.00484147 ...,  0.3950149  -0.0115     -0.1565    ]","[-0.11422798  0.27206046 -0.0863762  ..., -0.49117694  0.002      -0.13599997]","[-0.08901781  0.15446961 -0.05849284 ...,  0.39537688 -0.008      -0.115     ]","[-0.09799666  0.14225694  0.16999167 ...,  0.38606083 -0.00650001 -0.0765    ]","[ 0.14492472 -0.18433805 -0.15345451 ..., -0.30617967  0.014      -0.13200002]"
"[ 0.11415527  0.05837571 -0.00334147 ...,  0.3965149  -0.014      -0.159     ]","[-0.11272798  0.27356046 -0.0878762  ..., -0.49067694  0.0015     -0.13449997]","[-0.08751781  0.15596961 -0.05999284 ...,  0.39387688 -0.0065     -0.1155    ]","[-0.09949666  0.14075694  0.17149167 ...,  0.38556083 -0.00700001 -0.075     ]","[ 0.14292472 -0.18233805 -0.15145451 ..., -0.30417967  0.016      -0.13000002]"
"[ 0.11215527  0.05637571 -0.00534147 ...,  0.3975149  -0.014      -0.161     ]","[ -1.11227981e-01   2.75060457e-01  -8.83762025e-02 ...,  -4.92176944e-01
   3.10377534e-09  -1.35999970e-01]","[-0.08551781  0.15796961 -0.06199284 ...,  0.39287688 -0.0065     -0.1165    ]","[-0.10049666  0.13875694  0.17249167 ...,  0.38356083 -0.00900001 -0.074     ]","[ 0.13942472 -0.17883805 -0.14795451 ..., -0.30167967  0.0185     -0.12850002]"
"[ 0.11215527  0.05637571 -0.00534147 ...,  0.3985149  -0.014      -0.162     ]","[-0.11272798  0.27356046 -0.0868762  ..., -0.49167694 -0.0005     -0.13549997]","[-0.08651781  0.15696961 -0.06099284 ...,  0.39087688 -0.0055     -0.1175    ]","[-0.09749666  0.14175694  0.16949167 ...,  0.38556083 -0.00700001 -0.076     ]","[ 0.13892472 -0.17833805 -0.14745451 ..., -0.30017967  0.017      -0.13000002]"
"[ 0.11515527  0.05837571 -0.00734146 ...,  0.3945149  -0.014      -0.166     ]","[-0.11122798  0.27506046 -0.0883762  ..., -0.49217694 -0.002      -0.13599997]","[-0.08901781  0.15446961 -0.05849284 ...,  0.39337688 -0.004      -0.119     ]","[-0.09699666  0.14325694  0.16899167 ...,  0.38706083 -0.00650001 -0.0785    ]","[ 0.13792472 -0.17733805 -0.14645451 ..., -0.29917967  0.015      -0.13300002]"
"[ 0.11615527  0.05937571 -0.00634146 ...,  0.3935149  -0.015      -0.167     ]","[-0.11522798  0.27106046 -0.0843762  ..., -0.49617694  0.002      -0.13999997]","[-0.09051781  0.15296961 -0.05699284 ...,  0.39287688 -0.0035     -0.1205    ]","[-0.10049666  0.13975694  0.17249167 ...,  0.38356083 -0.00400001 -0.082     ]","[ 0.13842472 -0.17783805 -0.14695451 ..., -0.29867967  0.0165     -0.13250002]"
"[ 0.11765527  0.06087571 -0.00484146 ...,  0.3890149  -0.0165     -0.1675    ]","[-0.11672798  0.26956046 -0.0828762  ..., -0.49767694  0.0035     -0.14149997]","[-0.09251781  0.15096961 -0.05499284 ...,  0.39187688 -0.0015     -0.1195    ]","[-0.10249666  0.13775694  0.17449167 ...,  0.38256083 -0.00400001 -0.082     ]","[ 0.13692472 -0.17633805 -0.14645451 ..., -0.30017967  0.014      -0.13400002]"
"[ 0.11715527  0.06037571 -0.00534146 ...,  0.3875149  -0.018      -0.169     ]","[-0.11722798  0.26906046 -0.0823762  ..., -0.49917694  0.002      -0.14199997]","[-0.08901781  0.15446961 -0.05849284 ...,  0.39537688 -0.004      -0.123     ]","[-0.10349666  0.13675694  0.17549167 ...,  0.38056083 -0.00500001 -0.082     ]","[ 0.13592472 -0.17533805 -0.14545451 ..., -0.30317967  0.011      -0.13700002]"
"[ 0.11615527  0.06037571 -0.00434146 ...,  0.3895149  -0.017      -0.17      ]","[-0.11622798  0.27006046 -0.0833762  ..., -0.49817694  0.004      -0.14199997]","[-0.09001781  0.15346961 -0.05749284 ...,  0.39437688 -0.005      -0.124     ]","[-0.10299666  0.13725694  0.17499167 ...,  0.38006083 -0.00450001 -0.0815    ]","[ 0.13892472 -0.17833805 -0.14845451 ..., -0.30117967  0.009      -0.13800001]"
"[ 0.11415527  0.05837571 -0.00634146 ...,  0.3875149  -0.018      -0.172     ]","[-0.11622798  0.27006046 -0.0833762  ..., -0.49817694  0.005      -0.14099997]","[-0.09051781  0.15296961 -0.05699284 ...,  0.39387688 -0.0045     -0.1245    ]","[-0.10349666  0.13675694  0.17549167 ...,  0.37856083 -0.00300001 -0.081     ]","[ 0.14142472 -0.18083805 -0.15095451 ..., -0.29967967  0.0075     -0.13850001]"
"[ 0.11265527  0.05687571 -0.00584146 ...,  0.3870149  -0.0185     -0.1715    ]","[-0.11472798  0.27156046 -0.0848762  ..., -0.49867694  0.0055     -0.14049997]","[-0.08851781  0.15496961 -0.05899284 ...,  0.39287688 -0.0045     -0.1225    ]","[-0.10399666  0.13625694  0.17599167 ...,  0.37806083 -0.00250001 -0.0805    ]","[ 0.13892472 -0.17833805 -0.14745451 ..., -0.29817967  0.01       -0.14000001]"
"[ 0.11115527  0.05537571 -0.00734146 ...,  0.3835149  -0.015      -0.174     ]","[-0.11422798  0.27206046 -0.0853762  ..., -0.50017694  0.006      -0.14099997]","[-0.09201781  0.15146961 -0.05549284 ...,  0.39037688 -0.001      -0.126     ]","[-0.1024967   0.13775694  0.17449167 ...,  0.37656083 -0.00600001 -0.079     ]","[ 0.13792472 -0.17733805 -0.14645451 ..., -0.29717967  0.011      -0.14100001]"
"[ 0.11015527  0.05437571 -0.00834146 ...,  0.3825149  -0.014      -0.175     ]","[-0.11172799  0.27456046 -0.0878762  ..., -0.49867694  0.0065     -0.14249997]","[-0.09151781  0.15196961 -0.05599284 ...,  0.38987688 -0.0015     -0.1265    ]","[-0.10349667  0.13875694  0.17349167 ...,  0.37556083 -0.00500001 -0.08      ]","[ 0.13692472 -0.17633805 -0.14545451 ..., -0.30017967  0.014      -0.14500001]"
"[ 0.10815527  0.05237571 -0.01034146 ...,  0.3815149  -0.01       -0.173     ]","[-0.11122799  0.27506048 -0.0883762  ..., -0.49717694  0.007      -0.14399997]","[-0.08901781  0.15346961 -0.05749284 ...,  0.39337688 -0.006      -0.13      ]","[-0.10299667  0.13925694  0.17299167 ...,  0.37406083 -0.00350001 -0.0805    ]","[ 0.13792472 -0.17733805 -0.14645451 ..., -0.30117967  0.013      -0.14600001]"
"[ 0.10865527  0.05287571 -0.00984146 ...,  0.3810149  -0.0095     -0.1725    ]","[-0.10922799  0.27706048 -0.0903762  ..., -0.49517694  0.007      -0.14599997]","[-0.09001781  0.15246961 -0.05649284 ...,  0.39437688 -0.007      -0.131     ]","[-0.10349666  0.13775694  0.17449167 ...,  0.37356083 -0.00300001 -0.08      ]","[ 0.14142472 -0.18083805 -0.14895451 ..., -0.30267967  0.0115     -0.14750001]"
"[ 0.10815527  0.05237571 -0.01034146 ...,  0.3825149  -0.009      -0.174     ]","[-0.11122799  0.27506048 -0.0883762  ..., -0.49717694  0.009      -0.14899997]","[-0.09001781  0.15246961 -0.05649284 ...,  0.39437688 -0.007      -0.131     ]","[-0.10399662  0.13825694  0.17399167 ...,  0.37506083 -0.00350001 -0.0815    ]","[ 0.14292472 -0.18233805 -0.15045451 ..., -0.30417967  0.01       -0.14900001]"
"[ 0.11315527  0.05737571 -0.00534146 ...,  0.3865149  -0.013      -0.178     ]","[-0.11122798  0.27606048 -0.0893762  ..., -0.49617694  0.009      -0.14899997]","[-0.09051781  0.15196962 -0.05599284 ...,  0.39287688 -0.0065     -0.1315    ]","[-0.10549665  0.13675694  0.17549167 ...,  0.37356083 -0.00400001 -0.08      ]","[ 0.14292472 -0.18233805 -0.15045451 ..., -0.30417967  0.009      -0.14800001]"
"[ 0.11365527  0.05787571 -0.00484146 ...,  0.3870149  -0.0135     -0.1785    ]","[-0.11072799  0.27656048 -0.0898762  ..., -0.49567694  0.0095     -0.14749997]","[-0.09201781  0.15046962 -0.05449284 ...,  0.39437688 -0.003      -0.134     ]","[-0.10549664  0.13675694  0.17549167 ...,  0.37256083 -0.00500001 -0.08      ]","[ 0.13992472 -0.17933805 -0.14745451 ..., -0.30517967  0.011      -0.15100002]"
"[ 0.10915527  0.05337571 -0.00934146 ...,  0.3835149  -0.017      -0.184     ]","[-0.11122799  0.27606048 -0.0893762  ..., -0.49817694  0.006      -0.14999997]","[-0.09151781  0.15096962 -0.05499284 ...,  0.39387688 -0.0035     -0.1345    ]","[-0.10749596  0.13575694  0.17649167 ...,  0.37156083 -0.00600001 -0.079     ]","[ 0.13992472 -0.18133805 -0.14745451 ..., -0.30517967  0.009      -0.14900002]"
"[ 0.10815527  0.05237571 -0.01034146 ...,  0.3825149  -0.016      -0.183     ]","[-0.11122799  0.27606048 -0.0893762  ..., -0.49917694  0.005      -0.14999997]","[-0.09201781  0.15046962 -0.05449284 ...,  0.39537688 -0.005      -0.134     ]","[-0.10449596  0.13275694  0.17949167 ...,  0.37456083 -0.00300001 -0.083     ]","[ 0.14042472 -0.18083805 -0.14795451 ..., -0.30567967  0.0085     -0.14950002]"
"[ 0.10715527  0.05137571 -0.01134146 ...,  0.3815149  -0.015      -0.183     ]","[-0.10972799  0.27756048 -0.0908762  ..., -0.49867694  0.0035     -0.14849997]","[-0.09101781  0.15146962 -0.05549284 ...,  0.39837688 -0.003      -0.135     ]","[-0.10549596  0.13275694  0.17949167 ...,  0.37456083 -0.00300001 -0.083     ]","[ 0.13792472 -0.17733805 -0.14545451 ..., -0.30917967  0.004      -0.14700001]"
"[ 0.10565527  0.04987571 -0.01184146 ...,  0.3830149  -0.0145     -0.1835    ]","[-0.108228    0.27906048 -0.0923762  ..., -0.49517694  0.006      -0.15099997]","[-0.09101781  0.15146962 -0.05549284 ...,  0.39637688 -0.005      -0.133     ]","[-0.10349596  0.13775694  0.17449167 ...,  0.36956083 -0.00800001 -0.085     ]","[ 0.13692472 -0.17633805 -0.14445451 ..., -0.30817967  0.003      -0.14600001]"
"[ 0.10615527  0.05037571 -0.01034146 ...,  0.3815149  -0.013      -0.187     ]","[-0.109728    0.27856048 -0.0908762  ..., -0.49667694  0.0065     -0.15049997]","[-0.09301781  0.14946962 -0.05349284 ...,  0.39537688 -0.004      -0.131     ]","[-0.10299596  0.13825694  0.17399167 ...,  0.36906083 -0.00850001 -0.0855    ]","[ 0.13642472 -0.17583805 -0.14395451 ..., -0.30967967  0.0015     -0.14450001]"
"[ 0.10615527  0.05137571 -0.00834146 ...,  0.3795149  -0.012      -0.186     ]","[-0.110228    0.27806048 -0.09037621 ..., -0.49417694  0.004      -0.15499997]","[-0.09251781  0.14996962 -0.05399284 ...,  0.39487688 -0.0045     -0.1305    ]","[-0.10549595  0.14175694  0.17049167 ...,  0.36556083 -0.00500001 -0.089     ]","[ 0.13792472 -0.17733805 -0.14445451 ..., -0.30617967 -0.002      -0.14600001]"
"[ 0.10515527  0.05037571 -0.00934146 ...,  0.3805149  -0.015      -0.188     ]","[-0.109228    0.27906048 -0.09137621 ..., -0.49317694  0.003      -0.15599997]","[-0.09301781  0.14946962 -0.05349284 ...,  0.39437688 -0.003      -0.132     ]","[-0.10449595  0.14075694  0.17149167 ...,  0.36656083 -0.00400001 -0.09      ]","[ 0.13892472 -0.17833805 -0.14545451 ..., -0.30717967 -0.003      -0.14700001]"
"[ 0.10465527  0.04987571 -0.00784146 ...,  0.3820149  -0.0155     -0.1865    ]","[-0.108228    0.28006048 -0.09237621 ..., -0.49217694  0.002      -0.15599997]","[-0.09251781  0.14996962 -0.05399284 ...,  0.39287688 -0.0035     -0.1335    ]","[-0.10099595  0.13725694  0.17499167 ...,  0.37106083 -0.00150001 -0.0945    ]","[ 0.14092472 -0.18033805 -0.14745451 ..., -0.30717967 -0.005      -0.14600001]"
"[ 0.10265527  0.04787571 -0.00984146 ...,  0.3840149  -0.0155     -0.1885    ]","[-0.106228    0.28206048 -0.09437621 ..., -0.49617694  0.002      -0.15999997]","[-0.09301781  0.14946962 -0.05349284 ...,  0.39237688 -0.005      -0.135     ]","[-0.101496    0.13675695  0.17549167 ...,  0.36956083 -0.00100001 -0.095     ]","[ 0.13692472 -0.17633805 -0.14345451 ..., -0.30617967 -0.008      -0.14400001]"
"[ 0.10615527  0.05137571 -0.00634146 ...,  0.3875149  -0.018      -0.192     ]","[-0.106728    0.28156048 -0.09387621 ..., -0.49767694  0.0025     -0.16149997]","[-0.09251781  0.14996962 -0.05399284 ...,  0.39087688 -0.0035     -0.1345    ]","[-0.101996    0.13725694  0.17499167 ...,  0.36906083 -0.00050001 -0.0955    ]","[ 0.13542472 -0.17483805 -0.14195451 ..., -0.30467967 -0.0095     -0.14450001]"
"[ 0.10815527  0.05337571 -0.00434146 ...,  0.3895149  -0.02       -0.194     ]","[-0.111228    0.27706048 -0.08937621 ..., -0.50217694  0.006      -0.16399997]","[-0.09101781  0.15046962 -0.05449284 ...,  0.38937688 -0.007      -0.138     ]","[-0.101496    0.13475694  0.17749167 ...,  0.36956083 -0.00200001 -0.094     ]","[ 0.13742472 -0.17683805 -0.14395451 ..., -0.30567967 -0.0085     -0.14250001]"
"[ 0.10665527  0.05187571 -0.00584146 ...,  0.3910149  -0.0195     -0.1925    ]","[-0.112228    0.27606048 -0.08837621 ..., -0.50317694  0.007      -0.16299997]","[-0.09051781  0.15096962 -0.05499284 ...,  0.38887688 -0.0075     -0.1385    ]","[-0.09899601  0.13225695  0.17999167 ...,  0.37206083 -0.00250001 -0.0945    ]","[ 0.14092472 -0.18033805 -0.14645451 ..., -0.30817967 -0.007      -0.14000001]"
"[ 0.10515527  0.05037571 -0.00734146 ...,  0.3935149  -0.017      -0.195     ]","[-0.109228    0.27906049 -0.09137621 ..., -0.49917694  0.009      -0.16599997]","[-0.09001781  0.15146962 -0.05549284 ...,  0.39037688 -0.008      -0.138     ]","[-0.09749601  0.13375695  0.17849167 ...,  0.37056083 -0.00100001 -0.093     ]","[ 0.14292472 -0.18233805 -0.1484545  ..., -0.30717967 -0.007      -0.13800001]"
"[ 0.10615527  0.05137571 -0.00634146 ...,  0.3945149  -0.016      -0.194     ]","[-0.109728    0.27756049 -0.08987621 ..., -0.50067694  0.0075     -0.16749997]","[-0.09401781  0.14746962 -0.05149284 ...,  0.38937688 -0.006      -0.139     ]","[-0.09699601  0.13425695  0.17799167 ...,  0.37006083 -0.00150001 -0.0935    ]","[ 0.14092472 -0.18033805 -0.1464545  ..., -0.30617967 -0.005      -0.14000001]"
"[ 0.10365527  0.04787571 -0.00884146 ...,  0.3930149  -0.0145     -0.1935    ]","[-0.108228    0.27906049 -0.09137621 ..., -0.50017694  0.006      -0.16899997]","[-0.09451781  0.14696962 -0.05099284 ...,  0.38887688 -0.0065     -0.1385    ]","[-0.09899587  0.13325693  0.17899168 ...,  0.37406083  0.00149999 -0.0975    ]","[ 0.13892472 -0.17833805 -0.14445451 ..., -0.30417967 -0.005      -0.14200001]"
"[ 0.10515527  0.04937571 -0.00734146 ...,  0.3915149  -0.016      -0.195     ]","[-0.108728    0.27856049 -0.09087621 ..., -0.50067694  0.0055     -0.16849997]","[-0.09551781  0.14596962 -0.04999284 ...,  0.38687688 -0.0105     -0.1435    ]","[ -9.84958741e-02   1.31756928e-01   1.80491676e-01 ...,   3.74560834e-01
  -1.25997512e-08  -9.59999996e-02]","[ 0.13892472 -0.17833805 -0.14445451 ..., -0.30617967 -0.007      -0.14300001]"
"[ 0.10915527  0.05337571 -0.00334146 ...,  0.3895149  -0.02       -0.198     ]","[-0.104728    0.28256049 -0.09487621 ..., -0.50567694  0.0095     -0.17049997]","[-0.09601781  0.14546962 -0.04949284 ...,  0.38537688 -0.009      -0.144     ]","[-0.09799587  0.13225693  0.17999168 ...,  0.37406083 -0.00050001 -0.0955    ]","[ 0.13992472 -0.17933805 -0.1454545  ..., -0.30717967 -0.006      -0.14400001]"
"[ 0.10865527  0.05287571 -0.00384146 ...,  0.3890149  -0.0205     -0.1985    ]","[-0.105228    0.28406049 -0.09637621 ..., -0.50417694  0.008      -0.16999997]","[-0.09501781  0.14646962 -0.05049284 ...,  0.38437688 -0.008      -0.143     ]","[-0.09249587  0.13675693  0.17449168 ...,  0.37556083 -0.00400001 -0.094     ]","[ 0.13942472 -0.17883805 -0.1449545  ..., -0.30767967 -0.0045     -0.14550001]"
"[ 0.10715527  0.05137571 -0.00534146 ...,  0.3905149  -0.019      -0.198     ]","[-0.10422801  0.28506049 -0.09737621 ..., -0.50517694  0.005      -0.16999997]","[-0.09051781  0.15096962 -0.05499284 ...,  0.38287688 -0.0035     -0.1425    ]","[-0.09349587  0.13575693  0.17549168 ...,  0.37456083 -0.00500001 -0.093     ]","[ 0.13792472 -0.17733805 -0.1434545  ..., -0.30917967 -0.006      -0.14400001]"
"[ 0.10815527  0.05237571 -0.00434146 ...,  0.3915149  -0.018      -0.198     ]","[-0.10322801  0.28706048 -0.09837621 ..., -0.50717694  0.007      -0.17099997]","[-0.09201781  0.14946962 -0.05349284 ...,  0.38437688 -0.003      -0.144     ]","[-0.09149588  0.13475693  0.17649168 ...,  0.37456083 -0.00600001 -0.091     ]","[ 0.13792472 -0.17733805 -0.1434545  ..., -0.30617967 -0.004      -0.14600001]"
"[ 0.10715527  0.05137571 -0.00534146 ...,  0.3945149  -0.021      -0.2       ]","[-0.10322801  0.28706048 -0.09837621 ..., -0.50817694  0.007      -0.17199997]","[-0.09251781  0.14896962 -0.05299284 ...,  0.38487688 -0.0035     -0.1435    ]","[-0.0894959   0.13375693  0.17749168 ...,  0.37556083 -0.00500001 -0.093     ]","[ 0.13742472 -0.17683805 -0.1429545  ..., -0.30467967 -0.0035     -0.14450001]"
"[ 0.10615527  0.05037571 -0.00634146 ...,  0.3935149  -0.02       -0.201     ]","[-0.10472799  0.28556049 -0.09687621 ..., -0.50767694  0.0085     -0.17249997]","[-0.09351781  0.14796962 -0.05199284 ...,  0.38787688 -0.0065     -0.1435    ]","[-0.0874959   0.13275693  0.17849168 ...,  0.37756083 -0.00700001 -0.095     ]","[ 0.14092472 -0.18033805 -0.1464545  ..., -0.30117967 -0.006      -0.14600001]"
"[ 0.10565527  0.04987571 -0.00684146 ...,  0.3930149  -0.0205     -0.2005    ]","[-0.10422799  0.28606049 -0.09737621 ..., -0.50517694  0.007      -0.17099997]","[-0.0955178   0.14596962 -0.04999284 ...,  0.38487688 -0.0045     -0.1415    ]","[-0.0879959   0.13225693  0.17899168 ...,  0.37806083 -0.00650001 -0.0955    ]","[ 0.14092472 -0.18033805 -0.1464545  ..., -0.30017967 -0.006      -0.14600001]"
